"","zew","esi.eu","esi.ger","cli.eur","cli.ger","cons.conf","gfk","ip","u","dax","eur.stox","long.rate","short.rate","oil","manuf.order","usd","ex","im","trade.bal","ex.pr","im.pr","tot","infl","spread","MTI_all_all","MTI_DE_all","MTI_all_Gegenwart","MTI_all_Zukunft","MTI_all_Klima","MTI_DE_Gegenwart","MTI_DE_Zukunft","MTI_DE_Klima","MTI_all_Waehrungspolitik.EURO.Geldpolitik","MTI_all_Steuerpolitik","MTI_all_Konjunktur","MTI_all_Arbeitsmarkt","MTI_all_Haushaltspolitik","MTI_DE_Steuerpolitik","MTI_DE_Konjunktur","MTI_DE_Arbeitsmarkt","MTI_DE_Haushaltspolitik","idio MTI_all_all","idio MTI_DE_all","idio MTI_all_Gegenwart","idio MTI_all_Zukunft","idio MTI_all_Klima","idio MTI_DE_Gegenwart","idio MTI_DE_Zukunft","idio MTI_DE_Klima","idio MTI_all_Waehrungspolitik.EURO.Geldpolitik","idio MTI_all_Steuerpolitik","idio MTI_all_Konjunktur","idio MTI_all_Arbeitsmarkt","idio MTI_all_Haushaltspolitik","idio MTI_DE_Steuerpolitik","idio MTI_DE_Konjunktur","idio MTI_DE_Arbeitsmarkt","idio MTI_DE_Haushaltspolitik","mti_pc1","R1","R2","R3","R4","R5","R6","RWort","RWort_sc","CA","empl"
"2009/07",39.5,79.7,81.2,97.857,97.538,-25.5,3,-0.185185185185185,8.3,-0.223323844115049,-0.256047934014808,3.36,1,-0.516375468628422,-0.200750469043152,-0.103049922244438,-0.180498920604461,-0.236715658564161,-0.245508982035928,-0.0359281437125749,-0.12961210974456,0.107594936708861,-0.00502512562814073,2.36,-41.5584415584416,-34.375,-46.5437788018433,-25.1655629139073,63.2484483771239,-39.9014778325123,-25.4901960784314,66.9173303612417,50,-6.06060606060606,-45.771144278607,-48.5981308411215,-81.6901408450704,-18.5185185185185,-32.8767123287671,-45,-84.375,2.07228672414596,4.54770455034417,3.22083937476265,7.41478724791583,5.40266898664908,4.71799831734612,4.30412357581717,5.08058451010874,76.8663114169147,21.2525471280233,5.76868765660609,-7.04363045531705,-21.1456168254879,8.44227689054045,12.5544525926076,-6.0588386539313,-29.9201253107445,115.058207534257,91.3,86.8,96.1,-23.7,-35.3,-11.2,40.4516129032258,0.284495770907469,2.7922296631037,-0.00164058865300321
"2009/08",56.1,84.4,85.8,98.358,98.229,-22.6,3.4,-0.188919164396004,8.2,-0.151585408178899,-0.193733963293845,3.33,1,-0.40942087433457,-0.208831646734131,-0.0736111557369148,-0.203383729301656,-0.205489398780134,-0.406779661016949,-0.0339321357285429,-0.111641221374046,0.0868200836820086,0,2.33,-20.8677685950413,-21.1309523809524,-27.5080906148867,-6.25,82.4385620013739,-30.9644670050761,-5.88235294117647,80.6068354975805,28.5714285714286,-34.4827586206897,-17.9012345679012,-41.304347826087,-42.5531914893617,-45.4545454545455,-4.70588235294118,-40.2298850574713,-89.4736842105263,12.1490856342081,3.82736144264625,10.9557743601265,16.7114423743118,13.9840118379036,-1.56952725183837,12.0265763601258,5.06422027651737,55.3596260088698,-7.93049502164214,11.0980343943128,-10.1755622756792,4.30651263397086,-18.7174672716843,6.83337907886423,-13.3367717171546,-54.6356261387666,54.3568664338283,94.3,88.8,100.3,-17.8,-31.5,-3,39.3548387096774,0.296547524780072,-7.72720477759898,-0.00129796977934515
"2009/09",57.7,86.9,88.3,98.832,98.834,-19.2,3.8,-0.133023255813953,8.2,-0.170436637702825,-0.192801093805731,3.29,1,-0.366873782806269,-0.122287968441815,-0.0196031392439768,-0.180538850132307,-0.1639156021243,-0.493975903614458,-0.032967032967033,-0.113984674329502,0.0907194994786233,-0.00201816347124106,2.29,-22.6993865030675,-27.4834437086093,-25.4237288135593,-17.1428571428571,78.607739793534,-30.5555555555556,-25.6880733944954,71.8369713915863,-14.2857142857143,-9.43396226415094,-33.9805825242718,-24.2424242424242,-45.6521739130435,-17.3913043478261,-44.8275862068966,-23.728813559322,-67.741935483871,14.6931734055548,3.23186925639007,17.6990165774929,9.78410330936524,14.5267914166764,5.11589455023913,-2.87923951475182,1.94477656757744,12.5346866414143,17.43198782503,4.31132255945289,11.1844959370091,6.8492726919029,9.4380041302438,-19.3159529682648,8.13126206255166,-24.8165932166297,79.3817726710718,94.8,89.4,100.5,-17,-30.4,-2.5,29.5333333333333,0.20201102955484,2.2062864699334,-0.00212786772978524
"2009/10",56,89.8,90.4,99.252,99.348,-16.3,4.2,-0.134030418250951,8.1,-0.0433630193254603,-0.0837498166169495,3.23,1,-0.273424835188587,-0.0854430379746834,0.0399585773460935,-0.186265060240964,-0.169037037037037,-0.391812865497076,-0.0261044176706827,-0.0798029556650246,0.0591233435270133,0,2.23,-39.5770392749245,-39.5161290322581,-49.1909385113269,-30.2052785923754,59.5500150426917,-50.5050505050505,-31.1418685121107,58.3791892741726,14.2857142857143,-33.7931034482759,-33.0935251798561,-38.5245901639344,-61.3636363636364,-33.5664335664336,-26.0869565217391,-40,-59,1.41564926465266,-4.06422294239637,-2.23508138859624,-0.0156729315977073,-0.932535689049158,-9.66957743280182,-4.30161934661113,-6.86410049567335,41.1326107575015,-6.66906659617666,12.8439319152392,0.438636767252473,-4.22042449274032,-6.6612422592266,10.9204992127307,-4.05333710992861,-9.42081364171962,99.9711102621164,95.5,90.3,101.1,-15.5,-28.6,-1.4,24.7086021505376,0.183747523219812,2.88623699308667,-0.00371356673426004
"2009/11",51.1,91.8,92.4,99.605,99.793,-18.5,3.9,-0.0873015873015873,8.1,0.0803646028121046,0.0585853090374093,3.24,1,0.269610302726208,0.0159271899886233,0.161337095383651,-0.0701215440096167,-0.156792803970223,0.25,-0.0171890798786654,-0.0494949494949496,0.0340340340340339,0.00406504065040636,2.24,-35.5992844364937,-35.1032448377581,-30.5466237942122,-42.9787234042553,62.9310747972616,-31.5789473684211,-38.5093167701863,64.8633738994421,-69.2307692307692,-44.6280991735537,-15.3846153846154,-45,-56.5656565656566,-46.2264150943396,-30,-41.304347826087,-45.2380952380952,2.46002928687469,-3.5107016794408,13.2860245284935,-15.4475120038133,-0.483440348231575,5.04889412370201,-14.9538535901751,-4.16783080532394,-42.4054612552304,-17.7143506995507,24.323267152134,-8.91814599498876,-3.20454215006122,-19.3830529056978,-2.35930852804877,-8.68742489966556,-1.08044257719745,83.1949751394187,97.6,91.9,103.8,-11.4,-25.7,4,26.8333333333333,0.183249277020159,-1.31761710194168,-0.00368940578577015
"2009/12",50.4,94.4,94.3,99.884,100.185,-15.7,3.6,-0.0495867768595041,8.1,0.314422304592483,0.254921582422577,3.22,1,0.707258938244854,0.0707317073170732,0.198324798539161,-0.00858725761772861,-0.0835483870967741,0.416666666666667,-0.00407747196738018,-0.00836820083682011,0.00487804878048781,0.00809716599190291,2.22,-30.4615384615385,-27.7922077922078,-34.4117647058824,-23.8866396761134,70.6550846432798,-29.6703296703297,-26.7045454545455,71.797250329279,13.3333333333333,-28.4403669724771,-35.3448275862069,-18.2795698924731,-57.8616352201258,-30.6122448979592,-25.8064516129032,-17.910447761194,-62.6865671641791,5.99095404279059,1.68628358653017,7.71007661608119,2.18837721332492,5.63452085802424,4.65268815333917,-4.94839676797059,0.691131072266302,40.1468157304743,-1.641808629028,0.950667099311562,16.2239480839606,-6.57224870308314,-3.80275098251464,-3.29661334375066,12.8825361316229,-21.4986800226943,74.0054744524726,97.9,93.3,102.7,-11,-22.9,1.8,20.5104697226938,0.171701179609672,-1.5147385965331,-0.00312713769178152
"2010/01",47.2,96.4,95.4,100.104,100.551,-17.8,3.4,0.0449943757030371,8,0.238499438692778,0.211364509196689,3.29,1,1.13576158940397,0.203434610303831,0.0321571166504802,0.0253428741800836,-0.0039296087476508,0.265822784810126,0.00307377049180335,0.00950369588173161,-0.00678952473326855,0.00712105798575791,2.29,-30.0177619893428,-33.8383838383838,-37.0030581039755,-16.1764705882353,72.6679159730939,-42.3255813953488,-19.2307692307692,68.2518748882423,0,-25.3424657534247,-29.2452830188679,-47.5,-43.5294117647059,-26.241134751773,-27.906976744186,-48.1481481481481,-40,6.79511377098481,-3.88574583110567,5.50248875411557,10.2251464935732,8.00756216716361,-7.48562998361304,2.92893574945337,-2.38887556893313,26.8161346775544,1.48192781911896,7.8155534669609,-12.6424875216897,8.22462883878814,0.575955253656701,-4.24637349796864,-16.946085087167,1.85395611963666,76.0665265093668,99.3,95.1,103.7,-8.2,-19.4,3.8,20.0235101148168,0.164998823346567,-1.19668374984107,-0.00507713337238824
"2010/02",45.1,97.8,96.2,100.277,100.898,-17.4,3.3,0.0732558139534882,8,0.323911740466022,0.270404868242721,3.19,1,0.676732209737828,0.240816326530612,0.0851196751395884,0.096147966982574,0.0309679702707486,0.566265060240964,0.00924024640657084,0.0201271186440677,-0.0106589147286823,0.00505561172901925,2.19,-38.1305637982196,-25.2659574468085,-43.4599156118143,-24.0437158469945,65.5330047825059,-34.8659003831418,-0.917431192660551,80.3346370315536,-11.1111111111111,-3.2,-44.8717948717949,-26.2886597938144,-69.1244239631336,-3.37078651685393,-45.4545454545455,-28.6549707602339,-40.3846153846154,0.184704139072417,6.66333783739844,0.645251056965837,3.71945609577013,2.37432078502262,2.12908172381866,22.9246488936449,11.6339501945417,15.7160805877611,23.732097372417,-4.62034529739674,10.0446109542141,-15.4332992891133,23.4779706262111,-16.9965486827146,4.25249157160441,4.24609799396026,84.658791646699,99.5,94.2,105.1,-7.9,-21.2,6.5,19.3116883116883,0.108309121918654,-1.46859848830637,-0.00570954518836619
"2010/03",44.5,99.8,99.5,100.417,101.226,-13.2,3.2,0.104046242774567,8,0.540000592980725,0.472654942930438,3.12,1,0.833135532874436,0.253926701570681,0.0706144008896303,0.184901028080405,0.157520866631149,0.555555555555556,0.0175257731958762,0.0460385438972162,-0.0269749518304432,0.0121580547112463,2.12,-36.8,-30.327868852459,-44.3267776096823,-18.8498402555911,67.215257869477,-36.4864864864865,-17.3184357541899,72.4665208771933,-25,-18.3098591549296,-39.3333333333333,-31.1377245508982,-51.358024691358,-20.5882352941176,-52,-26.530612244898,-49.5575221238938,2.67096132401122,3.12194136638549,1.00887339256503,9.96068801169976,5.21171158721042,2.16622171944783,7.81778697602189,5.25819983522153,1.83569715211523,8.70508780306605,3.37244907278239,6.33075183708217,3.82317380236857,6.28488133517396,-19.851677855041,7.68870373558465,-2.79082850668011,91.2682669544156,101.9,98.3,105.7,-3.1,-13.4,7.8,18.4187889077533,0.117748501243563,-1.43414002327232,-0.00324825986078892
"2010/04",53,101.3,103.8,100.526,101.508,-6.5,3.4,0.15083135391924,7.8,0.509429760328438,0.419976448938534,3.08,1,0.792306029824941,0.298684210526316,0.0233586574441547,0.169470404984424,0.145921953023858,0.588235294117647,0.0268872802481903,0.0735930735930737,-0.0430210325047801,0.0121457489878543,2.08,-37.2389791183295,-17.2839506172839,-40.7554671968191,-30.3571428571429,64.2336246408938,-19.7452229299363,-12.987012987013,83.5655902565621,-27.2727272727273,-22.972972972973,-32.7272727272727,1.42857142857143,-56.4102564102564,-35.5555555555556,-21.7391304347826,3.125,-31.1926605504587,-5.51494759780181,5.97343088374575,-3.66809023092106,-8.56733134619933,-5.51312662634201,7.79529248357404,3.47421658909056,6.35353190142992,-0.494044506934237,3.48661048541169,-6.47355657004038,31.2874529998927,-11.2174314902883,-8.84572724478697,-14.3280716039247,28.5506011030948,1.25597158045412,46.9631408412568,105.8,103.7,107.9,4.2,-3.2,12,19.1045977011494,0.133741572820658,-1.47403340623532,-0.000806510741256705
"2010/05",45.8,100,103.5,100.611,101.719,-9.3,3.7,0.132954545454546,7.7,0.293004434473577,0.185724990948664,2.75,1,0.718658607915773,0.25,-0.00588545989587264,0.257165605095542,0.312257564003103,0.242424242424242,0.03205791106515,0.0822510822510822,-0.045889101338432,0.0121580547112463,1.75,-38.5159010600707,-33.9325842696629,-46.8048359240069,-27.3076923076923,62.1842362239409,-36.0975609756098,-31.304347826087,66.2557146537882,-9.09090909090909,-25,-33.9285714285714,-29.2682926829268,-44.6078431372549,-19.5652173913043,-5.71428571428571,-22.2222222222222,-40.6779661016949,-3.50453054108159,-6.35013861250208,-6.217379107444,-2.53870368068477,-4.27675663759408,-3.84168791053907,-11.1619640340175,-6.71134902162863,17.7119672096629,1.69524689369454,-0.693571026204228,3.81965103789851,4.82345699975377,7.21390082799457,12.1938051628787,6.93491157719168,-2.15359518131734,65.7636169780157,105.8,104.3,107.4,4.4,-2.1,11.1,15.6078098471986,0.138953622360108,-1.28150409765557,0.00220334418684365
"2010/06",28.7,100.5,103.9,100.691,101.863,-9.5,3.5,0.120359955005624,7.7,0.16309192308889,0.0272843714899402,2.63,1,0.099233198015336,0.231707317073171,-0.132054813872996,0.242068334350214,0.315391879131256,0.157894736842105,0.0361570247933884,0.0882669537136704,-0.0479846449136276,0.00909090909090904,1.63,-18.4012066365008,-8,-18.3884297520661,-12.1212121212121,84.6872237723789,-8.03858520900322,-6.25,92.8514008330297,0,-16.6666666666667,-35.632183908046,31.1475409836066,-27.0348837209302,-15.3846153846154,-10.3448275862069,40,-17.6470588235294,4.35192376675297,3.45460640278816,9.14749229616963,1.53864889434182,5.97388470674763,6.63407348375894,0.16563632140037,4.05507096440175,26.7126604272754,9.14980898442731,-28.4298678844778,52.1945545795562,6.59146080931158,11.1361259721942,-31.579380466324,55.2425287609298,-1.77866132013258,-4.34194587461552,106.3,106,106.5,5.2,1.2,9.4,16.8666666666667,0.117733865390442,-1.19613755705221,0.00478081788761409
"2010/07",21.2,102.4,108.3,100.784,101.958,0.1,3.7,0.127272727272727,7.6,0.194068218141492,0.0281337126948684,2.65,1,0.0459265759836185,0.178403755868545,-0.118604486589767,0.182935752963559,0.264025180522125,0.0952380952380953,0.0372670807453417,0.0978260869565217,-0.0552380952380952,0.0111111111111111,1.65,-11.8446601941748,-0.326797385620915,-8.53994490358127,-13.6690647482014,88.8584947804927,5.55555555555556,-11.4942528735632,96.6554359971055,0,-28.5714285714286,9.93377483443709,-22.5806451612903,-39.344262295082,-23.6842105263158,63.6363636363636,-22.4719101123595,-36.3636363636364,4.6021318973826,2.83072806472502,12.2815227891483,-5.72437299056598,3.84184956768658,11.1824052747669,-12.140438857156,-0.284371801290453,26.6662482332963,-3.20704300032208,3.74339228918046,-7.72817321553151,-13.8488889414996,2.70360702647399,22.2646008780715,-14.3878483106202,-32.1507645963423,-40.4082484357043,110.9,111.8,110.1,14.2,12.1,16.3,19.6086021505376,0.165186667873481,-1.29588974005538,0.00515059354458947
"2010/08",14,103.2,109.3,100.895,102.025,2.9,4.1,0.12541993281075,7.6,0.159444244819739,0.0553837408893558,2.36,1,0.106664845670582,0.194186046511628,-0.0853565482796892,0.203042626901642,0.244196673368671,0.219047619047619,0.0392561983471074,0.0848549946294308,-0.0413859480269491,0.0100806451612903,1.36,-17.219589257504,1.00755667506297,-18.6274509803922,-9.35960591133005,85.8815458124554,0.43859649122807,4.34782608695652,102.374553474409,-57.1428571428571,-18.2795698924731,-14.9171270718232,-25.5102040816327,-39.1891891891892,-17.4418604651163,75.4098360655738,-15.8940397350993,-36.3636363636364,-0.601968173029603,4.38983727066137,2.37590094037048,-1.26009902002671,1.03564745589901,6.31048324472046,3.89293399419149,5.65533995193445,-30.475351674702,7.09706210266824,-20.7447220380009,-10.4899315423469,-13.4735603483664,8.94955778881781,34.5835593109848,-7.61606608768565,-31.8350343540044,-39.4312678424932,111.3,113.2,109.4,14.9,14.8,14.9,19.5591397849462,0.15150056861959,-1.31004544399545,0.00637567435017172
"2010/09",-4.3,104.1,112.3,101.029,102.088,4.7,4.4,0.094420600858369,7.5,0.142025307426478,-0.000173065168241338,2.33,1,0.103559396513842,0.139325842696629,-0.103715873737197,0.208425069719654,0.169613733905579,0.761904761904762,0.0413223140495869,0.094054054054054,-0.0478011472275335,0.0121334681496459,1.33,-20.3947368421053,-16.120218579235,-20.8791208791209,-14.6666666666667,82.1684145620953,-14.9122807017544,-16.1538461538462,84.4646553458845,-28.5714285714286,-22.7272727272727,5.55555555555556,-25.8278145695364,-43.5064935064935,-15.7894736842105,43.1818181818182,-25.7575757575758,-28.5714285714286,1.32601103873701,-6.02389029902194,5.55760778913116,-1.94241052399998,2.42318935618469,-1.72047105701208,-10.8942692703813,-5.66480697945659,-1.86636607745816,3.01519327288504,10.5654126200578,-5.79488176309118,-11.2112340081863,10.7095073094058,18.6506924727742,-11.6869276999412,-14.611105209432,-10.2461994321853,111.5,114.6,108.6,15.4,17.5,13.3,19.1666666666667,0.161234134968868,-1.77813173168003,0.00703448613936608
"2010/10",-7.2,104.6,112.9,101.179,102.161,6.7,5,0.141602634467618,7.4,0.118243602091979,-0.0275933477082044,2.37,1,0.233526699390153,0.17762399077278,-0.0559695086357862,0.21809298193663,0.212872169727224,0.432692307692308,0.0391752577319586,0.0813704496788008,-0.0394610202117421,0.0131445904954499,1.37,-10.5865522174535,11.1111111111111,-12.280701754386,-0.91324200913242,93.2299355163989,4.93827160493827,23.3870967741935,113.789404927854,-60.4651162790698,-23.2558139534884,40.6976744186046,-12.6760563380282,-49.5867768595041,-21.4285714285714,76.5432098765432,-8.52272727272727,0,-2.53685032506051,3.22080916878341,-0.399743763900818,-0.578480038045966,-0.179762471994369,-1.47966126140201,13.3378696065403,6.00629705081506,-33.8606673594037,1.50659928562928,16.6744874257872,-6.07181377803813,-34.918050444698,4.78225384806657,8.35811117765911,-9.97039208840948,-11.3068317575252,-88.4316783227619,112.8,115.8,109.9,17.8,19.7,15.9,12.8279569892473,0.107523562035119,-1.66362483589844,0.00875450599573302
"2010/11",1.8,105.8,115.6,101.331,102.246,10.9,5.2,0.129347826086956,7.4,0.216180981877506,0.0267033424419552,2.55,1,0.111052562244764,0.203807390817469,-0.062729880209212,0.205688020683712,0.308626080559132,-0.0214285714285715,0.0411522633744856,0.0839532412327313,-0.0396902226524685,0.0151821862348178,1.55,-28.005284015852,13.9455782312925,-24.2738589211618,-34.9397590361446,70.190889621461,21.8274111675127,-1.0752688172043,109.780434961983,-51.5151515151515,-14,10.2564102564103,1.98019801980198,-54.2955326460481,-14.5833333333333,82.2222222222222,1.33333333333333,2.08333333333333,-16.5635883135721,10.5180319864535,-8.78139350989598,-31.5309756936768,-19.8284454691182,20.2749527694221,-7.32614956556837,6.37746423640195,-24.8857388420521,11.0055791901078,-6.56323826482221,11.9163022551422,-35.2533960942622,11.6989877461203,24.8683361667316,3.73599725260325,-2.954334101924,-69.0326754488086,114.1,117.6,110.6,20.3,23.2,17.3,10.4515151515152,0.0738166181024812,-1.15116040895681,0.0100056404345588
"2010/12",4.3,106.8,117.5,101.466,102.328,9.6,5.5,0.143478260869565,7.4,0.18869544594494,-0.052189779751023,2.9,1,0.106358674958751,0.193621867881549,-0.134528108126014,0.17421067337245,0.228792678634284,0.117647058823529,0.0450358239508699,0.0970464135021096,-0.0466019417475728,0.0130522088353415,1.9,-22.3479490806223,1.28205128205128,-23.175965665236,-16.289592760181,80.1933363813286,2.48756218905473,-0.917431192660551,100.770684886496,-30.4347826086957,-44.2307692307692,23.0769230769231,-24.5901639344262,-54.3165467625899,-47.3684210526316,65,-21.6216216216216,-27.2727272727273,-6.04366746447961,4.25207950458535,-2.50623104407009,-8.47405225447111,-4.96575078611422,7.90999494336259,-1.72320006005018,3.6468509775522,-3.76958319699789,-18.8765999799812,16.5838926644264,-9.877676085922,-29.0049168922615,-20.98360730864,23.173177076613,-13.6993266771571,-23.3232467844548,-41.2232738387814,114.7,118.6,110.8,21.4,25.2,17.7,9.80088987764182,0.0963697615428496,-0.574462457626425,0.0108322713459466
"2011/01",15.4,106.4,115.2,101.559,102.382,8.9,5.6,0.133476856835307,7.4,0.173281096043092,-0.0423395256597053,3.04,1,0.241602067183462,0.192096597145993,-0.0686879247255618,0.226664728118639,0.23516295025729,0.42,0.0480081716036771,0.0972803347280335,-0.0449218750000001,0.0171717171717172,2.04,-19.6899224806202,-5.76131687242798,-22.4444444444444,-9.55056179775281,83.7547397432717,-9.8159509202454,3.84615384615385,96.7743077226868,-40,-31.7073170731707,3.00751879699248,-49.5934959349593,-28.9473684210526,-28.9473684210526,80.9523809523809,-34.2857142857143,-36.8421052631579,-2.52906235225884,-1.66431116997989,-0.862697647919555,-0.958740201802948,-0.548180765368218,-3.16484231484858,3.99957951362522,0.756587673259342,-13.3284965040456,-6.29174124554456,-1.66640562282375,-34.0396147123071,-2.53132346083311,-2.54449987748344,41.8607587786414,-25.3910977380308,-31.3094758220865,-36.3244532772985,113.9,117.5,110.4,20,23.1,16.9,10.3403781979978,0.079538078253593,0.91144134894553,0.0124386653581943
"2011/02",15.7,108,116.7,101.587,102.373,8.7,5.8,0.154929577464789,7.3,0.27054477157935,0.076441042641473,3.22,1,0.404718693284937,0.203947368421053,-0.00744845453564114,0.194115186166504,0.266906968760728,0.0923076923076922,0.0457782299084435,0.0965732087227413,-0.0470127326150832,0.0191146881287725,2.22,-36.3636363636364,-21.1469534050179,-44.2528735632184,-21.0526315789474,66.3407034121556,-29.2682926829268,-14.018691588785,77.9846442659134,-44.2307692307692,-7.69230769230769,-40.9836065573771,-34.8258706467662,-47.5609756097561,-7.69230769230769,0,-25.9036144578313,-50,-2.86977456594293,4.43894654141333,-5.2811313721021,2.34110269856122,-1.6370685339384,0.810866522204296,4.42438962762163,3.05799672910089,-17.4390612033942,18.8941517235695,-10.97132207594,-3.22853375893604,-0.0862498053200045,19.0548247656987,13.0624276567161,1.5309609400565,-14.2803250983909,57.0848994756847,115,120,110.2,22.1,27.7,16.6,7.79711246200608,0.0638702694871575,-0.758485654858914,0.0145766871165645
"2011/03",14.1,108.1,116.4,101.54,102.284,8.5,5.8,0.124607329842932,7.2,0.264249121818287,0.0759433043603708,3.24,1,0.479476887219992,0.109603340292276,0.0260043773416923,0.15954415954416,0.153421294875729,0.380952380952381,0.0435663627152989,0.0941658137154555,-0.0455445544554455,0.02002002002002,2.24,-34.5991561181435,-13.3720930232558,-38.0228136882129,-25.6544502617801,67.880247403629,-11.1111111111111,-11.8421052631579,88.522637273985,-37.5,-41.1764705882353,-20.3883495145631,-4.76190476190476,-54.6666666666667,-42.8571428571429,42.8571428571429,-7.5,-18,-11.3776470888763,-1.30125336681877,-9.98820179017494,-11.5701173907449,-10.3649382381556,4.23338968221736,-4.90197969540213,0.331132394945899,-10.7838924884466,-15.3264177137142,-12.1913431581525,16.745184200049,-20.4364260370331,-16.3265291044018,23.1182025224217,8.27419591118239,-1.26593388513416,-1.66326223856368,114.6,120.8,108.6,21.2,29.3,13.4,10.4749721913237,0.0865556506583773,0.0880454497475684,0.0141379986278545
"2011/04",7.6,105.9,115.1,101.421,102.101,7.9,6,0.112487100103199,7.1,0.151429863556761,-0.00522981366459629,3.35,1.25,0.427710116966116,0.0972644376899696,0.044949215143121,0.153969099627064,0.206423499031633,0.0740740740740742,0.0372608257804632,0.0766129032258065,-0.0369630369630368,0.0190000000000001,2.1,-30.0347222222222,11.6504854368932,-38.1270903010033,-23.2365145228216,68.9171981809309,11,16.8316831683168,113.878517867433,-39.1304347826087,-30.3030303030303,-12.037037037037,5.26315789473684,-56.5714285714286,-40.9090909090909,69.2307692307692,8.7719298245614,13.1578947368421,-16.7001693257773,10.7133208676252,-20.6192710340555,-18.1123142916567,-19.2101898243523,12.1626551505865,12.7004193027212,12.9198246326894,-12.487091417731,-5.16175557646078,-24.8368463770657,17.0585633834481,-35.0887684500868,-14.586872544354,17.9210978533302,13.3232186689745,11.6186513712923,-58.2073189748193,113.7,120.8,107,19.6,29.3,10.3,9.12592592592593,0.0635311938078207,-0.782415707947485,0.0136239115546424
"2011/05",3.1,106,114.5,101.24,101.82,9,5.9,0.0922768304914745,7.1,0.220648232829354,0.0683099591691816,3.08,1.25,0.434600113442995,0.127918781725888,0.130284629981025,0.12298923369221,0.11454330475909,0.276422764227642,0.0340681362725452,0.0629999999999999,-0.0270541082164329,0.02002002002002,1.83,-28.2913165266106,9.09090909090909,-32.1078431372549,-22.5694444444444,72.5046717373941,9.375,9.09090909090909,109.232862188163,-23.0769230769231,-5.08474576271187,9.02255639097744,-31.0810810810811,-55.1330798479088,-8.57142857142857,72.2222222222222,-8.69565217391304,1.49253731343284,-14.1504456909738,9.21459550746172,-13.7415248917971,-16.7145121671362,-14.8167860162152,11.6942372572504,5.86255809272829,9.31538051195677,3.57235447396762,20.114332450383,-2.06488476065192,-18.4936517885792,-32.6108072607034,17.7677852100509,23.4872610438745,-3.22909363716475,1.4435501040271,-53.5959414498628,113.8,121.2,106.9,19.9,30.1,10.1,9.33147942157953,0.0731845411727462,0.363989614519106,0.0131910008061167
"2011/06",-9,105,113.7,101.002,101.451,9.8,5.6,0.0763052208835342,7,0.20667182722064,0.0848142009836645,2.98,1.25,0.596088086445083,0.0930693069306932,0.173997965412004,0.0848581603831511,0.0900215362526919,0.113636363636364,0.028913260219342,0.0474777448071217,-0.0171370967741936,0.0210210210210209,1.73,-44.3107221006565,-7.35930735930736,-44.2176870748299,-45.3932584269663,55.1913973935328,6.25,-25.2525252525253,89.1174460581046,-45,-33.3333333333333,7.09219858156028,-14.8148148148148,-72.9323308270677,-32.1428571428571,76.4705882352941,2.5,-11.1111111111111,-25.0262457037865,-0.468316427893663,-20.3748937250198,-34.8768926956525,-26.9889279072502,15.9472228714878,-22.7210792520206,-4.15801352904763,-18.3128675153489,-7.76551926518775,6.92817375074,2.82503591567388,-43.7782369680913,-5.69522741795947,44.1600336773455,13.8051813066219,-1.65356314397498,-24.1793727126181,114.3,123.2,106,20.7,33.7,8.4,9.76904761904762,0.0831499233032394,-0.18062916206542,0.0133957982578141
"2011/07",-15.1,102.9,112.2,100.727,101.025,8.4,5.6,0.117943548387097,7,0.266671560735681,0.141748952812022,2.79,1.5,0.55013284855265,0.0776892430278884,0.162786029706945,0.0799208214771745,0.114105756554856,0.00724637681159424,0.0309381237524951,0.0554455445544555,-0.0231854838709677,0.020979020979021,1.29,-52.16,-13.013698630137,-47.9411764705882,-54.8872180451128,48.4615141603139,-0.99009900990099,-34.2105263157895,80.7081735369127,-36,-6.89655172413793,-43.1818181818182,-49.2063492063492,-63.2947976878613,-7.69230769230769,73.6842105263158,-34.8837209302326,-14.8148148148148,-25.2417562108802,3.92083625579898,-15.9705948255092,-37.4526898927679,-26.0887141568635,19.6569965397999,-23.1308061540754,-2.70967721176816,-9.25668596030248,19.2185134333707,-27.134098482646,-24.068059964965,-24.2982343057094,18.9162251352507,65.7495724734797,-14.913277953425,8.75164515578397,19.4785712228056,112.9,121.3,105,18,30.3,6.3,8.52725250278087,0.0833666866014587,-0.94518985597876,0.01364013469328
"2011/08",-37.6,98.3,107,100.438,100.597,0.2,5.4,0.0915422885572139,7,0.105186955768555,-0.0810822877431197,2.25,1.5,0.452178205602863,0.0457643622200585,0.0770164195517802,0.120946538124452,0.115763184956662,0.21875,0.025844930417495,0.0485148514851486,-0.0210843373493975,0.0209580838323353,0.75,-44.7368421052632,8.83977900552486,-46.9135802469136,-38.0681818181818,57.3388044527598,13.7096774193548,0,106.634739845584,-40.9090909090909,-7.14285714285714,-39.1061452513966,-18.3908045977011,-60.1941747572816,-15,12,34.2857142857143,16.6666666666667,-21.9982199368311,20.2752973110936,-19.3931053370447,-24.4214690058388,-21.3890358719565,28.3615255063021,6.39939003532981,17.8196752557549,-14.1965372567736,18.6725784389103,-31.9346402002387,2.64195796057318,-26.5865361754569,11.520435554985,-9.28088013931651,49.5117744218299,32.5082497024611,-4.42491928340555,108.7,117.9,100.2,9.9,23.8,-3.1,23.5097831835008,0.162760708945625,0.251964759927703,0.0133284600389862
