"","X2005.11.22","X2006.01.24","X2006.02.20","X2006.03.20","X2006.04.24","X2006.05.24","X2006.06.21","X2006.07.21","X2006.08.22","X2006.09.20","X2006.10.20","X2006.11.22","X2006.12.20","X2007.01.22","X2007.02.23","X2007.03.23","X2007.04.23","X2007.05.23","X2007.06.21","X2007.07.20","X2007.08.21","X2007.09.21","X2007.10.23","X2007.11.21","X2007.12.19","X2008.01.21","X2008.02.20","X2008.03.25","X2008.04.21","X2008.05.21","X2008.06.25","X2008.07.21","X2008.08.22","X2008.09.24","X2008.10.21","X2008.11.25","X2008.12.19","X2009.01.23","X2009.02.25","X2009.03.31","X2009.04.24","X2009.05.25","X2009.06.25","X2009.07.24","X2009.08.25","X2009.09.25","X2009.10.23","X2009.11.25","X2009.12.21","X2010.01.25","X2010.02.25","X2010.03.24","X2010.04.23","X2010.05.25","X2010.06.25","X2010.07.23","X2010.08.25","X2010.09.23","X2010.10.22","X2010.11.25","X2010.12.21","X2011.01.25","X2011.02.24","X2011.03.24","X2011.04.21","X2011.05.24","X2011.06.21","X2011.07.21","X2011.08.25","X2011.09.21","X2011.10.25","X2011.11.23","X2011.12.20","X2012.01.24","X2012.02.22","X2012.03.23","X2012.04.23","X2012.05.25","X2012.06.25","X2012.07.25","X2012.08.24","X2012.09.25","X2012.10.25","X2012.11.23","X2012.12.21","X2013.01.25","X2013.02.25","X2013.03.25","X2013.04.25","X2013.05.23","X2013.06.25","X2013.07.25","X2013.08.23","X2013.09.26","X2013.10.25","X2013.11.25","X2013.12.20","X2014.01.23","X2014.02.24","X2014.03.24","X2014.04.25","X2014.05.22","X2014.06.25","X2014.07.25","X2014.08.25","X2014.09.25","X2014.10.23","X2014.11.24","X2014.12.19","X2015.01.23","X2015.02.25","X2015.03.25","X2015.04.24","X2015.05.22","X2015.06.24"
"2012-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72865","72924","72924","72902","72902","72902","73942","73849","73849","74165","74165","74165","74165","74165","74177","74177","74010","74010","73616","73616","73616","73616","73616","73702","74512","73787","73859","73859","73859","73859","73864","73864","73864","73864","73864","73683","73683"
"2012-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74898","74871","74817","74817","74817","75899","75823","75823","75562","75562","75562","75562","75562","75594","75594","75475","75475","75352","75352","75352","75352","75375","75356","75441","75825","75968","75968","75968","75968","75970","75970","75970","75970","75970","75775","75799"
"2012-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73791","73791","73791","73791","74769","74632","74632","74485","74485","74485","74485","74485","74530","74530","74435","74435","74070","74070","74070","74070","74118","74052","74094","74179","74179","74179","74179","74179","74169","74169","74169","74169","74169","73861","73884"
"2012-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74958","74894","74894","75926","75786","75786","75503","75503","75503","75503","75503","75479","75479","75170","75170","74767","74767","74767","74767","74838","74989","74989","75075","75075","75075","75075","75075","75031","75031","75031","75031","75031","75065","75065"
"2012-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72921","72948","74018","73950","73950","73938","73938","73938","73938","73938","73965","73965","73751","73751","73379","73379","73379","73379","73474","73795","73837","73795","73795","73795","73795","73795","73734","73734","73734","73734","73734","73975","74023"
"2012-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74797","75836","75720","75720","75024","75024","75024","75024","75024","75011","75011","74917","74917","74752","74752","74752","74752","74775","75048","75091","75006","75006","75006","75006","75006","74964","74964","74964","74964","74964","75029","75148"
"2012-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74136","74347","74347","73959","73959","73959","73959","73959","73942","73942","73894","73894","74442","74442","74442","74442","74560","74542","74288","74330","74283","74283","74283","74283","74295","74295","74295","74295","74295","74470","74351"
"2012-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75200","75232","74609","74609","74609","74609","74609","74596","74596","74549","74549","74752","74752","74752","74752","74775","75239","75239","74986","75010","75010","75010","75010","75023","75023","75023","75023","75023","75252","75347"
"2012-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68591","69689","69689","69689","69689","69689","69672","69672","69554","69554","69796","69796","69796","69796","69914","70167","70378","69999","69904","69904","69904","69904","69922","69922","69922","69922","69922","70175","70057"
"2013-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69010","69265","69265","69265","69265","69243","69243","69220","69220","69545","69545","69545","69545","69451","68904","68736","69535","69488","69488","69488","69488","69531","69531","69531","69531","69531","69279","69279"
"2013-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69160","69085","69085","69085","69073","69073","69544","69544","69455","69455","69455","69455","69219","68869","68533","69416","69369","69369","69369","69369","69404","69404","69404","69404","69404","69803","69873"
"2013-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63081","63111","63111","63113","63113","63874","63874","67277","67277","67277","67277","67253","67243","66949","65898","65828","65828","65828","65828","65853","65853","65853","65853","65853","65197","64938"
"2013-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72908","72895","72908","72908","72701","72701","75499","75499","75499","75499","75499","75476","76359","75602","75696","75696","75696","75696","75701","75701","75701","75701","75701","75523","75594"
"2013-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72038","72097","72097","71982","71982","75015","75015","75015","75015","75038","75062","75146","75608","75796","75796","75796","75796","75798","75798","75798","75798","75798","75541","75611"
"2013-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74501","74360","74245","74245","77125","77125","77125","77125","77195","77106","77148","77274","77274","77274","77274","77274","77263","77263","77263","77263","77263","76917","76941"
"2013-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74550","74221","74221","77171","77171","77171","77171","77218","77325","77367","77451","77451","77451","77451","77451","77400","77400","77400","77400","77400","77456","77480"
"2013-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73747","73758","76617","76617","76617","76617","76735","77093","77135","77093","77093","77093","77093","77093","77021","77021","77021","77021","77021","77259","77306"
"2013-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73694","76707","76707","76707","76707","76731","77001","77043","76917","76917","76917","76917","76917","76867","76867","76867","76867","76867","76932","77050"
"2013-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75322","75548","75548","75548","75666","75647","75354","75396","75349","75349","75349","75349","75364","75364","75364","75364","75364","75537","75420"
"2013-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76517","76545","76545","76616","77497","77371","76658","76704","76704","76704","76704","76721","76721","76721","76721","76721","76878","76995"
"2013-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78023","78133","78203","78413","78455","78078","77961","77961","77961","77961","77983","77983","77983","77983","77983","78235","78117"
