"","m","month","year","ym","IFO-C","IFO-EXP","IFOM-C","IFOM-EXP","IFOMI-C","IFOMI-EXP","IFOMV-C","IFOMV-EXP","IFOWH-C","IFOWH-EXP","ESI-INDU","ESI-SERV","ESI-C","ESI-TRADE","ESI-CTR","ESI","ECBS2","ECBS3","ECBS4","ECBS5","ECBS6","ECBS7","ECCS99","ECCS1","ECCS2","ECCS3","ECCS4","ECCS5","ECCS6","ECCS7","ECCS8","ECCS9","ECCS10","ECCS11","ECCS12"
"625",1,"01",2000,"2000-01",1.4,8.2,11.89,15.38,10.75,8.36,17.57,25.56,-8.97,2.07,-6.1,43.4,1.1,-13.5,-34.8,108.2,-16.6,-22.5,10,8.3,10.1,-12.1,1.1,-6.5,0.5,-6.9,-2.6,18.2,34,7.9,1.3,-22.6,52.1,14.3,13.8
"626",2,"02",2000,"2000-02",4.1,7.7,14.87,16.07,15.15,13.29,19.37,22.03,-7.07,-2.88,-2.6,43.6,1.9,-6.3,-37.4,110.4,-11.3,-17.3,7.3,10.8,8.9,-10.6,1.9,-4.9,2.6,-3.1,-0.4,16.4,29.9,10.4,-0.5,-20.4,52.3,15.9,14.7
"627",3,"03",2000,"2000-03",3.6,8.3,16.44,17.23,16.47,13.84,23.46,24.3,-6.63,1.64,-1.6,43.7,2.1,-15.6,-39.5,110.2,-8.7,-13.7,7,10.9,12.9,-9,2.1,-6.8,3.3,-5,-0.4,20.7,32,9.5,-0.1,-21.2,55.3,14.8,12.7
"628",4,"04",2000,"2000-04",5.7,6.1,17.36,14.33,16.74,11.9,21.8,19.57,-2.39,0.23,-1.1,39.4,1.4,-5.5,-39.1,109.9,-9.8,-14.6,4.7,11.1,13.8,-7.7,1.4,-6.9,2,-3.4,-0.1,17.6,23.8,8.3,-3.2,-21.9,53.5,12,14.1
"629",5,"05",2000,"2000-05",4.4,5.4,16.95,15.62,18.34,14.24,22.09,18.35,-8.26,-9.69,1.3,39.6,7.6,-6.4,-39.8,112.4,-6.1,-10.9,2.2,12.3,13.9,-7,7.6,-2.6,4.2,3.4,5,15.7,27.3,-4.5,2.7,-21,55.7,16.9,14.6
"630",6,"06",2000,"2000-06",2.7,3.2,16.31,11.03,17.18,8.05,20.14,14.38,-8.1,-3.8,0.7,39.7,4.3,-9.2,-40.9,110.9,-4.3,-10.2,4.1,10.4,14.4,-4.9,4.3,-5.8,2.7,-1.4,-0.9,24.3,35.1,-0.1,-2,-24,53.7,15.4,12.9
"631",7,"07",2000,"2000-07",2,3.4,15.43,10.26,17.13,9.24,18.86,14.55,-12.97,-2.74,0.7,43.6,3.8,-13,-43.3,111.5,-5.6,-11,3.3,11.2,14.2,-8.3,3.8,-5.3,2.4,-1.9,-1.6,22.6,31.8,0.9,-1.5,-21.3,53.9,15.2,12.7
"632",8,"08",2000,"2000-08",1.6,0.4,12.81,6.04,15.86,8.41,15.98,7.71,-7.88,-5.71,1.4,43.6,6.9,-5,-44.4,112.6,-3,-9,4.3,11.6,11.8,-6.2,6.9,-4.3,3,0.3,4,23.4,31.5,-3.8,-2.8,-24.2,58.4,16.8,13.7
"633",9,"09",2000,"2000-09",1,0.1,14.44,8.17,18.48,13.56,16.84,6.12,-12.72,-6.38,1.5,43.6,2.8,-12.2,-42.5,110.8,-2.6,-8.1,3.6,10.6,13.9,-5.3,2.8,-7.3,0.3,-2,-2.8,30.2,34.9,-3.3,-6.7,-23.8,50.6,10.4,14.3
"634",10,"10",2000,"2000-10",1.7,1.4,15.58,8.63,18.38,12.27,17.76,7.03,-13.09,-5.83,1.5,44.9,-0.3,-10.1,-41.7,110.7,-1.9,-7.9,4.3,10.7,14.9,-3.5,-0.3,-8.9,-0.6,-5.9,-7.6,32,34.8,0.9,-6.6,-25.2,49.1,7.8,14.8
"635",11,"11",2000,"2000-11",1.1,0.7,13.84,6.95,19.1,12.39,16.8,6.52,-12.32,-7.09,-1,45.3,3.4,-10,-40.1,110.8,-3.3,-7.2,7.9,8,12.9,-3,3.4,-6.9,1.5,-5.8,-2.8,35.9,37.8,-1,-4.4,-25.3,54.9,14,14.2
"636",12,"12",2000,"2000-12",0.4,-1.2,11.11,2.83,17.19,8.09,12.99,0.41,-10.72,-8.83,-2.2,45.7,2,-9.1,-40.6,110,-3.5,-7.8,7.2,4,11.7,-4.4,2,-7.1,1.6,-3.4,-3,35,36.8,2.3,-5.3,-23.4,51,11.5,13.4
"637",1,"01",2001,"2001-01",-0.4,-2.7,8.08,-0.61,13.31,4.5,7.72,-6.44,-6.11,-3.93,-2.6,32.4,3.9,-6.6,-39.3,107.6,-3.7,-9.1,6.9,2.9,10,-5.9,3.9,-4.8,2.6,-1.4,-0.4,31.1,34.9,-1.1,-2.4,-23.9,54.6,12.3,13.7
"638",2,"02",2001,"2001-02",-3.1,-5.5,7.65,-2.21,10.96,-1.06,7.17,-7.28,-12.12,-8.88,-4.6,28,1.5,-13.9,-41.2,105,-5.2,-9.1,9.3,0.7,9.4,-6.4,1.5,-5.2,2.4,-5.9,-3,32.3,38.3,8.4,-6.2,-23.6,54,14.9,14.6
"639",3,"03",2001,"2001-03",-5.5,-8.3,3.89,-5.95,9.53,-4.37,0.92,-10.87,-14.1,-10.36,-6.8,18.7,3.1,-12.2,-41.7,102.5,-8.5,-12.4,11.2,-0.7,6.5,-8,3.1,-4.6,2.6,-4.3,-1.8,33,36.3,6.1,-6.2,-23.6,56,17.9,15.4
"640",4,"04",2001,"2001-04",-9.4,-12,-0.02,-10,4.68,-10.62,-2.91,-14.71,-19.58,-15.77,-10.8,26.1,3.6,-14.4,-44.5,102.7,-14.4,-15.3,12.4,-5.6,3.1,-11.6,3.6,-3.5,3.4,-2.3,-2.5,33,34.3,4.4,-1.7,-23.8,55.7,18,16.8
"641",5,"05",2001,"2001-05",-12.8,-15.2,-3.93,-13.58,-2.47,-21.01,-7.96,-14.93,-23.21,-16.69,-11.8,25.6,0.4,-15.2,-44.9,101.1,-13.9,-15.3,14.4,-7,2.4,-10.5,0.4,-6,1.7,-8.3,-6.9,45.9,43.1,8.8,-2.6,-24.4,53.8,15.7,14
"642",6,"06",2001,"2001-06",-15.5,-17.6,-8.29,-16.89,-5.83,-21.9,-13.3,-18.51,-22.1,-17.8,-14.5,22.7,-2,-11.2,-45.3,99,-19.3,-18.1,16.4,-7.7,-1.2,-12.8,-2,-6.6,1,-12.2,-10.2,43.8,43.1,12.9,-5.3,-25.8,52.1,14.2,14.3
"643",7,"07",2001,"2001-07",-15.1,-14.6,-8.49,-12.65,-8.27,-18.76,-12.25,-13.36,-17.92,-13.74,-13.5,15.3,-5.3,-16.7,-46,96.7,-19.5,-20.2,14.7,-6.4,3.9,-17.3,-5.3,-8.3,-0.3,-20.8,-15.5,46.1,41.2,18,-3.8,-25.5,49.9,12.7,14.1
"644",8,"08",2001,"2001-08",-16.3,-15.2,-11.58,-15.86,-10.26,-21.4,-15.28,-15.15,-11.41,-7.71,-17.4,13.7,-9.1,-10.2,-44.3,94.1,-23.4,-22.7,17.5,-11.4,1,-18.9,-9.1,-9,-2.3,-24.7,-19.3,47.1,45.9,25.9,-4.7,-24.7,50.8,11.2,12.5
"645",9,"09",2001,"2001-09",-22.9,-23.4,-18.11,-24.82,-16.19,-29.37,-23.73,-28.81,-28.69,-19.38,-21.1,10.7,-7.4,-13.4,-47,92.3,-27.5,-26.1,18.4,-17.3,-1,-22.2,-7.4,-8.9,-1.7,-22.8,-15.3,40.7,42.8,26.9,-2.5,-25.5,56.4,14.2,13.5
"646",10,"10",2001,"2001-10",-23.8,-22.9,-19.73,-24.15,-18.97,-29.46,-24.54,-25.72,-22.71,-16.83,-24.6,-6.1,-8,-19.2,-46.3,87.2,-33,-28.5,20.1,-20.8,-3,-24.8,-8,-7.8,-0.7,-24.6,-20.1,39.5,46.1,27.6,-4.6,-25.5,52.4,16.3,12.9
"647",11,"11",2001,"2001-11",-21.8,-18.3,-18.48,-19.92,-18.25,-23.39,-23.88,-22.34,-17.39,-10.09,-25.6,-16.4,-12.9,-19.2,-45,83.5,-36.5,-33.6,19.9,-20.4,-7.8,-26,-12.9,-8.2,-2.9,-30,-24.3,39.5,44.6,36.3,-6.2,-27.7,52.6,11.8,12.7
"648",12,"12",2001,"2001-12",-20,-14.5,-14.1,-11.79,-12.95,-16.5,-17.18,-11.31,-22.95,-17.83,-23.4,-14,-13.5,-21.8,-44.8,84.6,-36.2,-34.4,19.5,-14.4,-6.8,-27.3,-13.5,-10.9,-3.2,-33.7,-23.2,39.5,43.5,37.4,-6.3,-26.8,51.5,9.8,12.8
"649",1,"01",2002,"2002-01",-21.3,-17.4,-14.89,-12.61,-14.26,-18.34,-18.46,-11.53,-23.78,-22.93,-23.8,-8.3,-12.2,-23.6,-51.8,85.6,-36.5,-33.6,18.6,-16.2,-4.3,-28.2,-12.2,-12.8,-3.8,-39.3,-21.7,52.6,35.8,33.8,-14.3,-30.9,54.7,10.4,12.5
"650",2,"02",2002,"2002-02",-19,-8.2,-11.6,-2.52,-7.56,-1.48,-14.52,-1.55,-18.95,-8.88,-20.3,-4.8,-12,-29.1,-49.3,87.6,-36.1,-31.7,16.5,-8.2,-5,-26.3,-12,-15.8,-4.4,-41.4,-19.9,62.4,32.5,31.4,-20.8,-32,53.8,7.6,9.1
"651",3,"03",2002,"2002-03",-14.5,-0.4,-4.36,10.9,1.73,13.52,-7.99,10.95,-24.18,-15.36,-17.5,-0.3,-10.4,-24.6,-48.9,90.4,-36.2,-28.4,17,0.7,0.1,-28.2,-10.4,-17.6,-4.6,-42.3,-17.5,66.1,26.2,26.9,-22.9,-31.2,53.2,7.4,9.1
"652",4,"04",2002,"2002-04",-16,-0.7,-3.98,11.64,2.29,16.81,-8.36,11.97,-28.65,-15.77,-16.5,-1.2,-9.9,-26.8,-49.2,90.4,-35.1,-28.3,16.3,1.9,1.2,-27.1,-9.9,-19.4,-5.3,-44.1,-15.7,68.5,22.7,22.6,-26.3,-31.1,54.6,4,7.7
"653",5,"05",2002,"2002-05",-14.2,2.4,-2.5,15.23,-0.16,14.7,-3.94,16.84,-23.53,-10.69,-15.4,-7,-8.7,-31,-50.1,89.4,-32.6,-27.4,16.2,2.5,1.8,-27.4,-8.7,-22.5,-4.8,-44.3,-13.9,67.8,18.1,20.3,-24.3,-32.4,56,4.3,6.7
"654",6,"06",2002,"2002-06",-15.3,-1.1,-2.09,13.21,2.61,14.15,-4.16,16.6,-25.68,-18.8,-16.6,-10.7,-6.8,-32.6,-50.6,88.6,-35.5,-26.4,16.5,2,2.6,-26.3,-6.8,-23.4,-3.7,-40.8,-10.4,70,12.1,18.1,-27.9,-32.5,56.8,5.1,7.5
"655",7,"07",2002,"2002-07",-17.9,-4.7,-4.89,8.4,-2.14,6.26,-6.59,11.77,-30.25,-21.74,-17.7,-11.1,-7,-32.3,-52.2,88.2,-35.3,-26.9,15.1,-2.6,0.4,-25.9,-7,-22,-2.6,-43.6,-9.7,72,10.9,21.4,-24.8,-34.7,58.2,5.8,8.9
"656",8,"08",2002,"2002-08",-17.9,-4.9,-6.52,7.26,-3.16,7.77,-10.6,6.98,-28.84,-17.71,-18.8,-12.9,-10.1,-33.4,-48.3,86.6,-35.7,-26.9,15.3,-5.3,-0.5,-26.2,-10.1,-25,-2.6,-49.4,-13.2,73.7,15,28,-25.3,-33.2,58.3,3.3,5.6
"657",9,"09",2002,"2002-09",-17.8,-5.7,-5.19,7.22,0.3,7.72,-9.09,8.26,-29.24,-23.38,-17.2,-9.5,-5.1,-30.8,-46.7,89.3,-35.4,-26.5,16.4,0.1,2.1,-25,-5.1,-24,-2.7,-45.7,-8.4,72.6,10.3,16.9,-24.6,-32.8,61.1,7.6,7.1
"658",10,"10",2002,"2002-10",-18.3,-8.5,-6.37,3.03,-6.35,-2.21,-7.48,9.52,-26.26,-16.83,-15.3,-19.6,-10.5,-31.6,-49.1,86.3,-33,-21.6,14.2,1.4,1.1,-23.1,-10.5,-24.6,-5.7,-45.1,-13.2,68.4,11.7,24.6,-26.1,-35.2,54.6,1.6,6.3
"659",11,"11",2002,"2002-11",-22.6,-16.3,-10.29,-3.76,-6.21,-4.14,-11.53,-0.16,-37.15,-38.09,-15.8,-18.2,-17.5,-33.3,-51.3,84.4,-32.4,-24.7,13.4,-1.6,-1.2,-26.3,-17.5,-29.6,-10.2,-52.2,-24,70.8,15.5,33.9,-30.8,-38.5,52,-2.2,4
"660",12,"12",2002,"2002-12",-23,-16.4,-9.59,-2.44,-3.15,4.95,-12.47,-3.05,-40.08,-38.83,-18.3,-19.9,-21,-36.2,-55.4,81.8,-33.3,-25.5,14,-7.8,-4.4,-28.7,-21,-31.2,-10.3,-58.7,-27.8,72.2,12.4,40.6,-27.3,-38.1,55.7,-5.2,2
"661",1,"01",2003,"2003-01",-22.5,-16.3,-11.97,-5.65,-11.46,-8.31,-10.77,-2.67,-30.94,-30.93,-16.9,-16.9,-19.9,-37.4,-55.1,83.3,-31.3,-24.7,12.7,-6.8,-0.8,-25.9,-19.9,-29.1,-9.4,-58.5,-26.5,69.2,14.3,39.8,-21.6,-36.3,53,-3.9,3.2
"662",2,"02",2003,"2003-02",-20.8,-15.4,-10.43,-4.82,-9.56,-6.81,-11.1,-2.77,-32.42,-31.88,-15.5,-15.5,-20.1,-26.6,-53.5,84.9,-29.9,-24.9,12.6,-4.1,-2.6,-25.3,-20.1,-29.7,-10.5,-57.3,-27.2,61,18,40.7,-23.2,-38.9,52.4,-1.9,4
"663",3,"03",2003,"2003-03",-21.6,-15.3,-13.17,-7.26,-10.67,-5.61,-13.15,-6.29,-27.74,-26.36,-18,-12.2,-21.6,-28.3,-50.2,84,-31.9,-26.3,13.6,-8.4,2,-25.5,-21.6,-28.7,-11.5,-57.7,-29.1,59.9,19.5,40.7,-21,-36.2,53,-5.2,3.6
"664",4,"04",2003,"2003-04",-21.7,-15.7,-12.45,-6.71,-12.2,-7.75,-12.6,-5.36,-30.6,-30.77,-16.9,-1.5,-19.6,-27.9,-48.2,87.5,-32,-28.3,14.2,-4.4,0.6,-22.6,-19.6,-27.8,-9,-54.5,-25.7,55.6,16.2,38.6,-22.5,-35.2,53.7,-4.9,4.2
"665",5,"05",2003,"2003-05",-20.7,-13.9,-12.96,-6.91,-12.13,-6.59,-16.46,-9.32,-29.45,-26.69,-18.6,-6,-22.5,-20.2,-47.9,85.6,-33.2,-29.4,15,-7.8,-3.3,-26,-22.5,-22.2,-7.8,-60.4,-31.3,46.4,10.9,46.3,-23.7,-36.1,48.1,-4.6,12
"666",6,"06",2003,"2003-06",-18.3,-9.1,-10.58,-0.72,-8.46,1.19,-13.5,-1.35,-26.04,-22.8,-18.4,1.7,-19.7,-21.3,-48.5,88,-33.3,-31.1,14.2,-7.8,-3.7,-27.7,-19.7,-18.6,-7.1,-55.8,-25.5,39.1,7.6,42.4,-19,-32.6,44.4,-3.9,14.6
"667",7,"07",2003,"2003-07",-16.1,-6.6,-6.82,2.47,-3.48,5.29,-10.09,1.92,-20.6,-17.74,-20.3,6.2,-17.8,-22.1,-49,88.7,-35.4,-31.4,15.2,-10.2,-5.3,-27.6,-17.8,-17.1,-6.4,-52.5,-22.1,38.9,8.8,42,-22,-32.9,42.6,-0.7,16.1
"668",8,"08",2003,"2003-08",-12.9,-0.7,-3.94,9.35,-2.17,9.87,-4.81,10.13,-18.05,-13.71,-16.5,13.7,-17.7,-21.9,-46.5,92.2,-33.4,-30,14.4,-1.9,-0.2,-23.9,-17.7,-19.9,-7.3,-51.7,-22.9,42.4,13.3,42,-21.1,-33.6,44.6,1.3,18.4
"669",9,"09",2003,"2003-09",-10.9,3.6,-0.43,16.34,4.87,24.9,-3,16.34,-20.07,-14.38,-13,15.8,-18.5,-17.2,-45.1,94.2,-31.8,-29.6,14.5,7.3,0,-22.2,-18.5,-19,-6.9,-50.9,-23,36.7,15.2,43.7,-19.4,-34.8,45.8,-0.6,17
"670",10,"10",2003,"2003-10",-6.6,7.8,4.3,21.17,8.31,27.04,1.18,21.76,-13.85,-5.83,-12.2,14.6,-17,-14.2,-46.5,94.8,-29.9,-27.2,13.7,7,-2.6,-21.7,-17,-18.2,-6.4,-49.9,-21.2,39.8,8.9,41.1,-18.2,-34.9,46.4,0.9,17.2
"671",11,"11",2003,"2003-11",-4.7,9.5,7.72,25.42,14.7,33.12,5.8,28.01,-16.77,-10.09,-9.7,18.5,-14.5,-15.6,-45.7,97.2,-26.1,-23,12.2,9.3,0.1,-19.8,-14.5,-16,-5.3,-46.7,-17.9,37,8.9,36.9,-15.5,-29.6,43,2,21.5
"672",12,"12",2003,"2003-12",-4.6,8.6,9.3,24.89,15.23,31.38,8.67,29.21,-16.92,-12.83,-11.9,18.3,-15.3,-21.6,-48.1,95.3,-27,-25,13.7,4.9,1.7,-22.9,-15.3,-16.1,-7.2,-44.5,-16.9,35.7,6.2,39.1,-21.8,-33,45.3,2.2,22.8
"673",1,"01",2004,"2004-01",-2.3,8.9,11.72,25.3,19.25,35.69,9.14,24.22,-12.61,-12.93,-9.1,8.6,-16.4,-19.6,-45.9,94.2,-25.9,-23.7,11.6,10.2,1,-21.8,-16.4,-17.3,-9,-46.5,-19.2,36.5,10.8,38.7,-22.8,-36.8,42.3,1.2,20.2
"674",2,"02",2004,"2004-02",-6,5.2,8.64,20.91,14.1,28.95,8.75,21.98,-18.8,-14.88,-9.1,17.6,-13.2,-23.7,-46.4,97.1,-26,-23.5,12.4,11.2,2.1,-21.6,-13.2,-15.4,-5.8,-42.5,-16,32.2,9.8,34.7,-16.8,-33.2,46.6,3.8,23.3
"675",3,"03",2004,"2004-03",-8.3,1.3,5.8,15.57,11.96,26.22,4.47,12.47,-18.01,-14.36,-9.9,10.5,-15.9,-28.4,-46.6,94.4,-27.4,-22,11.3,8.9,1.2,-21.7,-15.9,-16.3,-7.7,-43.2,-20.2,32.1,10.5,38,-17.1,-32.4,45.6,2.4,23.5
"676",4,"04",2004,"2004-04",-7.8,-0.3,6.18,13.92,13.21,24.72,3.6,10.31,-17.21,-14.77,-6.5,8.5,-16.3,-21.4,-45.4,95.3,-19.1,-15.7,9.8,9.4,2.8,-20.4,-16.3,-15.2,-6.5,-43.8,-20.8,27.9,7.6,38,-17.6,-35.7,45.7,0,19.1
"677",5,"05",2004,"2004-05",-7.9,-1.8,6.97,12.92,12.63,20.03,6.03,10.5,-17.94,-19.69,-6.9,8.8,-17,-26.6,-47.2,94.9,-20.4,-16.3,8.4,8.2,7.5,-19.8,-17,-18.5,-8.4,-43.8,-22.6,29.1,14,38.4,-21.4,-32.2,46.5,1.2,19.7
"678",6,"06",2004,"2004-06",-8.2,-1.9,6.59,12.34,11.87,20.22,6.51,11.66,-14.85,-15.8,-7,7.1,-14.4,-30,-47.7,94.7,-18,-14.5,10,6.9,7.8,-17.7,-14.4,-15.9,-6.5,-39.8,-18.2,27.7,13,34.5,-16.4,-33.9,48.1,1.5,19.6
"679",7,"07",2004,"2004-07",-7,-0.2,8.89,14.5,12.95,24.3,10.96,12.09,-14.91,-14.74,-5.8,10.4,-16.7,-29.4,-49.6,94.9,-13.6,-9.1,9.3,5.4,7.7,-18.1,-16.7,-18.7,-8,-41.6,-21.7,28.6,14,35.6,-21.9,-35.1,46.5,-1.7,18.3
"680",8,"08",2004,"2004-08",-6.3,-0.6,9,12.5,9.87,17.02,12.99,13.3,-14.84,-14.71,-4.7,6.6,-18,-27.6,-49.5,95,-13,-8.1,6.6,5.6,7.9,-18.4,-18,-14.2,-7.9,-39.5,-23.6,25,13.3,42.1,-18.7,-33.1,41.1,1.5,21.8
"681",9,"09",2004,"2004-09",-5.3,1.2,9.18,13.48,14.42,23.13,11.07,12.43,-13.28,-12.38,-3.8,9.5,-14.7,-25.2,-49,96.7,-11.4,-8,8.1,8.1,8.1,-14.6,-14.7,-12.3,-6.5,-38.6,-20.9,26.6,11.8,33.9,-17.8,-32.9,44.2,2.4,21.1
"682",10,"10",2004,"2004-10",-5.7,-0.2,8,10.31,12.13,17.25,9.27,9.02,-12.7,-9.83,-3.8,9.7,-18.1,-25.1,-48.9,95.9,-11.2,-8.5,8.3,8.2,9,-14.9,-18.1,-12.7,-7.9,-39.8,-22.9,24.5,10.7,42.4,-19.4,-32.5,43.2,0.8,21.6
"683",11,"11",2004,"2004-11",-5.5,-1.1,7.94,8.63,10.77,9.38,8.62,8.23,-15.12,-10.09,-3.9,11.2,-17.6,-22.8,-48.5,96.9,-10.5,-8.5,8,6.8,11.7,-13.9,-17.6,-12.3,-5.8,-41.1,-22.3,25.4,6.8,45.4,-19.6,-32.7,45.9,3,23.6
"684",12,"12",2004,"2004-12",-5,-0.5,8.4,9.25,11.69,15.88,8.79,6.44,-10.8,-5.83,-3.8,3.8,-17,-24.8,-51.7,95.1,-7.5,-7.9,7.2,3.4,15,-18.5,-17,-12.1,-5,-36.6,-20.4,23.3,5.2,46.9,-19,-30.4,45.5,4.3,23.4
"685",1,"01",2005,"2005-01",-5.6,-2.2,7.66,8.24,10.82,11.66,8.2,5.15,-9,-3.93,-4.3,10.2,-12.2,-24.7,-47.8,97.5,-7.9,-7.4,8.1,3.1,12.9,-17,-12.2,-11,-2.1,-33.3,-16.1,19.6,8,35.2,-15.2,-29.8,45.2,4.7,24.8
"686",2,"02",2005,"2005-02",-7,-3.6,6.34,5.63,7.98,9.75,6.95,2.68,-13.33,-7.88,-7.1,4.7,-16,-24.1,-49.8,94.3,-12.7,-7,10.5,1.8,10.9,-17.1,-16,-10.9,-2.9,-33.6,-18.7,23.3,8.1,47,-13.5,-30.2,44.8,4.5,24.1
"687",3,"03",2005,"2005-03",-10.8,-7.8,0.9,0.32,1.75,1.92,0.99,0.21,-11.99,-9.36,-9.7,3.6,-18.2,-30.5,-48.2,91.9,-16,-10.9,13,-0.1,5.3,-21,-18.2,-11.3,-4.2,-38.9,-22.7,21.5,8.8,46.1,-12.8,-28.5,42.1,0.3,24.5
"688",4,"04",2005,"2005-04",-12,-8.4,-0.9,-0.4,3.77,3.29,-4.58,-5.04,-17.45,-11.77,-10.7,1.2,-14.5,-26.4,-45.4,92,-17.6,-12.1,13.1,-1.5,1.3,-21.5,-14.5,-12.4,-3.7,-40.3,-20.8,25.1,8.9,35.1,-18,-30.8,43.7,1.7,23.1
"689",5,"05",2005,"2005-05",-13,-11.2,-2.55,-5.29,3.26,-0.41,-8.23,-9.73,-16.69,-10.69,-10.6,7.4,-13.1,-28.9,-42.4,93.6,-17.6,-10.5,13.1,-1,-1.2,-19.4,-13.1,-11.5,-5.5,-36.8,-19.7,19.5,9.3,28.6,-14.2,-29.7,42.3,1.4,22.6
"690",6,"06",2005,"2005-06",-11.2,-9.3,-1.48,-2.67,1.39,-1.87,-3.66,-4.38,-11.56,-9.8,-9.8,6.1,-14.5,-23.1,-44.4,93.4,-17.6,-12,12.9,1.1,-1.6,-18.7,-14.5,-13.2,-5.5,-42,-20.8,20.5,10.7,31,-17.1,-29,45,-0.8,20.6
"691",7,"07",2005,"2005-07",-8.3,-3.9,3.17,3.58,10.59,13.38,-2.95,-3.76,-9.97,-3.74,-9.8,10.1,-15.9,-25.1,-42.2,93.9,-18,-13.3,11.6,0.3,-0.6,-17.6,-15.9,-14.5,-6.9,-42.1,-23.8,25.1,19,31.3,-14.4,-30.2,43.4,-1.5,19.8
"692",8,"08",2005,"2005-08",-6.6,-1.8,4.56,7.68,7.27,11.16,3.26,7.54,-12.7,-9.71,-9.1,9,-14.8,-25.4,-41.3,94.5,-19,-14.7,11.5,3.1,-1.1,-17.4,-14.8,-12.4,-6.2,-39,-20.1,25.4,14.2,33.7,-11.5,-28.1,44.8,0.8,22.3
"693",9,"09",2005,"2005-09",-3.8,0.6,6.88,9.59,9.5,11.36,5.52,9.5,-7.31,-8.38,-7.7,8.1,-13.1,-21.9,-37.1,95.1,-15.8,-11.7,10.1,3,2.5,-17.3,-13.1,-13.1,-7.5,-39.8,-18.8,32.3,18,25.2,-14.8,-28.5,44.8,-0.8,19.3
"694",10,"10",2005,"2005-10",0.3,4.9,11.1,12.5,13.31,13.49,9.93,11.36,0.32,1.17,-5.7,9.9,-11,-19.8,-34.8,97.1,-13,-11.3,9.6,5.4,0.8,-15.3,-11,-12.9,-5.4,-37.9,-13.6,31.2,16,24.8,-12.1,-29.2,46.4,-0.4,21.4
"695",11,"11",2005,"2005-11",-1.1,2.8,9.58,9.87,13.71,13.72,8.98,9.43,-1.39,3.91,-6.9,7.4,-12.2,-24.7,-35,95.8,-15.2,-10.9,9.5,4,4.1,-16.9,-12.2,-11.2,-5,-36,-15.7,30.6,20.8,29.5,-11.5,-26.1,46.7,1.3,21.4
"696",12,"12",2005,"2005-12",1.7,4.2,12.58,13.61,15.46,16.34,11.45,11.75,-0.27,-3.83,-5.7,11.7,-8.3,-19.5,-36.1,98,-12.9,-7,10.4,6.1,3.4,-13.9,-8.3,-11.9,-4.6,-30.9,-7.8,29.4,19.5,21.6,-8.1,-26.8,46.4,0.8,22.6
"697",1,"01",2006,"2006-01",4.5,9.2,15.65,17.23,19.86,19.73,17.69,20.1,2.03,6.07,-3.8,16.8,-6.3,-21.8,-32.6,100.2,-10.1,-7.6,9.7,8.4,3.9,-14.4,-6.3,-9.2,-2.6,-26,-4.5,27,15,17.9,0.2,-22.7,45.1,-0.2,23
"698",2,"02",2006,"2006-02",6.8,9.9,16.72,17.32,23.13,22.54,16.62,16.33,4.08,4.12,-1.7,15,-8.2,-15.4,-28.6,101,-5.9,-6.3,7.9,8.8,4.9,-12.6,-8.2,-8.5,-3.3,-24,-5.6,28.7,18.8,26.2,-4.2,-23.5,46.1,2.2,24.1
"699",3,"03",2006,"2006-03",10,11.2,21.27,18.09,26.57,22.62,19.88,17.01,6.03,6.64,0.1,15.7,-8.4,-10.3,-26.3,102.1,-1.9,-3,7.9,10,5.6,-11.1,-8.4,-8.8,-3.1,-23.7,-6.5,25.9,20.2,26.6,0.2,-23.3,46.5,2.7,23.9
"700",4,"04",2006,"2006-04",10.8,11.5,19.93,15.25,22.88,14.78,21.28,16.56,8.27,12.23,3,17,-5.4,-9.7,-20.1,104.5,3.1,2.2,5.1,10.9,7.9,-11.4,-5.4,-8.4,-3.7,-20.5,-4.8,26.8,24.5,17.2,8.3,-23.1,42.9,4.2,24
"701",5,"05",2006,"2006-05",12.7,9.5,21.11,13.44,24.01,13.12,24.08,16.95,15.31,9.31,3.4,19.4,-2.7,-9.8,-19.3,105.8,1,0.3,5.6,14.6,7.3,-10.9,-2.7,-9.1,-3.2,-13.9,-1.1,27.4,31.4,10.3,15.9,-18.1,46.8,3.8,24
"702",6,"06",2006,"2006-06",13.2,8.8,22.07,14.31,27.77,19.02,22.95,13.61,9.77,5.2,4.7,15.3,-4.4,-5.2,-16.7,104.9,6.8,4.1,2.5,9.9,8.4,-11.7,-4.4,-8.8,-5.2,-11.4,-4.6,26.7,39,8.5,19,-17.9,42.7,0.5,21.8
"703",7,"07",2006,"2006-07",12.1,6.7,19.78,9.66,20.63,7.45,22.5,11.37,14.2,9.26,5.5,16.3,-5.4,-8.6,-14.5,105.4,7.5,2.7,2.8,11.8,7.7,-8.9,-5.4,-8.7,-5.2,-7.9,-6.8,26.6,41.3,13.4,23.8,-21,45.6,3.7,21.8
"704",8,"08",2006,"2006-08",12.2,6.7,20.98,11.85,28.2,19.31,21.07,8.78,11.17,3.29,5.3,12,-7.3,-9,-13.8,103.6,7.9,4.7,1.7,9.7,10.4,-5.9,-7.3,-9.4,-5,-9.6,-7,26,45.1,13.8,21.8,-20.7,45.8,-3.3,21.7
