;Metadaten;;;;;;;Bewertungsteil;;;;;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;3;Gegenwart, Vergangenheit;Deutschland, Welt;;Tannenbaum-Konjunktur, patriotischen Sommermärchens, Deutschtümelei-Meyer, stabilen Zugehörigkeitskategorien-Wunsch-Meyer;1;patriotischen-Sommermärchens = Fußballweltmeisterschaft;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;4;Gegenwart, Vergangenheit;Deutschland, Welt, Frankreich;;bürgerlichen Ideale, Tanne-Idealisierung;0;;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;5;Gegenwart;Deutschland;;O-Tannenbaum, Lehren;0;Lied - könnte auch gestrichen werden;
30;http://www.zeit.de/2006/52/Tannenbaumbusiness/komplettansicht?print=true;2006;52;Zeit;Es grünt so grün;Justus Bender;6;Gegenwart;Deutschland, USA;;Pragmatismus-Amerikaner, romantische Natursehnsucht-Deutschen, witterungsbedingten Preisanstiegs, sinken Plätzchenabsatz, steigen Weihnachtsbaumverkauf;0;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;1;Gegenwart;Deutschland;;Wirtschaftskrise, Gipfeltreffen, Konsensgesellschaft, verdanken Miesere-Banker;-1;;55 Minuten
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;2;Gegenwart, Zukunft;Deutschland;Berlin;unentschieden Regierung, treibt Rezession-Zukunft, bedroht Wohlstand-Zukunft, bedroht Jobs-Zukunft, unzureichend betriebsbedingte-Kündigungen-Pakt, konkursgefährdeter Firmen-Zukunft ;-2;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;3;Gegenwart, Zukunft;Deutschland;Berlin;ängstlich Bevölkerung, unwissend Ökonomen, versagen Rechenmodelle, außer-Kraft-setzen Bewegungsgesetze, falsch Prognosen, harte-kurze Krise-Zukunft, jahrelanges Siechtum-Zukunft;-2;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;4;Vergangenheit, Gegenwart;Deutschland, Griechenland, Welt;;Lernerlebnis-Ökonomen, Vorhersagen-Demut, Krisenrezepten-Verschreibung, lehrreich Krise,  schnell- entwickelt Krise, global Krise,mehrfach Verschlechterung;-2;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;5;Vergangenheit, Gegenwart, Zukunft;USA, Welt;;anhaltend Bankenkrise, aufspannten Rettungsschirme, stabil große-Institute, zuspitzen Entwicklung, umwidmen Rettungspaket-Vergangenheit-Paulson, aufkaufen Schrottpapiere-Vergangenheit-Paulson, schlecht Banken-Zustand, brauchen Einlangen-Garantien, aufkaufen Immobilienpapiere-US-Notenbank, sinken Zinsen-Zukunft, drucken Geld, ökonomischer Not  ;-2;US-Finanzminister = Henry-Paulson;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;6;Gegenwart, Zukunft;Deutschland;;zurückkehren-Finanzdrama, stagnieren Kreditgeschäft, bevorstehen Finankrise-Fortsetzung, jetzigen Rezession, wegbricht Absatz, zahlungsunfähig Kredite, beklagen Zahlungsausfälle, Finanzkrach, realwirtschaftlichem Abschwung, verstärken Schrecken-Zukunft;-3;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;7;Gegenwart, Zukunft;Deutschland, Frankreich, Großbritannien, Welt;;besser Ausgangslage, ohne  Immobilienblase, Exportüberschuss, Kapitalüberschuss, unabhängig ausländischem-Kredit, fürchten hohe-Staatsschulden-Bürger, fürchten galoppierende-Inflation-Bürger, globaler Abschwung, bedroht Wohlstand, Exportweltmeister;1;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;8;Gegenwart, Zukunft;Deutschland;;massiv-schrumpft Wirtschaft-Zukunft, aufnhemen Abschwungskampf, ausweiten Schulden-Zukunft, schaffen dauerhafte-Werte-Zukunft, steigen Investitionen-Zukunft, Bildungsinvestitionen-Zukunft, Infrakstrukturinvestitionen-Zukunft, Umweltschutzinvestitionen-Zukunft, abzukoppel Einkommensteuer-Inflation-Zukunft;-1;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;9;Gegenwart, Zukunft;Deutschland, USA;;verzögert Investitionsprogramm-Wirkung, sofort-umsetzen Ausgabenprogramm, unglaubwürdig Ausgabenprogramm, minimale Neuausgaben;-1;;
31;http://www.zeit.de/2008/52/01-Kapitalismus/komplettansicht?print=true;2008;52;Zeit;So viel Geld muss sein;Uwe Jean Heuser;10;Gegenwart, Zukunft;Deutschland;Berlin;eingestehen Unwägbare-Moment-Zukunft, offenlegen Kriterien-Zukunft, wachsende Handelsereitschaft, politischem Druck, Konjunktur-Ankurbelung, fehlt Entschiedenheit, verbessern Konjunkturpolitik-Zukunft;-1;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;1;Vergangenheit, Gegenwart;Deutschland, USA;;Jahres-Held, bewegte Massen, erlagen Reizen, behielt Ruhe, deutsche Sparer;1;;50 Minuten
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;2;Vergangenheit, Gegenwart;Deutschland;;deutsche Sparer, Sorgen-Hoffnung-Synonym, verspotet Sparer-Vergangenheit, niedrige Zinsen-Vergangenheit, verstaubte Anlageprodukte-Vergangenheit, Finanzkrisen-Eskalation, attraktiv Sparer;1;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;3;Vergangenheit, Gegenwart;Deutschland, USA, Großbritannien, Welt;;Lehman-Brothers, Bradford-&-Bingley, Weltfinanzsystem-Infarkt, misstrauen Banken, suchen Geld, breitmachen Panik, Bild, fühlen Volk-Puls, sorgen Geld-Privatanleger  ;-2;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;4;Vergangenheit, Gegenwart;Deutschland;;gelassen Sparer, vorgetragenen Staatsgarantie-Merkel, erhöhen Kontoeinlagen, Stabilitäts-Anker, steigen Zinsen, umschichten Geld ;1;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;5;Gegenwart;Deutschland, USA;;private Altersvorsoge-Notwendigkeit, steigen Spareinlagen, Sicherheit-Sehnsucht, Abschwung-Angst, hoch Bankkonten-Einlagen, hoch Sparquote-Deutschland, niedrig Sparquote-USA;1;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;6;Gegenwart, Zukunft;Deutschland;;Konsum-Ausweitung-Hoffnung-Zukunft, stärken Binnennachfrage-Zukunft, niedrige Inflationsrate, gute Tarifabschlüsse, mehr Ersparnisse, mehr Konsum, vollen Kaufhäuser ;2;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;7;Vergangenheit, Gegenwart, Zukunft;Deutschland;;zunahme Aktien-Haltung-Hoffnung-Zukunft, jüngste Börsenabsturz, zunichtemachte Gewinne, sank Aktionär-Zahl, sinken Aktionär-Zahl-Zukunft ;-1;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;8;Gegenwart;Deutschland ;;risikoavers Deutsche, ausgeben Erwirtschaftetes, ungern Schulden, verantwortungsbewusst Handeln, finanzieren Investitionen;1;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;9;Gegenwart, Zukunft;Deutschland ;;lässt Festgeldkonto-Einlagen, ungeheur Finanzprodukte, unverstädnlich Finanzprodukte, mehr-Ertrag-mehr-Risiko, bedacht Investitionen-Zukunft;1;;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;10;Gegenwart, Zukunft;Deutschland ;;unerwartet wundersame-Vermehrung-Zukunft, hohe Kante, ungewollt Geld-Vermehrung-Mey, vorsorgen Alter, streuen Vermögen-Zukunft, entdecken lukrativere- Produkte, Zukunft;0;bunte-Prospekten = riskante Finanzprodukte;
32;http://www.zeit.de/2009/02/Sparer/komplettansicht?print=true;2009;2;Zeit;Lob des Langweilers;Arne Storn;11;Gegenwart, Zukunft;Deutschland ;;misstrauen Finanzprodukte, schade Zeit, unerwartet Inflation-Zukunft, deutschen Sparer-Ruhe ;1;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;1;Vergangeheit, Gegenwart;Deutschland;;anstachelten Politiker-Vergangeheit-Ökonomen, Krise-Psycholigie, geschnürt Konjunkturbündel, neue Wissenschaftserkenntnisse;1;;40 Minuten
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;2;Gegenwart;Israel, Welt;;Journal-of-Economic-Psychology, Elfmeterschießen-Fallstudie, stehen-bleiben Mitte;1;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;3;Gegenwart;Israel, Welt;;wider bessere-Strategie, unsicher-antriebslos Erscheinungsbild, zeigen Handel-Willen-bar-Eli;-1;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;4;Gegenwart;Deutschland, USA;;gute Torfrau, stehen-bleiben Mitte, triangulation-Lebensregel-Clinton, behalten Optionen;1;Torfrau = Merkel;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;5;Gegenwart, Zukunft;Deutschland, USA;Berlin;rationales Verhalten, mörderischen Erwartungen-Druck, Wirtschaftskrise, Wirtschaftspolitik, aufziehen Konjunkturspritze, schierer Geiz-Vergleich, hochjagen US-Defizit ;-1;;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;6;Gegenwart, Zukunft;Deutschland, USA;;schwach Fiskalpolitik-Einfluss-Romer, spät Spitzenwirkung-Romer, gering Wirkung-Romer, unsicher ökonomen-Romer, vermeiden Hast-Panik-Politik-Romer, Rezession ;-1;US-Wirtschaftsweisen = Council-of-Economic-Advisers, Vorsitzende-Council-of-Economic-Advisers = Christina-Romer;
33;http://www.zeit.de/2009/04/Zeitgeist-4/komplettansicht?print=true;2009;4;Zeit;Mauern in der Mitte;Josef Joffe;7;Gegenwart, Zukunft;Deutschland;;rationaler Torwart-Verhalten, behalten Optionen, eingeknickt Standhaftigkeit-Merkel-Steinbrück, unsicher Effekte, Angst, Handel-Erwartungen-Zukunft;-1;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;1;Vergangenheit, Gegenwart;Welt, Schweiz;;lernen Krise, größten Krise, folgen erlernten-Routinen, World-Economic-Forum;-1;;1 Stunde 40 Minuten
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;2;Vergangenheit, Gegenwart, Zukunft;Welt, Schweiz;;größten Wirtschaftstreffens, undiskutiert Krise-Schwab, diskutieren Zukunftsaussichten-Schwab, Widerspruch, zukunftsbeeinflussend Krise, enttäuscht Anspruch;-1;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;3;Gegenwart;Welt, Schweiz;;klagen große-Krise, Preis-Verfall, Umsätze-Verfall, Margen-Verfall, verschwundener Aktienwerte, Unsicherheit, Angst, lauschten Weltwirtschaft-Kassandren, undiskutiert bessere-Welt;-3;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;4;Vergangenheit, Gegenwart;Welt, Schweiz, Großbritannien;;undiskutiert Krise-Ursache, verschuldete böse-Banker, Darlings-von-Davos-Investmentbanker-Vergangenheit, lobte Bankchef-Blair, verschwinden Öffentlichkeit-Banker;-2;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;5;Vergangenheit, Gegenwart;Welt, Schweiz, Portugal, Südafrika;;hinterfragt Entscheidungen-Topleute, Skepsis, infrage-gestellt simple-Wahrheit, hinterfragt Katastrophe-Ursache-Ramos, entwickelt Wertekanons, verantwortungsvoll Globalisierung-Verhalten, unernst-gemeint Vorgaben-Ramos ;-1;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;6;Gegenwart, Zukunft;Welt, Schweiz;;hinuntergezogen Unternehmen-Banker-Nooyi, Homo-Davosiensis, gerettet Banken-Zukunft-Clinton, teuer Bankenrettung-Clinton, instabil-ungleich Weltwirtschaft-Clinton;-1;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;7;Gegenwart, Zukunft;Welt, Schweiz;;teilnehmen Bürgeraktivisten, teilnehmen Politiker, Homo-Davosiensis, unverändert problematischen-Weltwirtschaft-Zustand ;-1;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;8;Gegenwart, Vergangenheit;Welt, Schweiz, USA;;selbsregulieren Finanzsektor-Vergangenheit, ungewollt Selbstregulierung, geltend-gemacht Einfluss-Banken, verhindern schärferes-Staatengemeinschaft-Reglement;-1;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;9;Gegenwart, Zukunft;Welt, Schweiz;;ungebremst Klimawandel, steigen Kohlendioxidausstoß, erhalten Erde-Zukunft, vollbringen Kraftakt-Zukunft;-1;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;10;Gegenwart, Zukunft;Welt, Schweiz;;fragwürdig selbst-heilenden-Kapitalismus, bestehen-bleiben Ökonomie-Prinzipien, klare Marktregeln-Zukunft, externe Effekte, staatlicher Regeln-Zukunft, Selbstverpflichtungen-Wirtschaft-Zukunft, weltweite Finanzordnung-Zukunft, neues Umweltregime-Zukunft, steigen Klimagas-Ausstoß-Preis-Zukunft;0;Auswirkungen-auf-Dritte = externe-Effekte;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;11;Vergangenheit, Gegenwart;Welt, Schweiz;;kritisiert Allmacht, kritisiert Ohnmacht, ignoriert Krise-Vergangenheit, verstärkt Trends-Forum;0;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;12;Gegenwart, Zukunft;;;infrage-stellen Forum, versöhnt Kapital-Ökologie-Zukunft, Konzern-Gesellschaft-Kooperation-Zukunft, unerfüllt Hoffnung;-1;;
34;http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true;2009;7;Zeit;Die Lehre von Davos;Uwe Jean Heuser;13;Gegenwart;Afrika, China, Welt, Schweiz;;höhere Löhne-Sportschuhhersteller-China, Aidsmedikamente-Afrika, verschenken  Geräte-Computerkonzerne, ungelöst Weltwirtschaft-Kernkonflikte, neu-nachdenken Homo-Davosiensis;-1;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;1;Gegenwart, Zukunft;Welt;;steigen Staatsausgaben-Zukunft, abzuwehren große-Depression, retten Banken, unterstützen Firmen, aussetzen Steuern, investieren Infrastruktur, zersetzende Kleinstaaterei-Kraft ;-1;;1 Stunde
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;2;Vergangenheit;Welt, USA;;Protektionismus-Spirale-Vergangenheit, beschützen Industrie-Vergangenheit, erhöhte Zölle-Vergangenheit, zerstört Wohlstand-Vergangenheit, zerstört Globalisierung-Vergangenheit;-1;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;3;Gegenwart, Zukunft;Welt;;dazugelernt Regierungschefs, offen-bleiben Volkswirtschaften-Zukunft, erhält Erholung-Chance, entstehen wirtschaftliche-Nationalismus;-1;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;4;Gegenwart;Frankreich, Russland, China, USA, Großbritannien, Schweden, Italien, Deutschland;;Nationen-Kampf-Autoindustrie, entzürnte Billigkrediten-Sarkozy, schonen heimischen- Beschäftigten-Sarkozy, Produktionsverlagerungen-kritik-Sarkozy, wohlkalkulierten Kleinkariertheit, erhoben Importautos-Zölle-Russland, subventioniert Kleinwagen.China, erhalten Autokonzerne-USA, Subventions-Ruf-Deutschland;-1;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;5;Gegenwart, Zukunft;Welt;;globaler Automobil-Industrie, bedrohliche Bewegung, notleidenden Banken, bevorzugt heimische-Kunden, leiden kapitalschwache-Schwellenländer, droht Weltfinanzmarkt-Zerfall;-2;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;6;Gegenwart, Zukunft;Welt, USA;;übereifrige Kongressabgeordnete, verhindern Buy-American, verborgeneren Pfaden, erreichen Ähnliches-Zukunft;-1;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;7;Gegenwart, Zukunft;Welt, Frankreich, Großbritannien, Europa;;egoistisch Handeln, überlassen Weltrettung, spüren Straßen-Druck, weitläufige Proteste, nachzudenken Arbeitsmarkt-Freizügigkeit-Zukunft;-1;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;8;Gegenwart, Zukunft;Welt, Deutschland, USA;;schlauer Regierende, fehlt Vertrauensvorschuss, langfristigen Perspektive, widerstehen Zynismus-Zukunft;-1;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;9;Gegenwart, Zukunft;Welt, USA, Europa, Tschechien;;wächst Sentiment, unverändert Wohlstand-Bürger, ungewollt-begleichen fremde-Rechnung, offen-halten Wirtschaf-Zukunft-Westen, langfristiges Denken, kurzfristigen Verlockung, verteidigen Globalisierung-Idee-Zukunft-Westen, abhängen Konjunkturpaket, Buy-American-Aufkleber, geben anti-Protektionismus-Signal-Tschechien, bekennen Wirtschaftsverkehr-G20;-1;;
35;http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true;2009;8;Zeit;Kauft international!;Uwe Jean Heuser;10;Gegenwart, Zukunft;Welt;;abwenden ökonomischen-Nationalismus-Zukunft-Regierungschefs, vergrößern Ungerechtigkeit-Zukunft, gerechten Sozialsystem-Zukunft, gerechten Steuersystem-Zukunft;0;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;1;Gegenwart;Welt;;Wirtschaftskrise, Entscheidungen-Krise, erkennen-geben Ohnmacht-Politiker, umfassend Krise, unausrechend Erklärungen-Hilfsmittel, zuegeben Ratlosigkeit, verbergen Ratlosigkeit, unsicher Journalisten, fehlen Lösungsvorschläge;-1;Bewertung immer mit -1, jedoch nicht anders von mir zu empfinden;40 Minuten
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;2;Gegenwart, Vergangenheit;Welt, Frankreich, Deutschland;;ernst Lage, möglich Entscheidungen, beruhen Unsicherheit-Entscheidungen, bedeuten Zukunft-Vorgriff, schwierig Zukunftsprognose-Allen, ungewisser Zukunft, aufbauen Zuständigen-Gewissheit,  kraftvollen Entscheiders-Sarkozy, unverborgen Ratlosigkeit-Glos;-1;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;3;Gegenwart, Zukunft;Welt, Deutschland;;handelt-souverän Zuständige, wichtig inhaltliche-Entscheidung-Richtigkeit, verzögert Entscheidung-Resultat, erlaubt Fehlentscheidungen, vermeiden Ahnungslosigkeit-Eingeständdnis-Zukunft;-1;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;4;Gegenwart;Welt;;erwecken Mitleid, erwecken Sympathie, seltsamen Öffentlichkeit-Geduld, schöner Gelassenheit, angstvoller Erstarrung, purer Phantasmagorien, bedrohlichen Expertise, schwächen Zuständigen-Zutrauen;-1;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;5;Gegenwart, Vergangenheit;Welt;;unwiederholt Krise, einzigartig Krise, ökonomischen Systems-Krankheit, heilen ökonomischen-Mitteln, uneindeutig Makroökonomie, ändern Für-wahr-Haltens, privaten Unternehmertums-Entfesselung-Vergangenheit,staatliche Kapitalismus-Reparaturbetrieb, verstaatlicht Unternehmen;-1;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;6;Zukunft;Welt;;ungut Kranken-Behandlung-Krankmachen, ungeklärt Krisendimenion, durchdringe soziale-Kapillaren-Geld, unsichtbaren moralisch-kulturellen-Systems ;-1;;
36;http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true;2009;9;Zeit;Keiner hat die Lösung;Ulrich Greiner;7;Gegenwart, Zukunft;Welt;;Kultur-Krise, Moral-Krise, herrschende Unsicherheit, undeutlichen Ahnung, hinausgehen Bilanzen, verspätet Kollektiv-Verständnis, Nachhinkeffekt-Elias, planunabhängig Wachstum-Elias, wiederzugewinnen legitimierter-Entscheidungsort-Zukunft ;-1;kein genaus Land angegeben, aber Lufthansa aggiert aus Deutschland;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;1;Gegenwart, Vergangenheit;Deutschland;;Mitarbeitereinstellungen, hoch Bewerbungen-Anzahl, attraktiv Arbeitgeber, Tarifauseinandersetzungen, zulasten Unternehmens-Gewerkschaften, Gewerkschaften-Wettbewerb, gefährliche Tendenz;1;;30 Minuten
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;2;Gegenwart, Zukunft;Deutschland;;Koalitionsfreiheit-Freund-Mayrhuber, allbetreffend Luftverkehr-Streiks, ausfallen Vorstellung, Schlichtungsverpflichtung;0;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;3;Gegenwart, Vergangenheit;Deutschland;;Lufthansa, weniger Flüge, weniger Passagiere, läuten Alarmglocken, frühzeitig Turbulenzen-Erkennung, schnell Reaktion, verhängt Personaleinstellungsstopp, gestrichen Flüge-Vergangenheit, früh Gegensteuerung;-1;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;4;Gegenwart;Deutschland;;normale Fluktation, weniger Mitarbeiter;0;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;5;Gegenwart, Zukunft;Deutschland;;Kurzarbeit-Cargo, eingebrochen Frachtaufkommen, reduzieren Kapazitäten, verhindern Entlassungen-Zukunft, flexible Einsatzpläne-Zukunft;0;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;6;Vergangeheit, Gegenwart;Deutschland;;dramatische Krise-Vergangenheit, Sanierung-Vergangenheit, Privatisierung-Vergangenheit, wegbleiben Existenznot;1;;
37;http://www.zeit.de/2009/12/Interview-Mayrhuber/komplettansicht?print=true;2009;12;Zeit;»Ich war noch nie feige«;Wolfgang Mayrhuber + Wolfgang Gehrmann + Claas Tatje;7;Gegenwart;Deutschland;;mitte-liegend Wahrheit;0;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;1;Vergangenheit;Europa;;geeint Europa-Churchill, grenzenlos Glück-Churchill, grenzenlos Wohlstand-Churchill;1;;1 Stunde 45 Minuten
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;2;Zukunft;Europa;;zerbrechen Wirtschaftskrise, grenzenlos Unglück, grenzenlos Not, grenzenlos Politiker-Schande;-1;;
38;http://www.zeit.de/2009/13/Op-Ed-Krise/komplettansicht?print=true;2009;13;Zeit;Mein Gott, was für eine Chance!;Ulrich Beck;3;Vergangenheit, Gegenwart, Zukunft;Europa, Sowjetunion, Deutschland;Berlin;zweite Weltrevolution-Zukunft,  zusammenbrechen bipolare-Weltordnung-Vergangenheit, droht  EU-Zusammenbruch-Zukunft, fehlen leidenschaftliches-Aufbäumen, fehlen visionäre-Stimme;-1;"Sowjetunion als Land?; Europäische-Union = EU";
