"",BBEX3.D.NZD.EUR.BB.AC.000,BBEX3.D.NZD.EUR.BB.AC.000_FLAGS
2007-10-11,1.8445,
2007-10-12,1.8388,
2007-10-13,.,No value available
2007-10-14,.,No value available
2007-10-15,1.8420,
2007-10-16,1.8930,
2007-10-17,1.8886,
2007-10-18,1.9132,
2007-10-19,1.8958,
2007-10-20,.,No value available
2007-10-21,.,No value available
2007-10-22,1.9136,
2007-10-23,1.8909,
2007-10-24,1.8941,
2007-10-25,1.8902,
2007-10-26,1.8792,
2007-10-27,.,No value available
2007-10-28,.,No value available
2007-10-29,1.8720,
2007-10-30,1.8779,
2007-10-31,1.8863,
2007-11-01,1.8817,
2007-11-02,1.8921,
2007-11-03,.,No value available
2007-11-04,.,No value available
2007-11-05,1.8896,
2007-11-06,1.8733,
2007-11-07,1.8767,
2007-11-08,1.8923,
2007-11-09,1.9056,
2007-11-10,.,No value available
2007-11-11,.,No value available
2007-11-12,1.9524,
2007-11-13,1.9220,
2007-11-14,1.9227,
2007-11-15,1.9329,
2007-11-16,1.9241,
2007-11-17,.,No value available
2007-11-18,.,No value available
2007-11-19,1.9313,
2007-11-20,1.9433,
2007-11-21,1.9601,
2007-11-22,1.9674,
2007-11-23,1.9691,
2007-11-24,.,No value available
2007-11-25,.,No value available
2007-11-26,1.9599,
2007-11-27,1.9705,
2007-11-28,1.9184,
2007-11-29,1.9114,
2007-11-30,1.9105,
2007-12-01,.,No value available
2007-12-02,.,No value available
2007-12-03,1.9159,
2007-12-04,1.9334,
2007-12-05,1.9216,
2007-12-06,1.8866,
2007-12-07,1.8795,
2007-12-08,.,No value available
2007-12-09,.,No value available
2007-12-10,1.8920,
2007-12-11,1.8709,
2007-12-12,1.8663,
2007-12-13,1.8766,
2007-12-14,1.8701,
2007-12-15,.,No value available
2007-12-16,.,No value available
2007-12-17,1.9042,
2007-12-18,1.9034,
2007-12-19,1.9016,
2007-12-20,1.8978,
2007-12-21,1.8786,
2007-12-22,.,No value available
2007-12-23,.,No value available
2007-12-24,1.8785,
2007-12-25,.,No value available
2007-12-26,.,No value available
2007-12-27,1.8882,
2007-12-28,1.8991,
2007-12-29,.,No value available
2007-12-30,.,No value available
2007-12-31,1.9024,
2008-01-01,.,No value available
2008-01-02,1.8949,
2008-01-03,1.9066,
2008-01-04,1.9043,
2008-01-05,.,No value available
2008-01-06,.,No value available
2008-01-07,1.9228,
2008-01-08,1.9084,
2008-01-09,1.8981,
2008-01-10,1.8926,
2008-01-11,1.8822,
2008-01-12,.,No value available
2008-01-13,.,No value available
2008-01-14,1.8852,
2008-01-15,1.8842,
2008-01-16,1.9255,
2008-01-17,1.9069,
2008-01-18,1.9127,
2008-01-19,.,No value available
2008-01-20,.,No value available
2008-01-21,1.9287,
2008-01-22,1.9336,
2008-01-23,1.9231,
2008-01-24,1.9065,
2008-01-25,1.9011,
2008-01-26,.,No value available
2008-01-27,.,No value available
2008-01-28,1.9053,
2008-01-29,1.8988,
2008-01-30,1.9013,
2008-01-31,1.8960,
2008-02-01,1.8783,
2008-02-02,.,No value available
2008-02-03,.,No value available
2008-02-04,1.8662,
2008-02-05,1.8638,
2008-02-06,1.8634,
2008-02-07,1.8565,
2008-02-08,1.8466,
2008-02-09,.,No value available
2008-02-10,.,No value available
2008-02-11,1.8394,
2008-02-12,1.8344,
2008-02-13,1.8576,
2008-02-14,1.8522,
2008-02-15,1.8602,
2008-02-16,.,No value available
2008-02-17,.,No value available
2008-02-18,1.8432,
2008-02-19,1.8410,
2008-02-20,1.8449,
2008-02-21,1.8415,
2008-02-22,1.8412,
2008-02-23,.,No value available
2008-02-24,.,No value available
2008-02-25,1.8310,
2008-02-26,1.8338,
2008-02-27,1.8365,
2008-02-28,1.8606,
2008-02-29,1.8854,
2008-03-01,.,No value available
2008-03-02,.,No value available
2008-03-03,1.9065,
2008-03-04,1.8939,
2008-03-05,1.9076,
2008-03-06,1.9075,
2008-03-07,1.9299,
2008-03-08,.,No value available
2008-03-09,.,No value available
2008-03-10,1.9314,
2008-03-11,1.9158,
2008-03-12,1.9273,
2008-03-13,1.9281,
2008-03-14,1.8998,
2008-03-15,.,No value available
2008-03-16,.,No value available
2008-03-17,1.9646,
2008-03-18,1.9509,
2008-03-19,1.9268,
2008-03-20,1.9458,
2008-03-21,.,No value available
2008-03-22,.,No value available
2008-03-23,.,No value available
2008-03-24,.,No value available
2008-03-25,1.9376,
2008-03-26,1.9455,
2008-03-27,1.9590,
2008-03-28,1.9677,
2008-03-29,.,No value available
2008-03-30,.,No value available
2008-03-31,2.0079,
2008-04-01,2.0044,
2008-04-02,1.9759,
2008-04-03,1.9821,
2008-04-04,1.9972,
2008-04-05,.,No value available
2008-04-06,.,No value available
2008-04-07,1.9760,
2008-04-08,1.9781,
2008-04-09,1.9766,
2008-04-10,1.9840,
2008-04-11,1.9913,
2008-04-12,.,No value available
2008-04-13,.,No value available
2008-04-14,2.0049,
2008-04-15,2.0184,
2008-04-16,2.0223,
2008-04-17,2.0173,
2008-04-18,1.9972,
2008-04-19,.,No value available
2008-04-20,.,No value available
2008-04-21,2.0040,
2008-04-22,1.9987,
2008-04-23,1.9923,
2008-04-24,1.9922,
2008-04-25,1.9992,
2008-04-26,.,No value available
2008-04-27,.,No value available
2008-04-28,1.9906,
2008-04-29,2.0097,
2008-04-30,1.9992,
2008-05-01,.,No value available
2008-05-02,1.9772,
2008-05-03,.,No value available
2008-05-04,.,No value available
2008-05-05,1.9738,
2008-05-06,1.9739,
2008-05-07,1.9644,
2008-05-08,1.9929,
2008-05-09,2.0175,
2008-05-10,.,No value available
2008-05-11,.,No value available
2008-05-12,2.0107,
2008-05-13,2.0118,
2008-05-14,2.0295,
2008-05-15,2.0525,
2008-05-16,2.0131,
2008-05-17,.,No value available
2008-05-18,.,No value available
2008-05-19,2.0053,
2008-05-20,2.0146,
2008-05-21,2.0216,
2008-05-22,2.0031,
2008-05-23,1.9990,
2008-05-24,.,No value available
2008-05-25,.,No value available
2008-05-26,2.0022,
2008-05-27,1.9938,
2008-05-28,1.9946,
2008-05-29,1.9895,
2008-05-30,1.9812,
2008-05-31,.,No value available
2008-06-01,.,No value available
2008-06-02,1.9796,
2008-06-03,1.9822,
2008-06-04,1.9740,
2008-06-05,2.0168,
2008-06-06,2.0322,
2008-06-07,.,No value available
2008-06-08,.,No value available
2008-06-09,2.0563,
2008-06-10,2.0598,
2008-06-11,2.0518,
2008-06-12,2.0564,
2008-06-13,2.0552,
2008-06-14,.,No value available
2008-06-15,.,No value available
2008-06-16,2.0534,
2008-06-17,2.0533,
2008-06-18,2.0529,
2008-06-19,2.0432,
2008-06-20,2.0448,
2008-06-21,.,No value available
2008-06-22,.,No value available
2008-06-23,2.0468,
2008-06-24,2.0576,
2008-06-25,2.0609,
2008-06-26,2.0760,
2008-06-27,2.0737,
2008-06-28,.,No value available
2008-06-29,.,No value available
2008-06-30,2.0632,
2008-07-01,2.0740,
2008-07-02,2.0833,
2008-07-03,2.0941,
2008-07-04,2.0693,
2008-07-05,.,No value available
2008-07-06,.,No value available
2008-07-07,2.0781,
2008-07-08,2.0909,
2008-07-09,2.0834,
2008-07-10,2.0734,
2008-07-11,2.0816,
2008-07-12,.,No value available
2008-07-13,.,No value available
2008-07-14,2.0830,
2008-07-15,2.0696,
2008-07-16,2.0591,
2008-07-17,2.0661,
2008-07-18,2.0719,
2008-07-19,.,No value available
2008-07-20,.,No value available
2008-07-21,2.0830,
2008-07-22,2.0876,
2008-07-23,2.0966,
2008-07-24,2.1145,
2008-07-25,2.1159,
2008-07-26,.,No value available
2008-07-27,.,No value available
2008-07-28,2.1163,
2008-07-29,2.1236,
2008-07-30,2.1256,
2008-07-31,2.1296,
2008-08-01,2.1377,
2008-08-02,.,No value available
2008-08-03,.,No value available
2008-08-04,2.1317,
2008-08-05,2.1388,
2008-08-06,2.1398,
2008-08-07,2.1537,
2008-08-08,2.1394,
2008-08-09,.,No value available
2008-08-10,.,No value available
2008-08-11,2.1315,
2008-08-12,2.1389,
2008-08-13,2.1369,
2008-08-14,2.1197,
2008-08-15,2.1044,
2008-08-16,.,No value available
2008-08-17,.,No value available
2008-08-18,2.0603,
2008-08-19,2.0688,
2008-08-20,2.0705,
2008-08-21,2.0738,
2008-08-22,2.0782,
2008-08-23,.,No value available
2008-08-24,.,No value available
2008-08-25,2.0837,
2008-08-26,2.1083,
2008-08-27,2.1030,
2008-08-28,2.0958,
2008-08-29,2.0890,
2008-08-30,.,No value available
2008-08-31,.,No value available
2008-09-01,2.0974,
2008-09-02,2.1153,
2008-09-03,2.1190,
2008-09-04,2.1107,
2008-09-05,2.1447,
2008-09-06,.,No value available
2008-09-07,.,No value available
2008-09-08,2.1086,
2008-09-09,2.0970,
2008-09-10,2.1118,
2008-09-11,2.1506,
2008-09-12,2.1452,
2008-09-13,.,No value available
2008-09-14,.,No value available
2008-09-15,2.1524,
2008-09-16,2.1729,
2008-09-17,2.1589,
2008-09-18,2.1449,
2008-09-19,2.1003,
2008-09-20,.,No value available
2008-09-21,.,No value available
2008-09-22,2.1166,
2008-09-23,2.1393,
2008-09-24,2.1489,
2008-09-25,2.1372,
2008-09-26,2.1354,
2008-09-27,.,No value available
2008-09-28,.,No value available
2008-09-29,2.1223,
2008-09-30,2.1143,
2008-10-01,2.0839,
2008-10-02,2.0754,
2008-10-03,2.0878,
2008-10-04,.,No value available
2008-10-05,.,No value available
2008-10-06,2.1021,
2008-10-07,2.1437,
2008-10-08,2.2480,
2008-10-09,2.2093,
2008-10-10,2.2677,
2008-10-11,.,No value available
2008-10-12,.,No value available
2008-10-13,2.2551,
2008-10-14,2.1744,
2008-10-15,2.1744,
2008-10-16,2.2124,
2008-10-17,2.1852,
2008-10-18,.,No value available
2008-10-19,.,No value available
2008-10-20,2.1790,
2008-10-21,2.1557,
2008-10-22,2.1554,
2008-10-23,2.1802,
2008-10-24,2.2829,
2008-10-25,.,No value available
2008-10-26,.,No value available
2008-10-27,2.3002,
2008-10-28,2.2684,
2008-10-29,2.2182,
2008-10-30,2.2015,
2008-10-31,2.1887,
2008-11-01,.,No value available
2008-11-02,.,No value available
2008-11-03,2.1836,
2008-11-04,2.1103,
2008-11-05,2.1342,
2008-11-06,2.1367,
2008-11-07,2.1712,
2008-11-08,.,No value available
2008-11-09,.,No value available
2008-11-10,2.1430,
2008-11-11,2.1838,
2008-11-12,2.1801,
2008-11-13,2.2515,
2008-11-14,2.2742,
2008-11-15,.,No value available
2008-11-16,.,No value available
2008-11-17,2.2725,
2008-11-18,2.2983,
2008-11-19,2.3031,
2008-11-20,2.3209,
2008-11-21,2.3854,
2008-11-22,.,No value available
2008-11-23,.,No value available
2008-11-24,2.3619,
2008-11-25,2.3779,
2008-11-26,2.3578,
2008-11-27,2.3399,
2008-11-28,2.3212,
2008-11-29,.,No value available
2008-11-30,.,No value available
2008-12-01,2.3610,
2008-12-02,2.3804,
2008-12-03,2.3804,
2008-12-04,2.3593,
2008-12-05,2.4016,
2008-12-06,.,No value available
2008-12-07,.,No value available
2008-12-08,2.3690,
2008-12-09,2.3730,
2008-12-10,2.3696,
2008-12-11,2.3990,
2008-12-12,2.4500,
2008-12-13,.,No value available
2008-12-14,.,No value available
2008-12-15,2.4441,
2008-12-16,2.4318,
2008-12-17,2.4298,
2008-12-18,2.4415,
2008-12-19,2.4309,
2008-12-20,.,No value available
2008-12-21,.,No value available
2008-12-22,2.4247,
2008-12-23,2.4471,
2008-12-24,2.4371,
2008-12-25,.,No value available
2008-12-26,.,No value available
2008-12-27,.,No value available
2008-12-28,.,No value available
2008-12-29,2.4559,
2008-12-30,2.4448,
2008-12-31,2.4191,
2009-01-01,.,No value available
2009-01-02,2.3969,
2009-01-03,.,No value available
2009-01-04,.,No value available
2009-01-05,2.3301,
2009-01-06,2.2700,
2009-01-07,2.2717,
2009-01-08,2.3103,
2009-01-09,2.3160,
2009-01-10,.,No value available
2009-01-11,.,No value available
2009-01-12,2.3103,
2009-01-13,2.3997,
2009-01-14,2.4262,
2009-01-15,2.4380,
2009-01-16,2.4182,
2009-01-17,.,No value available
2009-01-18,.,No value available
2009-01-19,2.4223,
2009-01-20,2.4482,
2009-01-21,2.4882,
2009-01-22,2.4582,
2009-01-23,2.4592,
2009-01-24,.,No value available
2009-01-25,.,No value available
2009-01-26,2.4621,
2009-01-27,2.4922,
2009-01-28,2.5024,
2009-01-29,2.5294,
2009-01-30,2.5268,
2009-01-31,.,No value available
2009-02-01,.,No value available
2009-02-02,2.5535,
2009-02-03,2.5418,
2009-02-04,2.5325,
2009-02-05,2.5033,
2009-02-06,2.4684,
2009-02-07,.,No value available
2009-02-08,.,No value available
2009-02-09,2.4248,
2009-02-10,2.4176,
2009-02-11,2.4693,
2009-02-12,2.4738,
2009-02-13,2.4325,
2009-02-14,.,No value available
2009-02-15,.,No value available
2009-02-16,2.4638,
2009-02-17,2.4790,
2009-02-18,2.4691,
2009-02-19,2.4653,
2009-02-20,2.4957,
2009-02-21,.,No value available
2009-02-22,.,No value available
2009-02-23,2.4967,
2009-02-24,2.5072,
2009-02-25,2.4847,
2009-02-26,2.4953,
2009-02-27,2.5275,
2009-02-28,.,No value available
2009-03-01,.,No value available
2009-03-02,2.5511,
2009-03-03,2.5303,
2009-03-04,2.5080,
2009-03-05,2.5065,
2009-03-06,2.5134,
2009-03-07,.,No value available
2009-03-08,.,No value available
2009-03-09,2.5399,
2009-03-10,2.5472,
2009-03-11,2.5266,
2009-03-12,2.4984,
2009-03-13,2.4607,
2009-03-14,.,No value available
2009-03-15,.,No value available
2009-03-16,2.4568,
2009-03-17,2.4410,
2009-03-18,2.4753,
2009-03-19,2.4601,
2009-03-20,2.4240,
2009-03-21,.,No value available
2009-03-22,.,No value available
2009-03-23,2.3938,
2009-03-24,2.3877,
2009-03-25,2.3847,
2009-03-26,2.3497,
2009-03-27,2.3312,
2009-03-28,.,No value available
2009-03-29,.,No value available
2009-03-30,2.3448,
2009-03-31,2.3288,
2009-04-01,2.3525,
2009-04-02,2.3258,
2009-04-03,2.2968,
2009-04-04,.,No value available
2009-04-05,.,No value available
2009-04-06,2.2923,
2009-04-07,2.2998,
2009-04-08,2.2963,
2009-04-09,2.2875,
2009-04-10,.,No value available
2009-04-11,.,No value available
2009-04-12,.,No value available
2009-04-13,.,No value available
2009-04-14,2.2546,
2009-04-15,2.2912,
2009-04-16,2.3137,
2009-04-17,2.2891,
2009-04-18,.,No value available
2009-04-19,.,No value available
2009-04-20,2.3149,
2009-04-21,2.3347,
2009-04-22,2.3269,
2009-04-23,2.3258,
2009-04-24,2.3294,
2009-04-25,.,No value available
2009-04-26,.,No value available
2009-04-27,2.3234,
2009-04-28,2.3310,
2009-04-29,2.3233,
2009-04-30,2.3378,
2009-05-01,.,No value available
2009-05-02,.,No value available
2009-05-03,.,No value available
2009-05-04,2.3137,
2009-05-05,2.2994,
2009-05-06,2.2857,
2009-05-07,2.2385,
2009-05-08,2.2531,
2009-05-09,.,No value available
2009-05-10,.,No value available
2009-05-11,2.2537,
2009-05-12,2.2555,
2009-05-13,2.2749,
2009-05-14,2.3066,
2009-05-15,2.3000,
2009-05-16,.,No value available
2009-05-17,.,No value available
2009-05-18,2.2861,
2009-05-19,2.2512,
2009-05-20,2.2609,
2009-05-21,2.2779,
2009-05-22,2.2555,
2009-05-23,.,No value available
2009-05-24,.,No value available
2009-05-25,2.2652,
2009-05-26,2.2622,
2009-05-27,2.2501,
2009-05-28,2.2223,
2009-05-29,2.2135,
2009-05-30,.,No value available
2009-05-31,.,No value available
2009-06-01,2.1916,
2009-06-02,2.1767,
2009-06-03,2.2013,
2009-06-04,2.2480,
2009-06-05,2.2263,
2009-06-06,.,No value available
2009-06-07,.,No value available
2009-06-08,2.2337,
2009-06-09,2.2385,
2009-06-10,2.2257,
2009-06-11,2.1835,
2009-06-12,2.1893,
2009-06-13,.,No value available
2009-06-14,.,No value available
2009-06-15,2.1953,
2009-06-16,2.1809,
2009-06-17,2.2077,
2009-06-18,2.1923,
2009-06-19,2.1685,
2009-06-20,.,No value available
2009-06-21,.,No value available
2009-06-22,2.1844,
2009-06-23,2.2046,
2009-06-24,2.1806,
2009-06-25,2.1870,
2009-06-26,2.1795,
2009-06-27,.,No value available
2009-06-28,.,No value available
2009-06-29,2.1673,
2009-06-30,2.1656,
2009-07-01,2.2017,
2009-07-02,2.2168,
2009-07-03,2.2119,
2009-07-04,.,No value available
2009-07-05,.,No value available
2009-07-06,2.2175,
2009-07-07,2.1996,
2009-07-08,2.2168,
2009-07-09,2.2194,
2009-07-10,2.2250,
2009-07-11,.,No value available
2009-07-12,.,No value available
2009-07-13,2.2407,
2009-07-14,2.1988,
2009-07-15,2.1780,
2009-07-16,2.1852,
2009-07-17,2.1884,
2009-07-18,.,No value available
2009-07-19,.,No value available
2009-07-20,2.1714,
2009-07-21,2.1647,
2009-07-22,2.1657,
2009-07-23,2.1579,
2009-07-24,2.1663,
2009-07-25,.,No value available
2009-07-26,.,No value available
2009-07-27,2.1697,
2009-07-28,2.1531,
2009-07-29,2.1457,
2009-07-30,2.1555,
2009-07-31,2.1578,
2009-08-01,.,No value available
2009-08-02,.,No value available
2009-08-03,2.1445,
2009-08-04,2.1609,
2009-08-05,2.1347,
2009-08-06,2.1435,
2009-08-07,2.1315,
2009-08-08,.,No value available
2009-08-09,.,No value available
2009-08-10,2.0985,
2009-08-11,2.1126,
2009-08-12,2.1294,
2009-08-13,2.1021,
2009-08-14,2.0785,
2009-08-15,.,No value available
2009-08-16,.,No value available
2009-08-17,2.1155,
2009-08-18,2.0985,
2009-08-19,2.1108,
2009-08-20,2.1055,
2009-08-21,2.1015,
2009-08-22,.,No value available
2009-08-23,.,No value available
2009-08-24,2.0865,
2009-08-25,2.0832,
2009-08-26,2.0879,
2009-08-27,2.0902,
2009-08-28,2.0908,
2009-08-29,.,No value available
2009-08-30,.,No value available
2009-08-31,2.0973,
2009-09-01,2.0953,
2009-09-02,2.1078,
2009-09-03,2.1025,
2009-09-04,2.0851,
2009-09-05,.,No value available
2009-09-06,.,No value available
2009-09-07,2.0696,
2009-09-08,2.0790,
2009-09-09,2.0819,
2009-09-10,2.0901,
2009-09-11,2.0660,
2009-09-12,.,No value available
2009-09-13,.,No value available
2009-09-14,2.0818,
2009-09-15,2.0883,
2009-09-16,2.0591,
2009-09-17,2.0708,
2009-09-18,2.0708,
2009-09-19,.,No value available
2009-09-20,.,No value available
2009-09-21,2.0830,
2009-09-22,2.0484,
2009-09-23,2.0368,
2009-09-24,2.0391,
2009-09-25,2.0462,
2009-09-26,.,No value available
2009-09-27,.,No value available
2009-09-28,2.0548,
2009-09-29,2.0361,
2009-09-30,2.0287,
2009-10-01,2.0141,
2009-10-02,2.0358,
2009-10-03,.,No value available
2009-10-04,.,No value available
2009-10-05,2.0255,
2009-10-06,2.0037,
2009-10-07,2.0025,
2009-10-08,1.9954,
2009-10-09,2.0016,
2009-10-10,.,No value available
2009-10-11,.,No value available
2009-10-12,2.0106,
2009-10-13,2.0118,
2009-10-14,2.0212,
2009-10-15,2.0027,
2009-10-16,2.0138,
2009-10-17,.,No value available
2009-10-18,.,No value available
2009-10-19,2.0001,
2009-10-20,1.9835,
2009-10-21,1.9862,
2009-10-22,1.9872,
2009-10-23,1.9872,
2009-10-24,.,No value available
2009-10-25,.,No value available
2009-10-26,1.9935,
2009-10-27,1.9897,
2009-10-28,2.0125,
2009-10-29,2.0305,
2009-10-30,2.0346,
2009-10-31,.,No value available
2009-11-01,.,No value available
2009-11-02,2.0512,
2009-11-03,2.0521,
2009-11-04,2.0413,
2009-11-05,2.0606,
2009-11-06,2.0552,
2009-11-07,.,No value available
2009-11-08,.,No value available
2009-11-09,2.0271,
2009-11-10,2.0224,
2009-11-11,2.0278,
2009-11-12,2.0287,
2009-11-13,2.0172,
2009-11-14,.,No value available
2009-11-15,.,No value available
2009-11-16,2.0102,
2009-11-17,1.9940,
2009-11-18,1.9959,
2009-11-19,2.0364,
2009-11-20,2.0530,
2009-11-21,.,No value available
2009-11-22,.,No value available
2009-11-23,2.0436,
2009-11-24,2.0541,
2009-11-25,2.0652,
2009-11-26,2.0987,
2009-11-27,2.1087,
2009-11-28,.,No value available
2009-11-29,.,No value available
2009-11-30,2.1019,
2009-12-01,2.0769,
2009-12-02,2.0742,
2009-12-03,2.0881,
2009-12-04,2.0776,
2009-12-05,.,No value available
2009-12-06,.,No value available
2009-12-07,2.0828,
2009-12-08,2.0785,
2009-12-09,2.0709,
2009-12-10,2.0236,
2009-12-11,2.0274,
2009-12-12,.,No value available
2009-12-13,.,No value available
2009-12-14,2.0197,
2009-12-15,2.0183,
2009-12-16,2.0221,
2009-12-17,2.0194,
2009-12-18,2.0227,
2009-12-19,.,No value available
2009-12-20,.,No value available
2009-12-21,2.0237,
2009-12-22,2.0294,
2009-12-23,2.0345,
2009-12-24,2.0391,
2009-12-25,.,No value available
2009-12-26,.,No value available
2009-12-27,.,No value available
2009-12-28,2.0312,
2009-12-29,2.0057,
2009-12-30,1.9969,
2009-12-31,1.9803,
2010-01-01,.,No value available
2010-01-02,.,No value available
2010-01-03,.,No value available
2010-01-04,1.9764,
2010-01-05,1.9608,
2010-01-06,1.9570,
2010-01-07,1.9536,
2010-01-08,1.9566,
2010-01-09,.,No value available
2010-01-10,.,No value available
2010-01-11,1.9594,
2010-01-12,1.9573,
2010-01-13,1.9632,
2010-01-14,1.9531,
2010-01-15,1.9497,
2010-01-16,.,No value available
2010-01-17,.,No value available
2010-01-18,1.9456,
2010-01-19,1.9440,
2010-01-20,1.9587,
2010-01-21,1.9590,
2010-01-22,1.9892,
2010-01-23,.,No value available
2010-01-24,.,No value available
2010-01-25,1.9829,
2010-01-26,1.9932,
2010-01-27,1.9866,
2010-01-28,1.9695,
2010-01-29,1.9771,
2010-01-30,.,No value available
2010-01-31,.,No value available
2010-02-01,1.9774,
2010-02-02,1.9706,
2010-02-03,1.9660,
2010-02-04,1.9879,
2010-02-05,1.9862,
2010-02-06,.,No value available
2010-02-07,.,No value available
2010-02-08,1.9914,
2010-02-09,1.9877,
2010-02-10,1.9827,
2010-02-11,1.9633,
2010-02-12,1.9560,
2010-02-13,.,No value available
2010-02-14,.,No value available
2010-02-15,1.9510,
2010-02-16,1.9419,
2010-02-17,1.9398,
2010-02-18,1.9358,
2010-02-19,1.9477,
2010-02-20,.,No value available
2010-02-21,.,No value available
2010-02-22,1.9382,
2010-02-23,1.9383,
2010-02-24,1.9588,
2010-02-25,1.9539,
2010-02-26,1.9549,
2010-02-27,.,No value available
2010-02-28,.,No value available
2010-03-01,1.9442,
2010-03-02,1.9442,
2010-03-03,1.9767,
2010-03-04,1.9826,
2010-03-05,1.9708,
2010-03-06,.,No value available
2010-03-07,.,No value available
2010-03-08,1.9457,
2010-03-09,1.9432,
2010-03-10,1.9262,
2010-03-11,1.9491,
2010-03-12,1.9578,
2010-03-13,.,No value available
2010-03-14,.,No value available
2010-03-15,1.9567,
2010-03-16,1.9477,
2010-03-17,1.9226,
2010-03-18,1.9066,
2010-03-19,1.9045,
2010-03-20,.,No value available
2010-03-21,.,No value available
2010-03-22,1.9205,
2010-03-23,1.9174,
2010-03-24,1.9030,
2010-03-25,1.8817,
2010-03-26,1.8975,
2010-03-27,.,No value available
2010-03-28,.,No value available
2010-03-29,1.8991,
2010-03-30,1.8925,
2010-03-31,1.9024,
2010-04-01,1.9129,
2010-04-02,.,No value available
2010-04-03,.,No value available
2010-04-04,.,No value available
2010-04-05,.,No value available
2010-04-06,1.9195,
2010-04-07,1.8915,
2010-04-08,1.8935,
2010-04-09,1.8798,
2010-04-10,.,No value available
2010-04-11,.,No value available
2010-04-12,1.9073,
2010-04-13,1.9060,
2010-04-14,1.9089,
2010-04-15,1.8972,
2010-04-16,1.8973,
2010-04-17,.,No value available
2010-04-18,.,No value available
2010-04-19,1.8965,
2010-04-20,1.8961,
2010-04-21,1.8811,
2010-04-22,1.8759,
2010-04-23,1.8702,
2010-04-24,.,No value available
2010-04-25,.,No value available
2010-04-26,1.8417,
2010-04-27,1.8454,
2010-04-28,1.8475,
2010-04-29,1.8339,
2010-04-30,1.8254,
2010-05-01,.,No value available
2010-05-02,.,No value available
2010-05-03,1.8140,
2010-05-04,1.8045,
2010-05-05,1.8014,
2010-05-06,1.7544,
2010-05-07,1.7867,
2010-05-08,.,No value available
2010-05-09,.,No value available
2010-05-10,1.7848,
2010-05-11,1.7725,
2010-05-12,1.7648,
2010-05-13,1.7540,
2010-05-14,1.7572,
2010-05-15,.,No value available
2010-05-16,.,No value available
2010-05-17,1.7619,
2010-05-18,1.7707,
2010-05-19,1.8111,
2010-05-20,1.8412,
2010-05-21,1.8655,
2010-05-22,.,No value available
2010-05-23,.,No value available
2010-05-24,1.8429,
2010-05-25,1.8474,
2010-05-26,1.8321,
2010-05-27,1.8252,
2010-05-28,1.8165,
2010-05-29,.,No value available
2010-05-30,.,No value available
2010-05-31,1.8120,
2010-06-01,1.8056,
2010-06-02,1.8058,
2010-06-03,1.7896,
2010-06-04,1.7737,
2010-06-05,.,No value available
2010-06-06,.,No value available
2010-06-07,1.7917,
2010-06-08,1.8039,
2010-06-09,1.7951,
2010-06-10,1.7686,
2010-06-11,1.7621,
2010-06-12,.,No value available
2010-06-13,.,No value available
2010-06-14,1.7588,
2010-06-15,1.7668,
2010-06-16,1.7651,
2010-06-17,1.7627,
2010-06-18,1.7588,
2010-06-19,.,No value available
2010-06-20,.,No value available
2010-06-21,1.7349,
2010-06-22,1.7364,
2010-06-23,1.7276,
2010-06-24,1.7425,
2010-06-25,1.7422,
2010-06-26,.,No value available
2010-06-27,.,No value available
2010-06-28,1.7407,
2010-06-29,1.7579,
2010-06-30,1.7761,
2010-07-01,1.8062,
2010-07-02,1.8056,
2010-07-03,.,No value available
2010-07-04,.,No value available
2010-07-05,1.8181,
2010-07-06,1.8112,
2010-07-07,1.8160,
2010-07-08,1.7893,
2010-07-09,1.7854,
2010-07-10,.,No value available
2010-07-11,.,No value available
2010-07-12,1.7727,
2010-07-13,1.7641,
2010-07-14,1.7697,
2010-07-15,1.7703,
2010-07-16,1.8146,
2010-07-17,.,No value available
2010-07-18,.,No value available
2010-07-19,1.8358,
2010-07-20,1.8122,
2010-07-21,1.7831,
2010-07-22,1.7835,
2010-07-23,1.7741,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,1.7756,
2010-07-27,1.7662,
2010-07-28,1.7801,
2010-07-29,1.7996,
2010-07-30,1.8013,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,1.7840,
2010-08-03,1.8030,
2010-08-04,1.8025,
2010-08-05,1.8149,
2010-08-06,1.8031,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,1.8170,
2010-08-10,1.8288,
2010-08-11,1.8074,
2010-08-12,1.8060,
2010-08-13,1.8050,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,1.8235,
2010-08-17,1.8122,
2010-08-18,1.7940,
2010-08-19,1.8047,
2010-08-20,1.8076,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,1.7897,
2010-08-24,1.7982,
2010-08-25,1.8101,
2010-08-26,1.8060,
2010-08-27,1.8020,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,1.7903,
2010-08-31,1.8187,
2010-09-01,1.8112,
2010-09-02,1.7898,
2010-09-03,1.7900,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,1.7783,
2010-09-07,1.7663,
2010-09-08,1.7626,
2010-09-09,1.7516,
2010-09-10,1.7446,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,1.7490,
2010-09-14,1.7615,
2010-09-15,1.7753,
2010-09-16,1.8057,
