"",BBEX3.D.JPY.USD.CA.AA.000,BBEX3.D.JPY.USD.CA.AA.000_FLAGS
1986-07-27,.,No value available
1986-07-28,156.90,
1986-07-29,154.50,
1986-07-30,155.00,
1986-07-31,153.55,
1986-08-01,153.05,
1986-08-02,.,No value available
1986-08-03,.,No value available
1986-08-04,151.95,
1986-08-05,153.55,
1986-08-06,154.15,
1986-08-07,152.85,
1986-08-08,153.00,
1986-08-09,.,No value available
1986-08-10,.,No value available
1986-08-11,152.70,
1986-08-12,152.75,
1986-08-13,153.50,
1986-08-14,152.60,
1986-08-15,152.30,
1986-08-16,.,No value available
1986-08-17,.,No value available
1986-08-18,152.90,
1986-08-19,153.15,
1986-08-20,151.80,
1986-08-21,152.00,
1986-08-22,152.00,
1986-08-23,.,No value available
1986-08-24,.,No value available
1986-08-25,152.90,
1986-08-26,152.75,
1986-08-27,154.05,
1986-08-28,153.90,
1986-08-29,155.10,
1986-08-30,.,No value available
1986-08-31,.,No value available
1986-09-01,152.70,
1986-09-02,153.10,
1986-09-03,153.60,
1986-09-04,154.15,
1986-09-05,154.25,
1986-09-06,.,No value available
1986-09-07,.,No value available
1986-09-08,154.40,
1986-09-09,155.25,
1986-09-10,154.55,
1986-09-11,153.90,
1986-09-12,155.20,
1986-09-13,.,No value available
1986-09-14,.,No value available
1986-09-15,.,No value available
1986-09-16,154.40,
1986-09-17,155.30,
1986-09-18,153.30,
1986-09-19,152.65,
1986-09-20,.,No value available
1986-09-21,.,No value available
1986-09-22,152.80,
1986-09-23,.,No value available
1986-09-24,153.70,
1986-09-25,153.15,
1986-09-26,153.70,
1986-09-27,.,No value available
1986-09-28,.,No value available
1986-09-29,152.55,
1986-09-30,152.60,
1986-10-01,153.30,
1986-10-02,153.00,
1986-10-03,153.10,
1986-10-04,.,No value available
1986-10-05,.,No value available
1986-10-06,153.25,
1986-10-07,153.05,
1986-10-08,153.15,
1986-10-09,153.45,
1986-10-10,.,No value available
1986-10-11,.,No value available
1986-10-12,.,No value available
1986-10-13,153.50,
1986-10-14,153.00,
1986-10-15,152.90,
1986-10-16,153.20,
1986-10-17,153.35,
1986-10-18,.,No value available
1986-10-19,.,No value available
1986-10-20,153.40,
1986-10-21,.,No value available
1986-10-22,154.10,
1986-10-23,155.00,
1986-10-24,158.00,
1986-10-25,.,No value available
1986-10-26,.,No value available
1986-10-27,160.50,
1986-10-28,159.55,
1986-10-29,158.35,
1986-10-30,159.10,
1986-10-31,160.45,
1986-11-01,.,No value available
1986-11-02,.,No value available
1986-11-03,.,No value available
1986-11-04,163.25,
1986-11-05,162.90,
1986-11-06,163.05,
1986-11-07,162.10,
1986-11-08,.,No value available
1986-11-09,.,No value available
1986-11-10,161.50,
1986-11-11,161.50,
1986-11-12,160.95,
1986-11-13,159.30,
1986-11-14,160.30,
1986-11-15,.,No value available
1986-11-16,.,No value available
1986-11-17,161.65,
1986-11-18,161.75,
1986-11-19,161.80,
1986-11-20,161.65,
1986-11-21,162.30,
1986-11-22,.,No value available
1986-11-23,.,No value available
1986-11-24,.,No value available
1986-11-25,163.05,
1986-11-26,161.55,
1986-11-27,161.90,
1986-11-28,161.55,
1986-11-29,.,No value available
1986-11-30,.,No value available
1986-12-01,160.65,
1986-12-02,161.25,
1986-12-03,161.10,
1986-12-04,160.85,
1986-12-05,161.85,
1986-12-06,.,No value available
1986-12-07,.,No value available
1986-12-08,161.55,
1986-12-09,161.35,
1986-12-10,161.70,
1986-12-11,161.60,
1986-12-12,161.85,
1986-12-13,.,No value available
1986-12-14,.,No value available
1986-12-15,162.40,
1986-12-16,162.55,
1986-12-17,163.00,
1986-12-18,162.50,
1986-12-19,162.10,
1986-12-20,.,No value available
1986-12-21,.,No value available
1986-12-22,162.10,
1986-12-23,162.00,
1986-12-24,161.10,
1986-12-25,160.45,
1986-12-26,159.80,
1986-12-27,.,No value available
1986-12-28,.,No value available
1986-12-29,158.90,
1986-12-30,158.80,
1986-12-31,159.60,
1987-01-01,.,No value available
1987-01-02,.,No value available
1987-01-03,.,No value available
1987-01-04,.,No value available
1987-01-05,157.60,
1987-01-06,157.95,
1987-01-07,157.30,
1987-01-08,157.20,
1987-01-09,156.60,
1987-01-10,.,No value available
1987-01-11,.,No value available
1987-01-12,157.25,
1987-01-13,155.60,
1987-01-14,154.75,
1987-01-15,.,No value available
1987-01-16,152.45,
1987-01-17,.,No value available
1987-01-18,.,No value available
1987-01-19,150.35,
1987-01-20,151.55,
1987-01-21,151.45,
1987-01-22,153.65,
1987-01-23,151.90,
1987-01-24,.,No value available
1987-01-25,.,No value available
1987-01-26,151.80,
1987-01-27,151.65,
1987-01-28,149.90,
1987-01-29,151.05,
1987-01-30,151.65,
1987-01-31,.,No value available
1987-02-01,.,No value available
1987-02-02,152.65,
1987-02-03,151.10,
1987-02-04,151.45,
1987-02-05,151.75,
1987-02-06,152.50,
1987-02-07,.,No value available
1987-02-08,.,No value available
1987-02-09,154.20,
1987-02-10,151.65,
1987-02-11,.,No value available
1987-02-12,153.20,
1987-02-13,153.00,
1987-02-14,.,No value available
1987-02-15,.,No value available
1987-02-16,152.75,
1987-02-17,152.35,
1987-02-18,152.40,
1987-02-19,152.90,
1987-02-20,153.00,
1987-02-21,.,No value available
1987-02-22,.,No value available
1987-02-23,152.95,
1987-02-24,152.65,
1987-02-25,152.70,
1987-02-26,152.30,
1987-02-27,152.00,
1987-02-28,.,No value available
1987-03-01,.,No value available
1987-03-02,152.40,
1987-03-03,152.65,
1987-03-04,152.45,
1987-03-05,152.70,
1987-03-06,152.65,
1987-03-07,.,No value available
1987-03-08,.,No value available
1987-03-09,152.80,
1987-03-10,152.90,
1987-03-11,152.65,
1987-03-12,152.70,
1987-03-13,152.45,
1987-03-14,.,No value available
1987-03-15,.,No value available
1987-03-16,151.65,
1987-03-17,150.45,
1987-03-18,150.90,
1987-03-19,150.90,
1987-03-20,150.50,
1987-03-21,.,No value available
1987-03-22,.,No value available
1987-03-23,150.20,
1987-03-24,148.15,
1987-03-25,148.35,
1987-03-26,148.45,
1987-03-27,148.20,
1987-03-28,.,No value available
1987-03-29,.,No value available
1987-03-30,144.00,
1987-03-31,144.85,
1987-04-01,145.60,
1987-04-02,146.25,
1987-04-03,145.00,
1987-04-04,.,No value available
1987-04-05,.,No value available
1987-04-06,145.30,
1987-04-07,144.65,
1987-04-08,144.30,
1987-04-09,144.20,
1987-04-10,142.30,
1987-04-11,.,No value available
1987-04-12,.,No value available
1987-04-13,141.20,
1987-04-14,140.90,
1987-04-15,139.90,
1987-04-16,142.50,
1987-04-17,142.10,
1987-04-18,.,No value available
1987-04-19,.,No value available
1987-04-20,141.90,
1987-04-21,141.25,
1987-04-22,141.90,
1987-04-23,140.95,
1987-04-24,138.45,
1987-04-25,.,No value available
1987-04-26,.,No value available
1987-04-27,136.80,
1987-04-28,138.05,
1987-04-29,.,No value available
1987-04-30,137.95,
1987-05-01,139.75,
1987-05-02,.,No value available
1987-05-03,.,No value available
1987-05-04,.,No value available
1987-05-05,.,No value available
1987-05-06,138.10,
1987-05-07,137.70,
1987-05-08,138.20,
1987-05-09,.,No value available
1987-05-10,.,No value available
1987-05-11,138.95,
1987-05-12,138.55,
1987-05-13,139.05,
1987-05-14,139.25,
1987-05-15,138.45,
1987-05-16,.,No value available
1987-05-17,.,No value available
1987-05-18,138.60,
1987-05-19,139.10,
1987-05-20,138.60,
1987-05-21,139.00,
1987-05-22,139.55,
1987-05-23,.,No value available
1987-05-24,.,No value available
1987-05-25,139.70,
1987-05-26,140.75,
1987-05-27,143.05,
1987-05-28,142.55,
1987-05-29,142.60,
1987-05-30,.,No value available
1987-05-31,.,No value available
1987-06-01,143.35,
1987-06-02,144.20,
1987-06-03,141.75,
1987-06-04,143.25,
1987-06-05,143.35,
1987-06-06,.,No value available
1987-06-07,.,No value available
1987-06-08,143.00,
1987-06-09,141.80,
1987-06-10,140.85,
1987-06-11,141.45,
1987-06-12,141.55,
1987-06-13,.,No value available
1987-06-14,.,No value available
1987-06-15,143.30,
1987-06-16,143.60,
1987-06-17,144.10,
1987-06-18,143.90,
1987-06-19,143.70,
1987-06-20,.,No value available
1987-06-21,.,No value available
1987-06-22,144.00,
1987-06-23,145.70,
1987-06-24,145.10,
1987-06-25,143.90,
1987-06-26,145.30,
1987-06-27,.,No value available
1987-06-28,.,No value available
1987-06-29,145.45,
1987-06-30,146.10,
1987-07-01,145.75,
1987-07-02,145.90,
1987-07-03,146.45,
1987-07-04,.,No value available
1987-07-05,.,No value available
1987-07-06,147.95,
1987-07-07,147.80,
1987-07-08,149.70,
1987-07-09,149.15,
1987-07-10,149.55,
1987-07-11,.,No value available
1987-07-12,.,No value available
1987-07-13,150.40,
1987-07-14,149.65,
1987-07-15,150.35,
1987-07-16,148.25,
1987-07-17,150.35,
1987-07-18,.,No value available
1987-07-19,.,No value available
1987-07-20,152.15,
1987-07-21,151.30,
1987-07-22,150.45,
1987-07-23,151.15,
1987-07-24,149.80,
1987-07-25,.,No value available
1987-07-26,.,No value available
1987-07-27,148.35,
1987-07-28,149.75,
1987-07-29,149.30,
1987-07-30,149.70,
1987-07-31,148.80,
1987-08-01,.,No value available
1987-08-02,.,No value available
1987-08-03,149.40,
1987-08-04,150.30,
1987-08-05,150.70,
1987-08-06,149.80,
1987-08-07,150.25,
1987-08-08,.,No value available
1987-08-09,.,No value available
1987-08-10,150.75,
1987-08-11,150.15,
1987-08-12,150.50,
1987-08-13,150.30,
1987-08-14,151.15,
1987-08-15,.,No value available
1987-08-16,.,No value available
1987-08-17,149.35,
1987-08-18,147.60,
1987-08-19,145.10,
1987-08-20,142.65,
1987-08-21,142.75,
1987-08-22,.,No value available
1987-08-23,.,No value available
1987-08-24,140.70,
1987-08-25,141.40,
1987-08-26,143.00,
1987-08-27,141.90,
1987-08-28,140.50,
1987-08-29,.,No value available
1987-08-30,.,No value available
1987-08-31,141.50,
1987-09-01,141.10,
1987-09-02,139.90,
1987-09-03,139.75,
1987-09-04,140.10,
1987-09-05,.,No value available
1987-09-06,.,No value available
1987-09-07,140.90,
1987-09-08,140.45,
1987-09-09,140.80,
1987-09-10,141.00,
1987-09-11,141.50,
1987-09-12,.,No value available
1987-09-13,.,No value available
1987-09-14,142.75,
1987-09-15,.,No value available
1987-09-16,142.80,
1987-09-17,143.25,
1987-09-18,142.20,
1987-09-19,.,No value available
1987-09-20,.,No value available
1987-09-21,142.30,
1987-09-22,142.40,
1987-09-23,.,No value available
1987-09-24,143.15,
1987-09-25,142.35,
1987-09-26,.,No value available
1987-09-27,.,No value available
1987-09-28,143.20,
1987-09-29,143.80,
1987-09-30,145.55,
1987-10-01,146.35,
1987-10-02,145.55,
1987-10-03,.,No value available
1987-10-04,.,No value available
1987-10-05,146.05,
1987-10-06,145.70,
1987-10-07,145.55,
1987-10-08,144.45,
1987-10-09,143.10,
1987-10-10,.,No value available
1987-10-11,.,No value available
1987-10-12,142.50,
1987-10-13,142.50,
1987-10-14,143.10,
1987-10-15,141.70,
1987-10-16,141.45,
1987-10-17,.,No value available
1987-10-18,.,No value available
1987-10-19,140.00,
1987-10-20,142.05,
1987-10-21,143.05,
1987-10-22,143.50,
1987-10-23,143.20,
1987-10-24,142.36,
1987-10-25,.,No value available
1987-10-26,140.80,
1987-10-27,141.10,
1987-10-28,140.10,
1987-10-29,137.25,
1987-10-30,138.25,
1987-10-31,.,No value available
1987-11-01,.,No value available
1987-11-02,136.65,
1987-11-03,.,No value available
1987-11-04,136.10,
1987-11-05,135.25,
1987-11-06,133.80,
1987-11-07,.,No value available
1987-11-08,.,No value available
1987-11-09,133.90,
1987-11-10,133.40,
1987-11-11,133.55,
1987-11-12,133.75,
1987-11-13,135.00,
1987-11-14,.,No value available
1987-11-15,.,No value available
1987-11-16,135.55,
1987-11-17,135.25,
1987-11-18,134.65,
1987-11-19,133.80,
1987-11-20,134.55,
1987-11-21,.,No value available
1987-11-22,.,No value available
1987-11-23,.,No value available
1987-11-24,134.05,
1987-11-25,133.75,
1987-11-26,133.80,
1987-11-27,133.10,
1987-11-28,.,No value available
1987-11-29,.,No value available
1987-11-30,131.85,
1987-12-01,131.35,
1987-12-02,132.15,
1987-12-03,131.70,
1987-12-04,132.30,
1987-12-05,.,No value available
1987-12-06,.,No value available
1987-12-07,131.70,
1987-12-08,132.05,
1987-12-09,131.65,
1987-12-10,131.30,
1987-12-11,127.45,
1987-12-12,.,No value available
1987-12-13,.,No value available
1987-12-14,127.25,
1987-12-15,126.95,
1987-12-16,126.45,
1987-12-17,125.25,
1987-12-18,124.90,
1987-12-19,.,No value available
1987-12-20,.,No value available
1987-12-21,126.30,
1987-12-22,125.55,
1987-12-23,125.75,
1987-12-24,125.75,
1987-12-25,124.80,
1987-12-26,.,No value available
1987-12-27,.,No value available
1987-12-28,122.55,
1987-12-29,122.55,
1987-12-30,122.75,
1987-12-31,122.05,
1988-01-01,.,No value available
1988-01-02,.,No value available
1988-01-03,.,No value available
1988-01-04,120.15,
1988-01-05,122.95,
1988-01-06,126.40,
1988-01-07,129.05,
1988-01-08,128.55,
1988-01-09,.,No value available
1988-01-10,.,No value available
1988-01-11,127.50,
1988-01-12,127.45,
1988-01-13,126.45,
1988-01-14,126.05,
1988-01-15,.,No value available
1988-01-16,.,No value available
1988-01-17,.,No value available
1988-01-18,130.30,
1988-01-19,128.80,
1988-01-20,127.70,
1988-01-21,126.60,
1988-01-22,126.55,
1988-01-23,.,No value available
1988-01-24,.,No value available
1988-01-25,126.65,
1988-01-26,127.05,
1988-01-27,126.50,
1988-01-28,126.00,
1988-01-29,126.30,
1988-01-30,.,No value available
1988-01-31,.,No value available
1988-02-01,127.65,
1988-02-02,127.80,
1988-02-03,126.95,
1988-02-04,127.40,
1988-02-05,127.30,
1988-02-06,.,No value available
1988-02-07,.,No value available
1988-02-08,128.20,
1988-02-09,128.00,
1988-02-10,128.15,
1988-02-11,.,No value available
1988-02-12,128.45,
1988-02-13,.,No value available
1988-02-14,.,No value available
1988-02-15,130.30,
1988-02-16,129.40,
1988-02-17,129.40,
1988-02-18,129.15,
1988-02-19,129.45,
1988-02-20,.,No value available
1988-02-21,.,No value available
1988-02-22,129.00,
1988-02-23,128.15,
1988-02-24,127.85,
1988-02-25,127.35,
1988-02-26,127.60,
1988-02-27,.,No value available
1988-02-28,.,No value available
1988-02-29,127.10,
1988-03-01,127.45,
1988-03-02,127.45,
1988-03-03,128.20,
1988-03-04,128.30,
1988-03-05,.,No value available
1988-03-06,.,No value available
1988-03-07,127.80,
1988-03-08,126.95,
1988-03-09,126.85,
1988-03-10,127.40,
1988-03-11,127.00,
1988-03-12,.,No value available
1988-03-13,.,No value available
1988-03-14,126.30,
1988-03-15,125.85,
1988-03-16,126.45,
1988-03-17,126.75,
1988-03-18,127.50,
1988-03-19,.,No value available
1988-03-20,.,No value available
1988-03-21,.,No value available
1988-03-22,126.00,
1988-03-23,126.10,
1988-03-24,125.75,
1988-03-25,124.35,
1988-03-26,.,No value available
1988-03-27,.,No value available
1988-03-28,123.50,
1988-03-29,123.25,
1988-03-30,124.70,
1988-03-31,124.35,
1988-04-01,123.50,
1988-04-02,.,No value available
1988-04-03,.,No value available
1988-04-04,122.55,
1988-04-05,123.40,
1988-04-06,124.25,
1988-04-07,124.65,
1988-04-08,124.65,
1988-04-09,.,No value available
1988-04-10,.,No value available
1988-04-11,124.75,
1988-04-12,125.60,
1988-04-13,125.95,
1988-04-14,125.25,
1988-04-15,123.20,
1988-04-16,.,No value available
1988-04-17,.,No value available
1988-04-18,122.75,
1988-04-19,123.40,
1988-04-20,123.00,
1988-04-21,123.35,
1988-04-22,123.40,
1988-04-23,.,No value available
1988-04-24,.,No value available
1988-04-25,124.05,
1988-04-26,123.70,
1988-04-27,124.10,
1988-04-28,124.00,
1988-04-29,.,No value available
1988-04-30,.,No value available
1988-05-01,.,No value available
1988-05-02,124.30,
1988-05-03,.,No value available
1988-05-04,.,No value available
1988-05-05,.,No value available
1988-05-06,123.95,
1988-05-07,.,No value available
1988-05-08,.,No value available
1988-05-09,123.70,
1988-05-10,123.80,
1988-05-11,123.35,
1988-05-12,123.45,
1988-05-13,123.70,
1988-05-14,.,No value available
1988-05-15,.,No value available
1988-05-16,123.80,
1988-05-17,123.95,
1988-05-18,124.55,
1988-05-19,123.95,
1988-05-20,123.90,
1988-05-21,.,No value available
1988-05-22,.,No value available
1988-05-23,123.75,
1988-05-24,123.45,
1988-05-25,123.20,
1988-05-26,123.50,
1988-05-27,123.65,
1988-05-28,.,No value available
1988-05-29,.,No value available
1988-05-30,124.00,
1988-05-31,124.25,
1988-06-01,124.30,
1988-06-02,124.75,
1988-06-03,125.25,
1988-06-04,.,No value available
1988-06-05,.,No value available
1988-06-06,125.40,
1988-06-07,124.70,
1988-06-08,124.30,
1988-06-09,124.55,
1988-06-10,123.75,
1988-06-11,.,No value available
1988-06-12,.,No value available
1988-06-13,124.10,
1988-06-14,124.20,
1988-06-15,125.55,
1988-06-16,125.25,
1988-06-17,124.80,
1988-06-18,.,No value available
1988-06-19,.,No value available
1988-06-20,125.00,
1988-06-21,125.30,
1988-06-22,126.00,
1988-06-23,127.85,
1988-06-24,127.85,
1988-06-25,.,No value available
1988-06-26,.,No value available
1988-06-27,130.35,
1988-06-28,129.80,
1988-06-29,131.70,
1988-06-30,131.55,
1988-07-01,132.80,
1988-07-02,.,No value available
1988-07-03,.,No value available
1988-07-04,133.95,
1988-07-05,133.95,
1988-07-06,132.70,
1988-07-07,131.70,
1988-07-08,131.50,
1988-07-09,.,No value available
1988-07-10,.,No value available
1988-07-11,132.60,
1988-07-12,132.10,
1988-07-13,131.40,
1988-07-14,131.85,
1988-07-15,132.50,
1988-07-16,.,No value available
1988-07-17,.,No value available
1988-07-18,134.25,
1988-07-19,133.20,
1988-07-20,132.15,
1988-07-21,132.80,
1988-07-22,130.85,
1988-07-23,.,No value available
1988-07-24,.,No value available
1988-07-25,129.50,
1988-07-26,131.30,
1988-07-27,131.50,
1988-07-28,130.95,
1988-07-29,131.55,
1988-07-30,.,No value available
1988-07-31,.,No value available
1988-08-01,132.20,
1988-08-02,131.65,
1988-08-03,131.95,
1988-08-04,131.80,
1988-08-05,132.25,
1988-08-06,.,No value available
1988-08-07,.,No value available
1988-08-08,132.80,
1988-08-09,132.70,
1988-08-10,133.90,
1988-08-11,132.85,
1988-08-12,132.30,
1988-08-13,.,No value available
1988-08-14,.,No value available
1988-08-15,131.75,
1988-08-16,132.20,
1988-08-17,132.30,
1988-08-18,133.05,
1988-08-19,132.40,
1988-08-20,.,No value available
1988-08-21,.,No value available
1988-08-22,132.90,
1988-08-23,132.90,
1988-08-24,133.40,
1988-08-25,133.00,
1988-08-26,132.50,
1988-08-27,.,No value available
1988-08-28,.,No value available
1988-08-29,133.05,
1988-08-30,133.50,
1988-08-31,134.10,
1988-09-01,135.30,
1988-09-02,135.55,
1988-09-03,.,No value available
1988-09-04,.,No value available
1988-09-05,135.30,
1988-09-06,135.20,
1988-09-07,133.60,
1988-09-08,132.85,
1988-09-09,132.35,
1988-09-10,.,No value available
1988-09-11,.,No value available
1988-09-12,132.70,
1988-09-13,132.20,
1988-09-14,132.45,
1988-09-15,.,No value available
1988-09-16,132.70,
1988-09-17,.,No value available
1988-09-18,.,No value available
1988-09-19,133.05,
1988-09-20,132.70,
1988-09-21,133.10,
1988-09-22,133.50,
1988-09-23,.,No value available
1988-09-24,.,No value available
1988-09-25,.,No value available
1988-09-26,133.75,
1988-09-27,133.60,
1988-09-28,133.70,
1988-09-29,132.95,
1988-09-30,133.45,
1988-10-01,.,No value available
1988-10-02,.,No value available
1988-10-03,132.95,
1988-10-04,132.45,
1988-10-05,132.45,
1988-10-06,132.45,
1988-10-07,132.65,
1988-10-08,.,No value available
1988-10-09,.,No value available
1988-10-10,.,No value available
1988-10-11,130.75,
1988-10-12,130.20,
1988-10-13,126.85,
1988-10-14,126.75,
1988-10-15,.,No value available
1988-10-16,.,No value available
1988-10-17,125.65,
1988-10-18,126.40,
1988-10-19,126.25,
1988-10-20,126.40,
1988-10-21,125.75,
1988-10-22,.,No value available
1988-10-23,.,No value available
1988-10-24,125.40,
1988-10-25,126.20,
1988-10-26,125.80,
1988-10-27,125.00,
1988-10-28,125.30,
1988-10-29,.,No value available
1988-10-30,.,No value available
1988-10-31,124.80,
1988-11-01,124.85,
1988-11-02,123.70,
1988-11-03,.,No value available
1988-11-04,123.85,
1988-11-05,.,No value available
1988-11-06,.,No value available
1988-11-07,124.30,
1988-11-08,123.55,
1988-11-09,124.70,
1988-11-10,122.95,
1988-11-11,122.80,
1988-11-12,.,No value available
1988-11-13,.,No value available
1988-11-14,121.65,
1988-11-15,122.65,
1988-11-16,122.50,
1988-11-17,120.95,
1988-11-18,121.25,
1988-11-19,.,No value available
1988-11-20,.,No value available
1988-11-21,121.60,
1988-11-22,120.75,
1988-11-23,.,No value available
1988-11-24,120.20,
1988-11-25,119.85,
1988-11-26,.,No value available
1988-11-27,.,No value available
1988-11-28,120.70,
1988-11-29,121.40,
1988-11-30,120.80,
1988-12-01,120.50,
1988-12-02,120.75,
1988-12-03,.,No value available
1988-12-04,.,No value available
1988-12-05,120.50,
1988-12-06,120.55,
1988-12-07,120.95,
1988-12-08,122.30,
1988-12-09,121.40,
1988-12-10,.,No value available
1988-12-11,.,No value available
1988-12-12,121.90,
1988-12-13,122.10,
1988-12-14,122.40,
1988-12-15,122.05,
1988-12-16,122.95,
1988-12-17,.,No value available
1988-12-18,.,No value available
1988-12-19,123.30,
1988-12-20,123.40,
1988-12-21,123.80,
1988-12-22,123.50,
1988-12-23,123.95,
1988-12-24,.,No value available
1988-12-25,.,No value available
1988-12-26,123.90,
1988-12-27,123.85,
1988-12-28,124.20,
1988-12-29,124.60,
1988-12-30,125.00,
1988-12-31,.,No value available
1989-01-01,.,No value available
1989-01-02,.,No value available
1989-01-03,.,No value available
1989-01-04,123.00,
1989-01-05,124.05,
1989-01-06,125.00,
1989-01-07,.,No value available
1989-01-08,.,No value available
1989-01-09,125.20,
1989-01-10,124.80,
1989-01-11,125.75,
1989-01-12,125.20,
1989-01-13,125.80,
1989-01-14,.,No value available
1989-01-15,.,No value available
1989-01-16,.,No value available
1989-01-17,127.10,
1989-01-18,126.70,
1989-01-19,127.50,
1989-01-20,127.55,
1989-01-21,.,No value available
1989-01-22,.,No value available
1989-01-23,126.90,
1989-01-24,126.55,
1989-01-25,126.80,
1989-01-26,126.50,
1989-01-27,127.70,
1989-01-28,.,No value available
1989-01-29,.,No value available
1989-01-30,128.75,
1989-01-31,128.55,
1989-02-01,129.45,
1989-02-02,128.95,
1989-02-03,128.40,
1989-02-04,.,No value available
1989-02-05,.,No value available
1989-02-06,128.90,
1989-02-07,128.40,
1989-02-08,128.45,
1989-02-09,128.45,
1989-02-10,126.80,
1989-02-11,.,No value available
1989-02-12,.,No value available
1989-02-13,127.50,
1989-02-14,126.80,
1989-02-15,125.15,
1989-02-16,125.60,
1989-02-17,124.70,
1989-02-18,.,No value available
1989-02-19,.,No value available
1989-02-20,124.45,
1989-02-21,126.20,
1989-02-22,125.80,
1989-02-23,125.35,
1989-02-24,.,No value available
1989-02-25,.,No value available
1989-02-26,.,No value available
1989-02-27,124.95,
1989-02-28,126.15,
1989-03-01,126.15,
1989-03-02,127.40,
1989-03-03,127.40,
1989-03-04,.,No value available
1989-03-05,.,No value available
1989-03-06,126.70,
1989-03-07,128.10,
1989-03-08,127.85,
1989-03-09,128.25,
1989-03-10,128.15,
1989-03-11,.,No value available
1989-03-12,.,No value available
1989-03-13,128.60,
1989-03-14,129.30,
1989-03-15,128.90,
1989-03-16,129.80,
1989-03-17,130.25,
1989-03-18,.,No value available
1989-03-19,.,No value available
1989-03-20,130.85,
1989-03-21,.,No value available
1989-03-22,130.30,
1989-03-23,129.75,
1989-03-24,130.45,
1989-03-25,.,No value available
1989-03-26,.,No value available
1989-03-27,130.80,
1989-03-28,132.10,
1989-03-29,132.45,
1989-03-30,132.25,
1989-03-31,131.20,
1989-04-01,.,No value available
1989-04-02,.,No value available
1989-04-03,131.90,
1989-04-04,130.90,
1989-04-05,130.50,
1989-04-06,130.85,
1989-04-07,131.20,
1989-04-08,.,No value available
1989-04-09,.,No value available
1989-04-10,131.60,
1989-04-11,131.85,
1989-04-12,131.65,
1989-04-13,132.10,
1989-04-14,131.20,
1989-04-15,.,No value available
1989-04-16,.,No value available
1989-04-17,130.85,
1989-04-18,131.15,
1989-04-19,130.60,
1989-04-20,131.40,
1989-04-21,130.75,
1989-04-22,.,No value available
1989-04-23,.,No value available
1989-04-24,130.35,
1989-04-25,130.45,
1989-04-26,130.40,
1989-04-27,131.05,
1989-04-28,131.50,
1989-04-29,.,No value available
1989-04-30,.,No value available
1989-05-01,132.30,
1989-05-02,132.90,
1989-05-03,.,No value available
1989-05-04,.,No value available
1989-05-05,.,No value available
1989-05-06,.,No value available
1989-05-07,.,No value available
1989-05-08,133.70,
1989-05-09,134.10,
1989-05-10,133.40,
1989-05-11,133.45,
1989-05-12,134.70,
1989-05-13,.,No value available
1989-05-14,.,No value available
1989-05-15,135.80,
1989-05-16,136.60,
1989-05-17,136.15,
1989-05-18,138.30,
1989-05-19,137.55,
1989-05-20,.,No value available
1989-05-21,.,No value available
1989-05-22,138.50,
1989-05-23,141.45,
1989-05-24,142.35,
1989-05-25,141.15,
1989-05-26,140.00,
1989-05-27,.,No value available
1989-05-28,.,No value available
1989-05-29,142.10,
1989-05-30,142.90,
1989-05-31,141.85,
1989-06-01,141.95,
1989-06-02,141.10,
1989-06-03,.,No value available
1989-06-04,.,No value available
1989-06-05,139.70,
1989-06-06,141.30,
1989-06-07,141.65,
1989-06-08,141.90,
1989-06-09,142.55,
1989-06-10,.,No value available
1989-06-11,.,No value available
1989-06-12,146.70,
1989-06-13,148.15,
1989-06-14,147.25,
1989-06-15,149.55,
1989-06-16,143.70,
1989-06-17,.,No value available
1989-06-18,.,No value available
1989-06-19,143.25,
1989-06-20,142.60,
1989-06-21,143.85,
1989-06-22,139.95,
1989-06-23,139.00,
1989-06-24,.,No value available
1989-06-25,.,No value available
1989-06-26,139.10,
1989-06-27,140.00,
1989-06-28,141.15,
1989-06-29,142.05,
1989-06-30,143.30,
1989-07-01,.,No value available
1989-07-02,.,No value available
1989-07-03,143.45,
1989-07-04,139.70,
1989-07-05,139.65,
1989-07-06,137.30,
1989-07-07,138.20,
1989-07-08,.,No value available
1989-07-09,.,No value available
1989-07-10,138.25,
1989-07-11,138.70,
1989-07-12,139.90,
1989-07-13,138.65,
1989-07-14,138.55,
1989-07-15,.,No value available
1989-07-16,.,No value available
1989-07-17,140.20,
1989-07-18,140.55,
1989-07-19,141.15,
1989-07-20,141.75,
1989-07-21,140.75,
1989-07-22,.,No value available
1989-07-23,.,No value available
1989-07-24,142.25,
1989-07-25,141.30,
1989-07-26,140.55,
1989-07-27,138.35,
1989-07-28,138.60,
1989-07-29,.,No value available
1989-07-30,.,No value available
1989-07-31,138.00,
1989-08-01,135.30,
1989-08-02,134.80,
1989-08-03,135.65,
1989-08-04,136.45,
1989-08-05,.,No value available
1989-08-06,.,No value available
1989-08-07,138.60,
1989-08-08,138.45,
1989-08-09,137.60,
1989-08-10,137.95,
1989-08-11,139.00,
1989-08-12,.,No value available
1989-08-13,.,No value available
1989-08-14,140.70,
1989-08-15,141.50,
1989-08-16,140.60,
1989-08-17,141.40,
1989-08-18,142.55,
1989-08-19,.,No value available
1989-08-20,.,No value available
1989-08-21,142.15,
1989-08-22,141.90,
1989-08-23,141.45,
1989-08-24,142.50,
1989-08-25,142.55,
1989-08-26,.,No value available
1989-08-27,.,No value available
1989-08-28,143.30,
1989-08-29,143.35,
1989-08-30,142.15,
1989-08-31,143.30,
