"",BBEX3.D.AUD.EUR.BB.AC.000,BBEX3.D.AUD.EUR.BB.AC.000_FLAGS
2004-11-03,1.6941,
2004-11-04,1.6992,
2004-11-05,1.6967,
2004-11-06,.,No value available
2004-11-07,.,No value available
2004-11-08,1.7031,
2004-11-09,1.7049,
2004-11-10,1.7005,
2004-11-11,1.6974,
2004-11-12,1.6861,
2004-11-13,.,No value available
2004-11-14,.,No value available
2004-11-15,1.6767,
2004-11-16,1.6780,
2004-11-17,1.6709,
2004-11-18,1.6685,
2004-11-19,1.6645,
2004-11-20,.,No value available
2004-11-21,.,No value available
2004-11-22,1.6657,
2004-11-23,1.6630,
2004-11-24,1.6687,
2004-11-25,1.6703,
2004-11-26,1.6821,
2004-11-27,.,No value available
2004-11-28,.,No value available
2004-11-29,1.6890,
2004-11-30,1.7147,
2004-12-01,1.7236,
2004-12-02,1.7071,
2004-12-03,1.7204,
2004-12-04,.,No value available
2004-12-05,.,No value available
2004-12-06,1.7310,
2004-12-07,1.7319,
2004-12-08,1.7586,
2004-12-09,1.7639,
2004-12-10,1.7609,
2004-12-11,.,No value available
2004-12-12,.,No value available
2004-12-13,1.7505,
2004-12-14,1.7494,
2004-12-15,1.7561,
2004-12-16,1.7516,
2004-12-17,1.7479,
2004-12-18,.,No value available
2004-12-19,.,No value available
2004-12-20,1.7516,
2004-12-21,1.7476,
2004-12-22,1.7442,
2004-12-23,1.7580,
2004-12-24,1.7587,
2004-12-25,.,No value available
2004-12-26,.,No value available
2004-12-27,1.7526,
2004-12-28,1.7495,
2004-12-29,1.7477,
2004-12-30,1.7539,
2004-12-31,1.7459,
2005-01-01,.,No value available
2005-01-02,.,No value available
2005-01-03,1.7329,
2005-01-04,1.7300,
2005-01-05,1.7354,
2005-01-06,1.7314,
2005-01-07,1.7301,
2005-01-08,.,No value available
2005-01-09,.,No value available
2005-01-10,1.7256,
2005-01-11,1.7260,
2005-01-12,1.7326,
2005-01-13,1.7283,
2005-01-14,1.7242,
2005-01-15,.,No value available
2005-01-16,.,No value available
2005-01-17,1.7243,
2005-01-18,1.7285,
2005-01-19,1.7145,
2005-01-20,1.7080,
2005-01-21,1.6979,
2005-01-22,.,No value available
2005-01-23,.,No value available
2005-01-24,1.6995,
2005-01-25,1.6988,
2005-01-26,1.6879,
2005-01-27,1.6847,
2005-01-28,1.6847,
2005-01-29,.,No value available
2005-01-30,.,No value available
2005-01-31,1.6826,
2005-02-01,1.6896,
2005-02-02,1.6864,
2005-02-03,1.6800,
2005-02-04,1.6835,
2005-02-05,.,No value available
2005-02-06,.,No value available
2005-02-07,1.6614,
2005-02-08,1.6708,
2005-02-09,1.6647,
2005-02-10,1.6477,
2005-02-11,1.6438,
2005-02-12,.,No value available
2005-02-13,.,No value available
2005-02-14,1.6471,
2005-02-15,1.6574,
2005-02-16,1.6626,
2005-02-17,1.6597,
2005-02-18,1.6590,
2005-02-19,.,No value available
2005-02-20,.,No value available
2005-02-21,1.6558,
2005-02-22,1.6639,
2005-02-23,1.6695,
2005-02-24,1.6816,
2005-02-25,1.6824,
2005-02-26,.,No value available
2005-02-27,.,No value available
2005-02-28,1.6730,
2005-03-01,1.6771,
2005-03-02,1.6792,
2005-03-03,1.6746,
2005-03-04,1.6715,
2005-03-05,.,No value available
2005-03-06,.,No value available
2005-03-07,1.6682,
2005-03-08,1.6655,
2005-03-09,1.6855,
2005-03-10,1.6938,
2005-03-11,1.6944,
2005-03-12,.,No value available
2005-03-13,.,No value available
2005-03-14,1.6995,
2005-03-15,1.6911,
2005-03-16,1.6906,
2005-03-17,1.6876,
2005-03-18,1.6802,
2005-03-19,.,No value available
2005-03-20,.,No value available
2005-03-21,1.6751,
2005-03-22,1.6709,
2005-03-23,1.6790,
2005-03-24,1.6803,
2005-03-25,.,No value available
2005-03-26,.,No value available
2005-03-27,.,No value available
2005-03-28,.,No value available
2005-03-29,1.6736,
2005-03-30,1.6790,
2005-03-31,1.6763,
2005-04-01,1.6803,
2005-04-02,.,No value available
2005-04-03,.,No value available
2005-04-04,1.6777,
2005-04-05,1.6758,
2005-04-06,1.6804,
2005-04-07,1.6798,
2005-04-08,1.6717,
2005-04-09,.,No value available
2005-04-10,.,No value available
2005-04-11,1.6745,
2005-04-12,1.6738,
2005-04-13,1.6598,
2005-04-14,1.6598,
2005-04-15,1.6717,
2005-04-16,.,No value available
2005-04-17,.,No value available
2005-04-18,1.6900,
2005-04-19,1.6947,
2005-04-20,1.6840,
2005-04-21,1.6872,
2005-04-22,1.6773,
2005-04-23,.,No value available
2005-04-24,.,No value available
2005-04-25,1.6637,
2005-04-26,1.6661,
2005-04-27,1.6654,
2005-04-28,1.6591,
2005-04-29,1.6565,
2005-04-30,.,No value available
2005-05-01,.,No value available
2005-05-02,1.6481,
2005-05-03,1.6625,
2005-05-04,1.6652,
2005-05-05,1.6589,
2005-05-06,1.6622,
2005-05-07,.,No value available
2005-05-08,.,No value available
2005-05-09,1.6588,
2005-05-10,1.6615,
2005-05-11,1.6543,
2005-05-12,1.6565,
2005-05-13,1.6581,
2005-05-14,.,No value available
2005-05-15,.,No value available
2005-05-16,1.6698,
2005-05-17,1.6701,
2005-05-18,1.6690,
2005-05-19,1.6669,
2005-05-20,1.6636,
2005-05-21,.,No value available
2005-05-22,.,No value available
2005-05-23,1.6599,
2005-05-24,1.6527,
2005-05-25,1.6528,
2005-05-26,1.6473,
2005-05-27,1.6475,
2005-05-28,.,No value available
2005-05-29,.,No value available
2005-05-30,1.6386,
2005-05-31,1.6309,
2005-06-01,1.6347,
2005-06-02,1.6305,
2005-06-03,1.6241,
2005-06-04,.,No value available
2005-06-05,.,No value available
2005-06-06,1.6104,
2005-06-07,1.6010,
2005-06-08,1.6013,
2005-06-09,1.5946,
2005-06-10,1.5952,
2005-06-11,.,No value available
2005-06-12,.,No value available
2005-06-13,1.5860,
2005-06-14,1.5830,
2005-06-15,1.5757,
2005-06-16,1.5738,
2005-06-17,1.5670,
2005-06-18,.,No value available
2005-06-19,.,No value available
2005-06-20,1.5695,
2005-06-21,1.5617,
2005-06-22,1.5601,
2005-06-23,1.5593,
2005-06-24,1.5647,
2005-06-25,.,No value available
2005-06-26,.,No value available
2005-06-27,1.5815,
2005-06-28,1.5790,
2005-06-29,1.5828,
2005-06-30,1.5885,
2005-07-01,1.5960,
2005-07-02,.,No value available
2005-07-03,.,No value available
2005-07-04,1.5876,
2005-07-05,1.6039,
2005-07-06,1.6050,
2005-07-07,1.6094,
2005-07-08,1.6089,
2005-07-09,.,No value available
2005-07-10,.,No value available
2005-07-11,1.6129,
2005-07-12,1.6143,
2005-07-13,1.6176,
2005-07-14,1.6062,
2005-07-15,1.6087,
2005-07-16,.,No value available
2005-07-17,.,No value available
2005-07-18,1.6108,
2005-07-19,1.5985,
2005-07-20,1.6002,
2005-07-21,1.5942,
2005-07-22,1.5859,
2005-07-23,.,No value available
2005-07-24,.,No value available
2005-07-25,1.5857,
2005-07-26,1.5814,
2005-07-27,1.5889,
2005-07-28,1.5976,
2005-07-29,1.5904,
2005-07-30,.,No value available
2005-07-31,.,No value available
2005-08-01,1.6057,
2005-08-02,1.5979,
2005-08-03,1.6001,
2005-08-04,1.5990,
2005-08-05,1.6069,
2005-08-06,.,No value available
2005-08-07,.,No value available
2005-08-08,1.6145,
2005-08-09,1.6246,
2005-08-10,1.6207,
2005-08-11,1.6103,
2005-08-12,1.6105,
2005-08-13,.,No value available
2005-08-14,.,No value available
2005-08-15,1.6036,
2005-08-16,1.6040,
2005-08-17,1.6103,
2005-08-18,1.6169,
2005-08-19,1.6199,
2005-08-20,.,No value available
2005-08-21,.,No value available
2005-08-22,1.6177,
2005-08-23,1.6194,
2005-08-24,1.6180,
2005-08-25,1.6173,
2005-08-26,1.6209,
2005-08-27,.,No value available
2005-08-28,.,No value available
2005-08-29,1.6292,
2005-08-30,1.6299,
2005-08-31,1.6343,
2005-09-01,1.6374,
2005-09-02,1.6411,
2005-09-03,.,No value available
2005-09-04,.,No value available
2005-09-05,1.6329,
2005-09-06,1.6271,
2005-09-07,1.6224,
2005-09-08,1.6129,
2005-09-09,1.6070,
2005-09-10,.,No value available
2005-09-11,.,No value available
2005-09-12,1.5945,
2005-09-13,1.5988,
2005-09-14,1.5953,
2005-09-15,1.5890,
2005-09-16,1.5933,
2005-09-17,.,No value available
2005-09-18,.,No value available
2005-09-19,1.5887,
2005-09-20,1.5768,
2005-09-21,1.5834,
2005-09-22,1.5909,
2005-09-23,1.5935,
2005-09-24,.,No value available
2005-09-25,.,No value available
2005-09-26,1.5919,
2005-09-27,1.5907,
2005-09-28,1.5858,
2005-09-29,1.5831,
2005-09-30,1.5828,
2005-10-01,.,No value available
2005-10-02,.,No value available
2005-10-03,1.5653,
2005-10-04,1.5627,
2005-10-05,1.5726,
2005-10-06,1.5929,
2005-10-07,1.6016,
2005-10-08,.,No value available
2005-10-09,.,No value available
2005-10-10,1.5929,
2005-10-11,1.5929,
2005-10-12,1.5927,
2005-10-13,1.5993,
2005-10-14,1.5982,
2005-10-15,.,No value available
2005-10-16,.,No value available
2005-10-17,1.6024,
2005-10-18,1.5997,
2005-10-19,1.5961,
2005-10-20,1.5919,
2005-10-21,1.6005,
2005-10-22,.,No value available
2005-10-23,.,No value available
2005-10-24,1.5969,
2005-10-25,1.5976,
2005-10-26,1.5981,
2005-10-27,1.5983,
2005-10-28,1.6114,
2005-10-29,.,No value available
2005-10-30,.,No value available
2005-10-31,1.6037,
2005-11-01,1.6090,
2005-11-02,1.6192,
2005-11-03,1.6222,
2005-11-04,1.6207,
2005-11-05,.,No value available
2005-11-06,.,No value available
2005-11-07,1.6138,
2005-11-08,1.6055,
2005-11-09,1.5995,
2005-11-10,1.6041,
2005-11-11,1.5989,
2005-11-12,.,No value available
2005-11-13,.,No value available
2005-11-14,1.6070,
2005-11-15,1.6020,
2005-11-16,1.6026,
2005-11-17,1.5944,
2005-11-18,1.5966,
2005-11-19,.,No value available
2005-11-20,.,No value available
2005-11-21,1.6022,
2005-11-22,1.5965,
2005-11-23,1.5988,
2005-11-24,1.5939,
2005-11-25,1.5975,
2005-11-26,.,No value available
2005-11-27,.,No value available
2005-11-28,1.5949,
2005-11-29,1.5933,
2005-11-30,1.5925,
2005-12-01,1.5852,
2005-12-02,1.5720,
2005-12-03,.,No value available
2005-12-04,.,No value available
2005-12-05,1.5698,
2005-12-06,1.5644,
2005-12-07,1.5686,
2005-12-08,1.5762,
2005-12-09,1.5709,
2005-12-10,.,No value available
2005-12-11,.,No value available
2005-12-12,1.5831,
2005-12-13,1.5822,
2005-12-14,1.5892,
2005-12-15,1.6026,
2005-12-16,1.6122,
2005-12-17,.,No value available
2005-12-18,.,No value available
2005-12-19,1.6110,
2005-12-20,1.6181,
2005-12-21,1.6184,
2005-12-22,1.6171,
2005-12-23,1.6270,
2005-12-24,.,No value available
2005-12-25,.,No value available
2005-12-26,.,No value available
2005-12-27,1.6261,
2005-12-28,1.6320,
2005-12-29,1.6197,
2005-12-30,1.6109,
2005-12-31,.,No value available
2006-01-01,.,No value available
2006-01-02,1.6125,
2006-01-03,1.6145,
2006-01-04,1.6243,
2006-01-05,1.6206,
2006-01-06,1.6174,
2006-01-07,.,No value available
2006-01-08,.,No value available
2006-01-09,1.6077,
2006-01-10,1.6045,
2006-01-11,1.6061,
2006-01-12,1.6059,
2006-01-13,1.6040,
2006-01-14,.,No value available
2006-01-15,.,No value available
2006-01-16,1.6066,
2006-01-17,1.6045,
2006-01-18,1.6181,
2006-01-19,1.6217,
2006-01-20,1.6129,
2006-01-21,.,No value available
2006-01-22,.,No value available
2006-01-23,1.6287,
2006-01-24,1.6363,
2006-01-25,1.6273,
2006-01-26,1.6223,
2006-01-27,1.6188,
2006-01-28,.,No value available
2006-01-29,.,No value available
2006-01-30,1.6118,
2006-01-31,1.6070,
2006-02-01,1.6042,
2006-02-02,1.6029,
2006-02-03,1.6037,
2006-02-04,.,No value available
2006-02-05,.,No value available
2006-02-06,1.6051,
2006-02-07,1.6123,
2006-02-08,1.6195,
2006-02-09,1.6212,
2006-02-10,1.6140,
2006-02-11,.,No value available
2006-02-12,.,No value available
2006-02-13,1.6125,
2006-02-14,1.6139,
2006-02-15,1.6042,
2006-02-16,1.6090,
2006-02-17,1.6119,
2006-02-18,.,No value available
2006-02-19,.,No value available
2006-02-20,1.6108,
2006-02-21,1.6116,
2006-02-22,1.6162,
2006-02-23,1.6120,
2006-02-24,1.6062,
2006-02-25,.,No value available
2006-02-26,.,No value available
2006-02-27,1.6072,
2006-02-28,1.6051,
2006-03-01,1.6047,
2006-03-02,1.5974,
2006-03-03,1.6123,
2006-03-04,.,No value available
2006-03-05,.,No value available
2006-03-06,1.6169,
2006-03-07,1.6180,
2006-03-08,1.6227,
2006-03-09,1.6194,
2006-03-10,1.6217,
2006-03-11,.,No value available
2006-03-12,.,No value available
2006-03-13,1.6284,
2006-03-14,1.6301,
2006-03-15,1.6277,
2006-03-16,1.6389,
2006-03-17,1.6669,
2006-03-18,.,No value available
2006-03-19,.,No value available
2006-03-20,1.6921,
2006-03-21,1.6903,
2006-03-22,1.6859,
2006-03-23,1.6783,
2006-03-24,1.6894,
2006-03-25,.,No value available
2006-03-26,.,No value available
2006-03-27,1.6999,
2006-03-28,1.6992,
2006-03-29,1.7060,
2006-03-30,1.6962,
2006-03-31,1.6997,
2006-04-01,.,No value available
2006-04-02,.,No value available
2006-04-03,1.6828,
2006-04-04,1.6951,
2006-04-05,1.6921,
2006-04-06,1.6799,
2006-04-07,1.6653,
2006-04-08,.,No value available
2006-04-09,.,No value available
2006-04-10,1.6616,
2006-04-11,1.6560,
2006-04-12,1.6582,
2006-04-13,1.6634,
2006-04-14,.,No value available
2006-04-15,.,No value available
2006-04-16,.,No value available
2006-04-17,.,No value available
2006-04-18,1.6600,
2006-04-19,1.6596,
2006-04-20,1.6594,
2006-04-21,1.6623,
2006-04-22,.,No value available
2006-04-23,.,No value available
2006-04-24,1.6562,
2006-04-25,1.6636,
2006-04-26,1.6623,
2006-04-27,1.6546,
2006-04-28,1.6599,
2006-04-29,.,No value available
2006-04-30,.,No value available
2006-05-01,.,No value available
2006-05-02,1.6610,
2006-05-03,1.6417,
2006-05-04,1.6393,
2006-05-05,1.6482,
2006-05-06,.,No value available
2006-05-07,.,No value available
2006-05-08,1.6515,
2006-05-09,1.6515,
2006-05-10,1.6483,
2006-05-11,1.6484,
2006-05-12,1.6609,
2006-05-13,.,No value available
2006-05-14,.,No value available
2006-05-15,1.6791,
2006-05-16,1.6822,
2006-05-17,1.6710,
2006-05-18,1.6739,
2006-05-19,1.6787,
2006-05-20,.,No value available
2006-05-21,.,No value available
2006-05-22,1.6991,
2006-05-23,1.6996,
2006-05-24,1.7023,
2006-05-25,1.6862,
2006-05-26,1.6884,
2006-05-27,.,No value available
2006-05-28,.,No value available
2006-05-29,1.6812,
2006-05-30,1.6848,
2006-05-31,1.6953,
2006-06-01,1.7081,
2006-06-02,1.7151,
2006-06-03,.,No value available
2006-06-04,.,No value available
2006-06-05,1.7254,
2006-06-06,1.7253,
2006-06-07,1.7260,
2006-06-08,1.7100,
2006-06-09,1.6902,
2006-06-10,.,No value available
2006-06-11,.,No value available
2006-06-12,1.6856,
2006-06-13,1.6970,
2006-06-14,1.7004,
2006-06-15,1.7078,
2006-06-16,1.7054,
2006-06-17,.,No value available
2006-06-18,.,No value available
2006-06-19,1.7060,
2006-06-20,1.7017,
2006-06-21,1.7181,
2006-06-22,1.7112,
2006-06-23,1.7096,
2006-06-24,.,No value available
2006-06-25,.,No value available
2006-06-26,1.7157,
2006-06-27,1.7170,
2006-06-28,1.7228,
2006-06-29,1.7180,
2006-06-30,1.7117,
2006-07-01,.,No value available
2006-07-02,.,No value available
2006-07-03,1.7214,
2006-07-04,1.7150,
2006-07-05,1.7172,
2006-07-06,1.7157,
2006-07-07,1.7095,
2006-07-08,.,No value available
2006-07-09,.,No value available
2006-07-10,1.7039,
2006-07-11,1.6945,
2006-07-12,1.6880,
2006-07-13,1.6827,
2006-07-14,1.6806,
2006-07-15,.,No value available
2006-07-16,.,No value available
2006-07-17,1.6753,
2006-07-18,1.6684,
2006-07-19,1.6766,
2006-07-20,1.6829,
2006-07-21,1.6833,
2006-07-22,.,No value available
2006-07-23,.,No value available
2006-07-24,1.6773,
2006-07-25,1.6727,
2006-07-26,1.6599,
2006-07-27,1.6671,
2006-07-28,1.6652,
2006-07-29,.,No value available
2006-07-30,.,No value available
2006-07-31,1.6672,
2006-08-01,1.6754,
2006-08-02,1.6711,
2006-08-03,1.6772,
2006-08-04,1.6817,
2006-08-05,.,No value available
2006-08-06,.,No value available
2006-08-07,1.6863,
2006-08-08,1.6894,
2006-08-09,1.6846,
2006-08-10,1.6706,
2006-08-11,1.6638,
2006-08-12,.,No value available
2006-08-13,.,No value available
2006-08-14,1.6692,
2006-08-15,1.6703,
2006-08-16,1.6733,
2006-08-17,1.6808,
2006-08-18,1.6879,
2006-08-19,.,No value available
2006-08-20,.,No value available
2006-08-21,1.6920,
2006-08-22,1.6804,
2006-08-23,1.6735,
2006-08-24,1.6794,
2006-08-25,1.6797,
2006-08-26,.,No value available
2006-08-27,.,No value available
2006-08-28,1.6895,
2006-08-29,1.6773,
2006-08-30,1.6790,
2006-08-31,1.6810,
2006-09-01,1.6753,
2006-09-02,.,No value available
2006-09-03,.,No value available
2006-09-04,1.6680,
2006-09-05,1.6647,
2006-09-06,1.6672,
2006-09-07,1.6728,
2006-09-08,1.6777,
2006-09-09,.,No value available
2006-09-10,.,No value available
2006-09-11,1.6872,
2006-09-12,1.6870,
2006-09-13,1.6885,
2006-09-14,1.6839,
2006-09-15,1.6853,
2006-09-16,.,No value available
2006-09-17,.,No value available
2006-09-18,1.6821,
2006-09-19,1.6802,
2006-09-20,1.6844,
2006-09-21,1.6856,
2006-09-22,1.7013,
2006-09-23,.,No value available
2006-09-24,.,No value available
2006-09-25,1.6987,
2006-09-26,1.6859,
2006-09-27,1.6915,
2006-09-28,1.6959,
2006-09-29,1.6992,
2006-09-30,.,No value available
2006-10-01,.,No value available
2006-10-02,1.7042,
2006-10-03,1.7052,
2006-10-04,1.7049,
2006-10-05,1.7019,
2006-10-06,1.6969,
2006-10-07,.,No value available
2006-10-08,.,No value available
2006-10-09,1.6927,
2006-10-10,1.6853,
2006-10-11,1.6830,
2006-10-12,1.6723,
2006-10-13,1.6689,
2006-10-14,.,No value available
2006-10-15,.,No value available
2006-10-16,1.6623,
2006-10-17,1.6616,
2006-10-18,1.6618,
2006-10-19,1.6603,
2006-10-20,1.6607,
2006-10-21,.,No value available
2006-10-22,.,No value available
2006-10-23,1.6555,
2006-10-24,1.6570,
2006-10-25,1.6561,
2006-10-26,1.6600,
2006-10-27,1.6561,
2006-10-28,.,No value available
2006-10-29,.,No value available
2006-10-30,1.6542,
2006-10-31,1.6509,
2006-11-01,1.6480,
2006-11-02,1.6511,
2006-11-03,1.6527,
2006-11-04,.,No value available
2006-11-05,.,No value available
2006-11-06,1.6507,
2006-11-07,1.6500,
2006-11-08,1.6601,
2006-11-09,1.6689,
2006-11-10,1.6755,
2006-11-11,.,No value available
2006-11-12,.,No value available
2006-11-13,1.6796,
2006-11-14,1.6765,
2006-11-15,1.6733,
2006-11-16,1.6680,
2006-11-17,1.6706,
2006-11-18,.,No value available
2006-11-19,.,No value available
2006-11-20,1.6687,
2006-11-21,1.6646,
2006-11-22,1.6669,
2006-11-23,1.6725,
2006-11-24,1.6817,
2006-11-25,.,No value available
2006-11-26,.,No value available
2006-11-27,1.6848,
2006-11-28,1.6861,
2006-11-29,1.6800,
2006-11-30,1.6753,
2006-12-01,1.6778,
2006-12-02,.,No value available
2006-12-03,.,No value available
2006-12-04,1.6904,
2006-12-05,1.6946,
2006-12-06,1.6892,
2006-12-07,1.6827,
2006-12-08,1.6823,
2006-12-09,.,No value available
2006-12-10,.,No value available
2006-12-11,1.6835,
2006-12-12,1.6850,
2006-12-13,1.6811,
2006-12-14,1.6848,
2006-12-15,1.6803,
2006-12-16,.,No value available
2006-12-17,.,No value available
2006-12-18,1.6779,
2006-12-19,1.6824,
2006-12-20,1.6820,
2006-12-21,1.6785,
2006-12-22,1.6792,
2006-12-23,.,No value available
2006-12-24,.,No value available
2006-12-25,.,No value available
2006-12-26,.,No value available
2006-12-27,1.6765,
2006-12-28,1.6699,
2006-12-29,1.6691,
2006-12-30,.,No value available
2006-12-31,.,No value available
2007-01-01,.,No value available
2007-01-02,1.6694,
2007-01-03,1.6645,
2007-01-04,1.6681,
2007-01-05,1.6697,
2007-01-06,.,No value available
2007-01-07,.,No value available
2007-01-08,1.6675,
2007-01-09,1.6675,
2007-01-10,1.6664,
2007-01-11,1.6573,
2007-01-12,1.6544,
2007-01-13,.,No value available
2007-01-14,.,No value available
2007-01-15,1.6503,
2007-01-16,1.6511,
2007-01-17,1.6429,
2007-01-18,1.6423,
2007-01-19,1.6453,
2007-01-20,.,No value available
2007-01-21,.,No value available
2007-01-22,1.6382,
2007-01-23,1.6436,
2007-01-24,1.6631,
2007-01-25,1.6639,
2007-01-26,1.6684,
2007-01-27,.,No value available
2007-01-28,.,No value available
2007-01-29,1.6728,
2007-01-30,1.6790,
2007-01-31,1.6786,
2007-02-01,1.6782,
2007-02-02,1.6821,
2007-02-03,.,No value available
2007-02-04,.,No value available
2007-02-05,1.6683,
2007-02-06,1.6674,
2007-02-07,1.6695,
2007-02-08,1.6669,
2007-02-09,1.6751,
2007-02-10,.,No value available
2007-02-11,.,No value available
2007-02-12,1.6745,
2007-02-13,1.6811,
2007-02-14,1.6734,
2007-02-15,1.6721,
2007-02-16,1.6705,
2007-02-17,.,No value available
2007-02-18,.,No value available
2007-02-19,1.6718,
2007-02-20,1.6709,
2007-02-21,1.6640,
2007-02-22,1.6610,
2007-02-23,1.6630,
2007-02-24,.,No value available
2007-02-25,.,No value available
2007-02-26,1.6614,
2007-02-27,1.6695,
2007-02-28,1.6761,
2007-03-01,1.6814,
2007-03-02,1.6806,
2007-03-03,.,No value available
2007-03-04,.,No value available
2007-03-05,1.6897,
2007-03-06,1.6951,
2007-03-07,1.6867,
2007-03-08,1.6890,
2007-03-09,1.6889,
2007-03-10,.,No value available
2007-03-11,.,No value available
2007-03-12,1.6833,
2007-03-13,1.6793,
2007-03-14,1.6838,
2007-03-15,1.6790,
2007-03-16,1.6757,
2007-03-17,.,No value available
2007-03-18,.,No value available
2007-03-19,1.6633,
2007-03-20,1.6620,
2007-03-21,1.6590,
2007-03-22,1.6542,
2007-03-23,1.6519,
2007-03-24,.,No value available
2007-03-25,.,No value available
2007-03-26,1.6456,
2007-03-27,1.6490,
2007-03-28,1.6532,
2007-03-29,1.6506,
2007-03-30,1.6484,
2007-03-31,.,No value available
2007-04-01,.,No value available
2007-04-02,1.6371,
2007-04-03,1.6409,
2007-04-04,1.6413,
2007-04-05,1.6351,
2007-04-06,.,No value available
2007-04-07,.,No value available
2007-04-08,.,No value available
2007-04-09,.,No value available
2007-04-10,1.6283,
2007-04-11,1.6263,
2007-04-12,1.6304,
2007-04-13,1.6249,
2007-04-14,.,No value available
2007-04-15,.,No value available
2007-04-16,1.6249,
2007-04-17,1.6215,
2007-04-18,1.6291,
2007-04-19,1.6336,
2007-04-20,1.6290,
2007-04-21,.,No value available
2007-04-22,.,No value available
2007-04-23,1.6277,
2007-04-24,1.6424,
2007-04-25,1.6405,
2007-04-26,1.6409,
2007-04-27,1.6423,
2007-04-28,.,No value available
2007-04-29,.,No value available
2007-04-30,1.6427,
2007-05-01,.,No value available
2007-05-02,1.6450,
2007-05-03,1.6496,
2007-05-04,1.6562,
2007-05-05,.,No value available
2007-05-06,.,No value available
2007-05-07,1.6483,
2007-05-08,1.6355,
2007-05-09,1.6331,
2007-05-10,1.6258,
2007-05-11,1.6240,
2007-05-12,.,No value available
2007-05-13,.,No value available
2007-05-14,1.6276,
2007-05-15,1.6279,
2007-05-16,1.6360,
2007-05-17,1.6421,
2007-05-18,1.6401,
2007-05-19,.,No value available
2007-05-20,.,No value available
2007-05-21,1.6408,
2007-05-22,1.6363,
2007-05-23,1.6336,
2007-05-24,1.6351,
2007-05-25,1.6399,
2007-05-26,.,No value available
2007-05-27,.,No value available
2007-05-28,1.6413,
2007-05-29,1.6473,
2007-05-30,1.6390,
2007-05-31,1.6269,
2007-06-01,1.6214,
2007-06-02,.,No value available
2007-06-03,.,No value available
2007-06-04,1.6177,
2007-06-05,1.6122,
2007-06-06,1.6053,
2007-06-07,1.5926,
2007-06-08,1.5870,
2007-06-09,.,No value available
2007-06-10,.,No value available
2007-06-11,1.5849,
2007-06-12,1.5845,
2007-06-13,1.5829,
2007-06-14,1.5937,
2007-06-15,1.5922,
2007-06-16,.,No value available
2007-06-17,.,No value available
2007-06-18,1.5931,
2007-06-19,1.5876,
2007-06-20,1.5851,
2007-06-21,1.5819,
2007-06-22,1.5847,
2007-06-23,.,No value available
2007-06-24,.,No value available
2007-06-25,1.5850,
2007-06-26,1.5849,
2007-06-27,1.5965,
2007-06-28,1.5918,
2007-06-29,1.5885,
2007-06-30,.,No value available
2007-07-01,.,No value available
2007-07-02,1.5859,
2007-07-03,1.5902,
2007-07-04,1.5875,
2007-07-05,1.5854,
2007-07-06,1.5875,
2007-07-07,.,No value available
2007-07-08,.,No value available
2007-07-09,1.5832,
2007-07-10,1.5876,
2007-07-11,1.5963,
2007-07-12,1.5967,
2007-07-13,1.5879,
2007-07-14,.,No value available
2007-07-15,.,No value available
2007-07-16,1.5774,
2007-07-17,1.5755,
2007-07-18,1.5702,
2007-07-19,1.5722,
2007-07-20,1.5676,
2007-07-21,.,No value available
2007-07-22,.,No value available
2007-07-23,1.5645,
2007-07-24,1.5631,
2007-07-25,1.5536,
2007-07-26,1.5561,
2007-07-27,1.5839,
2007-07-28,.,No value available
2007-07-29,.,No value available
2007-07-30,1.6121,
2007-07-31,1.5951,
2007-08-01,1.6049,
2007-08-02,1.5960,
2007-08-03,1.5985,
2007-08-04,.,No value available
2007-08-05,.,No value available
2007-08-06,1.6130,
2007-08-07,1.6141,
2007-08-08,1.6039,
2007-08-09,1.6058,
2007-08-10,1.6219,
2007-08-11,.,No value available
2007-08-12,.,No value available
2007-08-13,1.6183,
2007-08-14,1.6184,
2007-08-15,1.6381,
2007-08-16,1.7072,
2007-08-17,1.7213,
2007-08-18,.,No value available
2007-08-19,.,No value available
2007-08-20,1.6791,
2007-08-21,1.6820,
2007-08-22,1.6752,
2007-08-23,1.6554,
2007-08-24,1.6581,
2007-08-25,.,No value available
2007-08-26,.,No value available
2007-08-27,1.6425,
2007-08-28,1.6552,
2007-08-29,1.6713,
2007-08-30,1.6677,
2007-08-31,1.6692,
2007-09-01,.,No value available
2007-09-02,.,No value available
2007-09-03,1.6592,
2007-09-04,1.6466,
2007-09-05,1.6553,
2007-09-06,1.6571,
2007-09-07,1.6564,
2007-09-08,.,No value available
2007-09-09,.,No value available
2007-09-10,1.6757,
2007-09-11,1.6715,
2007-09-12,1.6613,
2007-09-13,1.6565,
2007-09-14,1.6499,
2007-09-15,.,No value available
2007-09-16,.,No value available
2007-09-17,1.6530,
2007-09-18,1.6594,
2007-09-19,1.6407,
2007-09-20,1.6248,
2007-09-21,1.6324,
2007-09-22,.,No value available
2007-09-23,.,No value available
2007-09-24,1.6249,
2007-09-25,1.6339,
2007-09-26,1.6153,
2007-09-27,1.6079,
2007-09-28,1.6073,
2007-09-29,.,No value available
2007-09-30,.,No value available
2007-10-01,1.6022,
2007-10-02,1.5972,
2007-10-03,1.5960,
2007-10-04,1.5943,
2007-10-05,1.5846,
2007-10-06,.,No value available
2007-10-07,.,No value available
2007-10-08,1.5680,
2007-10-09,1.5690,
2007-10-10,1.5757,
