SUBJECT,Subject,LOCATION,Country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-04,Apr-86,IDX,Index,0,units,,,99.97687,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-05,May-86,IDX,Index,0,units,,,99.87469,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-06,Jun-86,IDX,Index,0,units,,,99.77513,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-07,Jul-86,IDX,Index,0,units,,,99.66461,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-08,Aug-86,IDX,Index,0,units,,,99.53657,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-09,Sep-86,IDX,Index,0,units,,,99.40287,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-10,Oct-86,IDX,Index,0,units,,,99.26455,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-11,Nov-86,IDX,Index,0,units,,,99.13109,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1986-12,Dec-86,IDX,Index,0,units,,,99.02621,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-01,Jan-87,IDX,Index,0,units,,,98.96601,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-02,Feb-87,IDX,Index,0,units,,,98.98093,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-03,Mar-87,IDX,Index,0,units,,,99.05791,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-04,Apr-87,IDX,Index,0,units,,,99.17401,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-05,May-87,IDX,Index,0,units,,,99.3092,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-06,Jun-87,IDX,Index,0,units,,,99.44886,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-07,Jul-87,IDX,Index,0,units,,,99.55821,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-08,Aug-87,IDX,Index,0,units,,,99.63625,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-09,Sep-87,IDX,Index,0,units,,,99.67847,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-10,Oct-87,IDX,Index,0,units,,,99.68492,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-11,Nov-87,IDX,Index,0,units,,,99.68082,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1987-12,Dec-87,IDX,Index,0,units,,,99.71017,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-01,Jan-88,IDX,Index,0,units,,,99.80727,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-02,Feb-88,IDX,Index,0,units,,,99.96297,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-03,Mar-88,IDX,Index,0,units,,,100.1507,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-04,Apr-88,IDX,Index,0,units,,,100.3447,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-05,May-88,IDX,Index,0,units,,,100.5188,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-06,Jun-88,IDX,Index,0,units,,,100.6553,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-07,Jul-88,IDX,Index,0,units,,,100.7449,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-08,Aug-88,IDX,Index,0,units,,,100.8068,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-09,Sep-88,IDX,Index,0,units,,,100.8383,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-10,Oct-88,IDX,Index,0,units,,,100.8467,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-11,Nov-88,IDX,Index,0,units,,,100.8524,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1988-12,Dec-88,IDX,Index,0,units,,,100.8442,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-01,Jan-89,IDX,Index,0,units,,,100.8221,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-02,Feb-89,IDX,Index,0,units,,,100.8021,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-03,Mar-89,IDX,Index,0,units,,,100.7879,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-04,Apr-89,IDX,Index,0,units,,,100.7786,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-05,May-89,IDX,Index,0,units,,,100.7703,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-06,Jun-89,IDX,Index,0,units,,,100.7596,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-07,Jul-89,IDX,Index,0,units,,,100.7368,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-08,Aug-89,IDX,Index,0,units,,,100.71,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-09,Sep-89,IDX,Index,0,units,,,100.6883,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-10,Oct-89,IDX,Index,0,units,,,100.6812,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-11,Nov-89,IDX,Index,0,units,,,100.6995,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1989-12,Dec-89,IDX,Index,0,units,,,100.7447,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-01,Jan-90,IDX,Index,0,units,,,100.8128,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-02,Feb-90,IDX,Index,0,units,,,100.9071,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-03,Mar-90,IDX,Index,0,units,,,101.023,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-04,Apr-90,IDX,Index,0,units,,,101.1431,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-05,May-90,IDX,Index,0,units,,,101.2528,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-06,Jun-90,IDX,Index,0,units,,,101.3369,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-07,Jul-90,IDX,Index,0,units,,,101.3903,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-08,Aug-90,IDX,Index,0,units,,,101.3916,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-09,Sep-90,IDX,Index,0,units,,,101.3215,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-10,Oct-90,IDX,Index,0,units,,,101.1815,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-11,Nov-90,IDX,Index,0,units,,,100.9894,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1990-12,Dec-90,IDX,Index,0,units,,,100.7711,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-01,Jan-91,IDX,Index,0,units,,,100.5529,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-02,Feb-91,IDX,Index,0,units,,,100.3655,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-03,Mar-91,IDX,Index,0,units,,,100.2298,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-04,Apr-91,IDX,Index,0,units,,,100.1407,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-05,May-91,IDX,Index,0,units,,,100.093,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-06,Jun-91,IDX,Index,0,units,,,100.0805,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-07,Jul-91,IDX,Index,0,units,,,100.0919,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-08,Aug-91,IDX,Index,0,units,,,100.1233,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-09,Sep-91,IDX,Index,0,units,,,100.1575,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-10,Oct-91,IDX,Index,0,units,,,100.1851,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-11,Nov-91,IDX,Index,0,units,,,100.1839,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1991-12,Dec-91,IDX,Index,0,units,,,100.1395,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-01,Jan-92,IDX,Index,0,units,,,100.0551,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-02,Feb-92,IDX,Index,0,units,,,99.94096,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-03,Mar-92,IDX,Index,0,units,,,99.79191,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-04,Apr-92,IDX,Index,0,units,,,99.60289,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-05,May-92,IDX,Index,0,units,,,99.36546,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-06,Jun-92,IDX,Index,0,units,,,99.07416,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-07,Jul-92,IDX,Index,0,units,,,98.72998,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-08,Aug-92,IDX,Index,0,units,,,98.35409,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-09,Sep-92,IDX,Index,0,units,,,97.98318,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-10,Oct-92,IDX,Index,0,units,,,97.66256,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-11,Nov-92,IDX,Index,0,units,,,97.43006,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1992-12,Dec-92,IDX,Index,0,units,,,97.297,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-01,Jan-93,IDX,Index,0,units,,,97.2336,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-02,Feb-93,IDX,Index,0,units,,,97.22507,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-03,Mar-93,IDX,Index,0,units,,,97.27156,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-04,Apr-93,IDX,Index,0,units,,,97.37032,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-05,May-93,IDX,Index,0,units,,,97.51675,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-06,Jun-93,IDX,Index,0,units,,,97.698,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-07,Jul-93,IDX,Index,0,units,,,97.90757,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-08,Aug-93,IDX,Index,0,units,,,98.14155,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-09,Sep-93,IDX,Index,0,units,,,98.38801,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-10,Oct-93,IDX,Index,0,units,,,98.64708,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-11,Nov-93,IDX,Index,0,units,,,98.93047,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1993-12,Dec-93,IDX,Index,0,units,,,99.24444,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-01,Jan-94,IDX,Index,0,units,,,99.591,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-02,Feb-94,IDX,Index,0,units,,,99.9625,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-03,Mar-94,IDX,Index,0,units,,,100.3341,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-04,Apr-94,IDX,Index,0,units,,,100.6857,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-05,May-94,IDX,Index,0,units,,,101.0026,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-06,Jun-94,IDX,Index,0,units,,,101.2809,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-07,Jul-94,IDX,Index,0,units,,,101.5211,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-08,Aug-94,IDX,Index,0,units,,,101.7359,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-09,Sep-94,IDX,Index,0,units,,,101.9273,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-10,Oct-94,IDX,Index,0,units,,,102.0657,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-11,Nov-94,IDX,Index,0,units,,,102.1186,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1994-12,Dec-94,IDX,Index,0,units,,,102.0613,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-01,Jan-95,IDX,Index,0,units,,,101.9043,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-02,Feb-95,IDX,Index,0,units,,,101.6785,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-03,Mar-95,IDX,Index,0,units,,,101.4068,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-04,Apr-95,IDX,Index,0,units,,,101.1255,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-05,May-95,IDX,Index,0,units,,,100.8609,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-06,Jun-95,IDX,Index,0,units,,,100.6188,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-07,Jul-95,IDX,Index,0,units,,,100.4108,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-08,Aug-95,IDX,Index,0,units,,,100.227,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-09,Sep-95,IDX,Index,0,units,,,100.0637,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-10,Oct-95,IDX,Index,0,units,,,99.91028,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-11,Nov-95,IDX,Index,0,units,,,99.76493,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1995-12,Dec-95,IDX,Index,0,units,,,99.62779,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-01,Jan-96,IDX,Index,0,units,,,99.50688,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-02,Feb-96,IDX,Index,0,units,,,99.42005,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-03,Mar-96,IDX,Index,0,units,,,99.38646,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-04,Apr-96,IDX,Index,0,units,,,99.39922,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-05,May-96,IDX,Index,0,units,,,99.44621,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-06,Jun-96,IDX,Index,0,units,,,99.51778,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-07,Jul-96,IDX,Index,0,units,,,99.61572,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-08,Aug-96,IDX,Index,0,units,,,99.73247,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-09,Sep-96,IDX,Index,0,units,,,99.86319,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-10,Oct-96,IDX,Index,0,units,,,99.98934,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-11,Nov-96,IDX,Index,0,units,,,100.1011,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1996-12,Dec-96,IDX,Index,0,units,,,100.2109,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-01,Jan-97,IDX,Index,0,units,,,100.3265,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-02,Feb-97,IDX,Index,0,units,,,100.4429,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-03,Mar-97,IDX,Index,0,units,,,100.5572,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-04,Apr-97,IDX,Index,0,units,,,100.6635,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-05,May-97,IDX,Index,0,units,,,100.7582,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-06,Jun-97,IDX,Index,0,units,,,100.8611,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-07,Jul-97,IDX,Index,0,units,,,100.9666,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-08,Aug-97,IDX,Index,0,units,,,101.0671,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-09,Sep-97,IDX,Index,0,units,,,101.1494,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-10,Oct-97,IDX,Index,0,units,,,101.1962,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-11,Nov-97,IDX,Index,0,units,,,101.211,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1997-12,Dec-97,IDX,Index,0,units,,,101.2024,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-01,Jan-98,IDX,Index,0,units,,,101.1632,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-02,Feb-98,IDX,Index,0,units,,,101.0902,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-03,Mar-98,IDX,Index,0,units,,,100.9766,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-04,Apr-98,IDX,Index,0,units,,,100.8114,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-05,May-98,IDX,Index,0,units,,,100.6001,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-06,Jun-98,IDX,Index,0,units,,,100.3521,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-07,Jul-98,IDX,Index,0,units,,,100.0742,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-08,Aug-98,IDX,Index,0,units,,,99.78162,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-09,Sep-98,IDX,Index,0,units,,,99.4955,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-10,Oct-98,IDX,Index,0,units,,,99.23558,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-11,Nov-98,IDX,Index,0,units,,,99.0331,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1998-12,Dec-98,IDX,Index,0,units,,,98.89628,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-01,Jan-99,IDX,Index,0,units,,,98.82452,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-02,Feb-99,IDX,Index,0,units,,,98.82162,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-03,Mar-99,IDX,Index,0,units,,,98.89792,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-04,Apr-99,IDX,Index,0,units,,,99.05476,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-05,May-99,IDX,Index,0,units,,,99.29008,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-06,Jun-99,IDX,Index,0,units,,,99.57587,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-07,Jul-99,IDX,Index,0,units,,,99.87131,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-08,Aug-99,IDX,Index,0,units,,,100.1573,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-09,Sep-99,IDX,Index,0,units,,,100.4101,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-10,Oct-99,IDX,Index,0,units,,,100.6259,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-11,Nov-99,IDX,Index,0,units,,,100.8118,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,1999-12,Dec-99,IDX,Index,0,units,,,100.962,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-01,Jan-00,IDX,Index,0,units,,,101.0862,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-02,Feb-00,IDX,Index,0,units,,,101.186,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-03,Mar-00,IDX,Index,0,units,,,101.2476,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-04,Apr-00,IDX,Index,0,units,,,101.2805,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-05,May-00,IDX,Index,0,units,,,101.2927,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-06,Jun-00,IDX,Index,0,units,,,101.2796,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-07,Jul-00,IDX,Index,0,units,,,101.2474,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-08,Aug-00,IDX,Index,0,units,,,101.1894,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-09,Sep-00,IDX,Index,0,units,,,101.1013,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-10,Oct-00,IDX,Index,0,units,,,100.9714,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-11,Nov-00,IDX,Index,0,units,,,100.7978,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2000-12,Dec-00,IDX,Index,0,units,,,100.5809,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-01,Jan-01,IDX,Index,0,units,,,100.33,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-02,Feb-01,IDX,Index,0,units,,,100.0519,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-03,Mar-01,IDX,Index,0,units,,,99.75879,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-04,Apr-01,IDX,Index,0,units,,,99.46905,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-05,May-01,IDX,Index,0,units,,,99.20343,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-06,Jun-01,IDX,Index,0,units,,,98.96478,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-07,Jul-01,IDX,Index,0,units,,,98.75671,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-08,Aug-01,IDX,Index,0,units,,,98.5823,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-09,Sep-01,IDX,Index,0,units,,,98.4568,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-10,Oct-01,IDX,Index,0,units,,,98.42178,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-11,Nov-01,IDX,Index,0,units,,,98.49165,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2001-12,Dec-01,IDX,Index,0,units,,,98.65481,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-01,Jan-02,IDX,Index,0,units,,,98.87778,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-02,Feb-02,IDX,Index,0,units,,,99.14422,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-03,Mar-02,IDX,Index,0,units,,,99.4159,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-04,Apr-02,IDX,Index,0,units,,,99.63757,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-05,May-02,IDX,Index,0,units,,,99.77555,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-06,Jun-02,IDX,Index,0,units,,,99.82266,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-07,Jul-02,IDX,Index,0,units,,,99.79934,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-08,Aug-02,IDX,Index,0,units,,,99.73042,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-09,Sep-02,IDX,Index,0,units,,,99.64175,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-10,Oct-02,IDX,Index,0,units,,,99.55846,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-11,Nov-02,IDX,Index,0,units,,,99.47457,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2002-12,Dec-02,IDX,Index,0,units,,,99.38484,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-01,Jan-03,IDX,Index,0,units,,,99.29015,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-02,Feb-03,IDX,Index,0,units,,,99.19475,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-03,Mar-03,IDX,Index,0,units,,,99.10992,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-04,Apr-03,IDX,Index,0,units,,,99.06171,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-05,May-03,IDX,Index,0,units,,,99.07465,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-06,Jun-03,IDX,Index,0,units,,,99.16874,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-07,Jul-03,IDX,Index,0,units,,,99.33772,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-08,Aug-03,IDX,Index,0,units,,,99.56577,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-09,Sep-03,IDX,Index,0,units,,,99.82169,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-10,Oct-03,IDX,Index,0,units,,,100.0814,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-11,Nov-03,IDX,Index,0,units,,,100.3043,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2003-12,Dec-03,IDX,Index,0,units,,,100.466,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-01,Jan-04,IDX,Index,0,units,,,100.5688,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-02,Feb-04,IDX,Index,0,units,,,100.6285,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-03,Mar-04,IDX,Index,0,units,,,100.6649,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-04,Apr-04,IDX,Index,0,units,,,100.6889,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-05,May-04,IDX,Index,0,units,,,100.6962,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-06,Jun-04,IDX,Index,0,units,,,100.6877,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-07,Jul-04,IDX,Index,0,units,,,100.6662,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-08,Aug-04,IDX,Index,0,units,,,100.6165,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-09,Sep-04,IDX,Index,0,units,,,100.5401,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-10,Oct-04,IDX,Index,0,units,,,100.4387,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-11,Nov-04,IDX,Index,0,units,,,100.3169,,
LOLITONO,Normalised (CLI),DEU,Germany,M,Monthly,2004-12,Dec-04,IDX,Index,0,units,,,100.1819,,
