"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
1998-08,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.77,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,91.78,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,90.28,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34,85.34
1998-09,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,90.80,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83
1998-10,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,93.32,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21,88.21
1998-11,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.65,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,120.70,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10,114.10
1998-12,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,101.26,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,99.60,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15
1999-01,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.63,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,88.18,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35,83.35
1999-02,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.69,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,89.70,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,88.23,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41,83.41
1999-03,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.92,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,93.93,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,92.39,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34,87.34
1999-04,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.50,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,92.97,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88
1999-05,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,96.59,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31,91.31
1999-06,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.10,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,102.12,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,100.45,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96
1999-07,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,94.80,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15,88.15
1999-08,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,92.75,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,91.23,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24,86.24
1999-09,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,91.61,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60,86.60
1999-10,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,94.96,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30,88.30
1999-11,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.55,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,124.60,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,122.56,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86,115.86
1999-12,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,99.61,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62
2000-01,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,92.76,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,91.24,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25
2000-02,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.61,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,92.62,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,91.10,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11
2000-03,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,94.03,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,92.49,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43,87.43
2000-04,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,93.59,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47,88.47
2000-05,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.35,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,103.37,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,101.68,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11,96.11
2000-06,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.92,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,104.93,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57,97.57
2000-07,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.20,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,97.19,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,95.60,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37,90.37
2000-08,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,96.41,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.83,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64,89.64
2000-09,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,95.44,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,93.87,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74,88.74
2000-10,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.33,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,98.31,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41,91.41
2000-11,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.57,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,128.60,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,126.49,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57,119.57
2000-12,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,99.54,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09,94.09
2001-01,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41
2001-02,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.71,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,93.69,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12,87.12
2001-03,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.78,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,97.76,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90,90.90
