"wort","wert","stem","form"
"begrenzten",-0.0048,"begrenzt","ADJX"
"begrenzter",-0.0048,"begrenzt","ADJX"
"begrenztes",-0.0048,"begrenzt","ADJX"
"begrenztere",-0.0048,"begrenzt","ADJX"
"begrenztestes",-0.0048,"begrenzt","ADJX"
"begrenztester",-0.0048,"begrenzt","ADJX"
"begriffsstutzig",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigeres",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigere",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigerer",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigste",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigstes",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigster",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigerem",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigsten",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigstem",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzige",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigeren",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigem",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigen",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutzigst",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutziger",-0.0048,"begriffsstutzig","ADJX"
"begriffsstutziges",-0.0048,"begriffsstutzig","ADJX"
"behindern",-0.7748,"behindern","VVINF"
"behinderten",-0.7748,"behindern","VVINF"
"behinder",-0.7748,"behindern","VVINF"
"behindertet",-0.7748,"behindern","VVINF"
"behindert",-0.7748,"behindern","VVINF"
"behindere",-0.7748,"behindern","VVINF"
"behindertest",-0.7748,"behindern","VVINF"
"behinderte",-0.7748,"behindern","VVINF"
"behinderen",-0.7748,"behindern","VVINF"
"behinderst",-0.7748,"behindern","VVINF"
"behämmert",-0.0376,"behämmert","ADJX"
"behämmerterer",-0.0376,"behämmert","ADJX"
"behämmerteres",-0.0376,"behämmert","ADJX"
"behämmerte",-0.0376,"behämmert","ADJX"
"behämmertste",-0.0376,"behämmert","ADJX"
"behämmerter",-0.0376,"behämmert","ADJX"
"behämmertes",-0.0376,"behämmert","ADJX"
"behämmertem",-0.0376,"behämmert","ADJX"
"behämmerten",-0.0376,"behämmert","ADJX"
"behämmertst",-0.0376,"behämmert","ADJX"
"behämmertere",-0.0376,"behämmert","ADJX"
"behämmerterem",-0.0376,"behämmert","ADJX"
"behämmertstes",-0.0376,"behämmert","ADJX"
"behämmertster",-0.0376,"behämmert","ADJX"
"behämmerteren",-0.0376,"behämmert","ADJX"
"behämmertstem",-0.0376,"behämmert","ADJX"
"behämmertsten",-0.0376,"behämmert","ADJX"
"beklagen",-0.4967,"beklagen","VVINF"
"beklagtet",-0.4967,"beklagen","VVINF"
"beklagtest",-0.4967,"beklagen","VVINF"
"beklaget",-0.4967,"beklagen","VVINF"
"beklagest",-0.4967,"beklagen","VVINF"
"begeklagt",-0.4967,"beklagen","VVINF"
"beklag",-0.4967,"beklagen","VVINF"
"beklagten",-0.4967,"beklagen","VVINF"
"beklage",-0.4967,"beklagen","VVINF"
"beklagt",-0.4967,"beklagen","VVINF"
"beklagst",-0.4967,"beklagen","VVINF"
"beklagte",-0.4967,"beklagen","VVINF"
"beklagenswert",-0.0048,"beklagenswert","ADJX"
"beklagenswerterer",-0.0048,"beklagenswert","ADJX"
"beklagenswerte",-0.0048,"beklagenswert","ADJX"
"beklagenswerteres",-0.0048,"beklagenswert","ADJX"
"beklagenswerteren",-0.0048,"beklagenswert","ADJX"
"beklagenswertestem",-0.0048,"beklagenswert","ADJX"
"beklagenswertesten",-0.0048,"beklagenswert","ADJX"
"beklagenswertem",-0.0048,"beklagenswert","ADJX"
"beklagenswerten",-0.0048,"beklagenswert","ADJX"
"beklagenswerterem",-0.0048,"beklagenswert","ADJX"
"beklagenswertes",-0.0048,"beklagenswert","ADJX"
"beklagenswerter",-0.0048,"beklagenswert","ADJX"
"beklagenswertest",-0.0048,"beklagenswert","ADJX"
"beklagenswerteste",-0.0048,"beklagenswert","ADJX"
"beklagenswertere",-0.0048,"beklagenswert","ADJX"
"beklagenswertester",-0.0048,"beklagenswert","ADJX"
"beklagenswertestes",-0.0048,"beklagenswert","ADJX"
"bekloppt",-0.0048,"bekloppt","ADJX"
"bekloppter",-0.0048,"bekloppt","ADJX"
"beklopptes",-0.0048,"bekloppt","ADJX"
"beklopptest",-0.0048,"bekloppt","ADJX"
"bekloppte",-0.0048,"bekloppt","ADJX"
"beklopptem",-0.0048,"bekloppt","ADJX"
"bekloppten",-0.0048,"bekloppt","ADJX"
"bekloppteres",-0.0048,"bekloppt","ADJX"
"bekloppterer",-0.0048,"bekloppt","ADJX"
"beklopptestes",-0.0048,"bekloppt","ADJX"
"bekloppterem",-0.0048,"bekloppt","ADJX"
"beklopptester",-0.0048,"bekloppt","ADJX"
"beklopptere",-0.0048,"bekloppt","ADJX"
"bekloppteren",-0.0048,"bekloppt","ADJX"
"bekloppteste",-0.0048,"bekloppt","ADJX"
"beklopptesten",-0.0048,"bekloppt","ADJX"
"beklopptestem",-0.0048,"bekloppt","ADJX"
"beknackt",-0.0358,"beknackt","ADJX"
"beknackterer",-0.0358,"beknackt","ADJX"
"beknackteres",-0.0358,"beknackt","ADJX"
"beknacktester",-0.0358,"beknackt","ADJX"
"beknacktest",-0.0358,"beknackt","ADJX"
"beknackteste",-0.0358,"beknackt","ADJX"
"beknacktestes",-0.0358,"beknackt","ADJX"
"beknackte",-0.0358,"beknackt","ADJX"
"beknackteren",-0.0358,"beknackt","ADJX"
"beknackterem",-0.0358,"beknackt","ADJX"
"beknacktestem",-0.0358,"beknackt","ADJX"
"beknacktesten",-0.0358,"beknackt","ADJX"
"beknackter",-0.0358,"beknackt","ADJX"
"beknacktes",-0.0358,"beknackt","ADJX"
"beknacktem",-0.0358,"beknackt","ADJX"
"beknacktere",-0.0358,"beknackt","ADJX"
"beknackten",-0.0358,"beknackt","ADJX"
"bekümmert",-0.4503,"bekümmert","VVINF"
"bekümmerterer",-0.4503,"bekümmert","VVINF"
"bekümmerteres",-0.4503,"bekümmert","VVINF"
"bekümmerteren",-0.4503,"bekümmert","VVINF"
"bekümmerterem",-0.4503,"bekümmert","VVINF"
"bekümmertste",-0.4503,"bekümmert","VVINF"
"bekümmerter",-0.4503,"bekümmert","VVINF"
"bekümmertstes",-0.4503,"bekümmert","VVINF"
"bekümmertes",-0.4503,"bekümmert","VVINF"
"bekümmertster",-0.4503,"bekümmert","VVINF"
"bekümmertst",-0.4503,"bekümmert","VVINF"
"bekümmertem",-0.4503,"bekümmert","VVINF"
"bekümmertstem",-0.4503,"bekümmert","VVINF"
"bekümmertsten",-0.4503,"bekümmert","VVINF"
"bekümmerte",-0.4503,"bekümmert","VVINF"
"bekümmerten",-0.4503,"bekümmert","VVINF"
"bekümmertere",-0.4503,"bekümmert","VVINF"
"belanglos",-0.3306,"belanglos","ADJX"
"belanglosesten",-0.3306,"belanglos","ADJX"
"belanglosem",-0.3306,"belanglos","ADJX"
"belanglosester",-0.3306,"belanglos","ADJX"
"belanglosestes",-0.3306,"belanglos","ADJX"
"belangloses",-0.3306,"belanglos","ADJX"
"belangloseste",-0.3306,"belanglos","ADJX"
"belangloser",-0.3306,"belanglos","ADJX"
"belanglosen",-0.3306,"belanglos","ADJX"
"belanglosere",-0.3306,"belanglos","ADJX"
"belangloserer",-0.3306,"belanglos","ADJX"
"belangloseres",-0.3306,"belanglos","ADJX"
"belanglosest",-0.3306,"belanglos","ADJX"
"belanglose",-0.3306,"belanglos","ADJX"
"belangloserem",-0.3306,"belanglos","ADJX"
"belanglosestem",-0.3306,"belanglos","ADJX"
"belangloseren",-0.3306,"belanglos","ADJX"
"belasten",-0.5078,"belasten","VVINF"
"beleidigen",-0.6076,"beleidigen","VVINF"
"beleidigtet",-0.6076,"beleidigen","VVINF"
"beleidig",-0.6076,"beleidigen","VVINF"
"beleidigst",-0.6076,"beleidigen","VVINF"
"beleidiget",-0.6076,"beleidigen","VVINF"
"beleidige",-0.6076,"beleidigen","VVINF"
"beleidigten",-0.6076,"beleidigen","VVINF"
"beleidigte",-0.6076,"beleidigen","VVINF"
"beleidigtest",-0.6076,"beleidigen","VVINF"
"beleidigest",-0.6076,"beleidigen","VVINF"
"beleidigend",-0.4636,"beleidigend","ADJX"
"belästigen",-0.0048,"belästigen","VVINF"
"belästigten",-0.0048,"belästigen","VVINF"
"belästigst",-0.0048,"belästigen","VVINF"
"belästiget",-0.0048,"belästigen","VVINF"
"belästigt",-0.0048,"belästigen","VVINF"
"belästige",-0.0048,"belästigen","VVINF"
"belästigte",-0.0048,"belästigen","VVINF"
"belästigtet",-0.0048,"belästigen","VVINF"
"belästig",-0.0048,"belästigen","VVINF"
"belästigest",-0.0048,"belästigen","VVINF"
"belästigtest",-0.0048,"belästigen","VVINF"
"berauben",-0.0048,"berauben","VVINF"
"beraubte",-0.0048,"berauben","VVINF"
"beraubst",-0.0048,"berauben","VVINF"
"beraubest",-0.0048,"berauben","VVINF"
"beraubten",-0.0048,"berauben","VVINF"
"beraubtest",-0.0048,"berauben","VVINF"
"beraube",-0.0048,"berauben","VVINF"
"beraubet",-0.0048,"berauben","VVINF"
"beraubt",-0.0048,"berauben","VVINF"
"beraubtet",-0.0048,"berauben","VVINF"
"beraub",-0.0048,"berauben","VVINF"
"bergab",-0.0048,"bergab","ADV"
"bescheuert",-0.0048,"bescheuert","ADJX"
"bescheuertestes",-0.0048,"bescheuert","ADJX"
"bescheuertester",-0.0048,"bescheuert","ADJX"
"bescheuertest",-0.0048,"bescheuert","ADJX"
"bescheuertes",-0.0048,"bescheuert","ADJX"
"bescheuerter",-0.0048,"bescheuert","ADJX"
"bescheuerteren",-0.0048,"bescheuert","ADJX"
"bescheuertem",-0.0048,"bescheuert","ADJX"
"bescheuerteres",-0.0048,"bescheuert","ADJX"
"bescheuerten",-0.0048,"bescheuert","ADJX"
"bescheuerterer",-0.0048,"bescheuert","ADJX"
"bescheuertestem",-0.0048,"bescheuert","ADJX"
"bescheuertesten",-0.0048,"bescheuert","ADJX"
"bescheuertere",-0.0048,"bescheuert","ADJX"
"bescheuerteste",-0.0048,"bescheuert","ADJX"
"bescheuerte",-0.0048,"bescheuert","ADJX"
"bescheuerterem",-0.0048,"bescheuert","ADJX"
"beschissen",-0.2947,"beschissen","ADJX"
"beschissnere",-0.2947,"beschissen","ADJX"
"beschissenere",-0.2947,"beschissen","ADJX"
"beschisseneres",-0.2947,"beschissen","ADJX"
"beschissnerem",-0.2947,"beschissen","ADJX"
"beschissene",-0.2947,"beschissen","ADJX"
"beschissenst",-0.2947,"beschissen","ADJX"
"beschissenerem",-0.2947,"beschissen","ADJX"
"beschisseneren",-0.2947,"beschissen","ADJX"
"beschissenste",-0.2947,"beschissen","ADJX"
"beschissenerer",-0.2947,"beschissen","ADJX"
"beschissenen",-0.2947,"beschissen","ADJX"
"beschissenstes",-0.2947,"beschissen","ADJX"
"beschissenem",-0.2947,"beschissen","ADJX"
"beschissenster",-0.2947,"beschissen","ADJX"
"beschissenstem",-0.2947,"beschissen","ADJX"
"beschissensten",-0.2947,"beschissen","ADJX"
"beschissneren",-0.2947,"beschissen","ADJX"
"beschissner",-0.2947,"beschissen","ADJX"
"beschissenes",-0.2947,"beschissen","ADJX"
"beschissener",-0.2947,"beschissen","ADJX"
"beschissnerer",-0.2947,"beschissen","ADJX"
"beschissneres",-0.2947,"beschissen","ADJX"
"beschneiden",-0.3293,"beschneiden","VVINF"
"beschruppt",-0.0048,"beschruppt","ADJX"
"beschränken",-0.0048,"beschränken","VVINF"
"beschränktet",-0.0048,"beschränken","VVINF"
"beschränkest",-0.0048,"beschränken","VVINF"
"beschränkst",-0.0048,"beschränken","VVINF"
"beschränk",-0.0048,"beschränken","VVINF"
"beschränket",-0.0048,"beschränken","VVINF"
"beschränke",-0.0048,"beschränken","VVINF"
"beschränkt",-0.0048,"beschränkt","ADJX"
"beschränkteren",-0.0048,"beschränkt","ADJX"
"beschränkterem",-0.0048,"beschränkt","ADJX"
"beschränkteres",-0.0048,"beschränkt","ADJX"
"beschränkterer",-0.0048,"beschränkt","ADJX"
"beschränktest",-0.0048,"beschränkt","ADJX"
"beschränktesten",-0.0048,"beschränkt","ADJX"
"beschränktestem",-0.0048,"beschränkt","ADJX"
"beschränkter",-0.0048,"beschränkt","ADJX"
"beschränktere",-0.0048,"beschränkt","ADJX"
"beschränktester",-0.0048,"beschränkt","ADJX"
"beschränktes",-0.0048,"beschränkt","ADJX"
"beschränkten",-0.0048,"beschränkt","ADJX"
"beschränktem",-0.0048,"beschränkt","ADJX"
"beschränktestes",-0.0048,"beschränkt","ADJX"
"beschränkte",-0.0048,"beschränkt","ADJX"
"beschränkteste",-0.0048,"beschränkt","ADJX"
"beschuldigen",-0.3264,"beschuldigen","VVINF"
"beschuldigten",-0.3264,"beschuldigen","VVINF"
"beschuldigest",-0.3264,"beschuldigen","VVINF"
"beschuldigt",-0.3264,"beschuldigen","VVINF"
"beschuldige",-0.3264,"beschuldigen","VVINF"
"beschuldigtet",-0.3264,"beschuldigen","VVINF"
"beschuldig",-0.3264,"beschuldigen","VVINF"
"beschuldigte",-0.3264,"beschuldigen","VVINF"
"beschuldiget",-0.3264,"beschuldigen","VVINF"
"beschuldigtest",-0.3264,"beschuldigen","VVINF"
"beschuldigst",-0.3264,"beschuldigen","VVINF"
"beschweren",-0.0413,"beschweren","VVINF"
"beschwerten",-0.0413,"beschweren","VVINF"
"beschwern",-0.0413,"beschweren","VVINF"
"beschwerst",-0.0413,"beschweren","VVINF"
"beschwertest",-0.0413,"beschweren","VVINF"
"beschwertet",-0.0413,"beschweren","VVINF"
"beschwerte",-0.0413,"beschweren","VVINF"
"beschwere",-0.0413,"beschweren","VVINF"
"beschwert",-0.0413,"beschweren","VVINF"
"beschwer",-0.0413,"beschweren","VVINF"
"beschwerlich",-0.0491,"beschwerlich","ADJX"
"beschwerlichstes",-0.0491,"beschwerlich","ADJX"
"beschwerliche",-0.0491,"beschwerlich","ADJX"
"beschwerlichere",-0.0491,"beschwerlich","ADJX"
"beschwerlicher",-0.0491,"beschwerlich","ADJX"
"beschwerlicheres",-0.0491,"beschwerlich","ADJX"
"beschwerliches",-0.0491,"beschwerlich","ADJX"
"beschwerlichem",-0.0491,"beschwerlich","ADJX"
"beschwerlicherer",-0.0491,"beschwerlich","ADJX"
"beschwerlichen",-0.0491,"beschwerlich","ADJX"
"beschwerlicherem",-0.0491,"beschwerlich","ADJX"
"beschwerlichste",-0.0491,"beschwerlich","ADJX"
"beschwerlicheren",-0.0491,"beschwerlich","ADJX"
"beschwerlichstem",-0.0491,"beschwerlich","ADJX"
"beschwerlichsten",-0.0491,"beschwerlich","ADJX"
"beschwerlichst",-0.0491,"beschwerlich","ADJX"
"beschwerlichster",-0.0491,"beschwerlich","ADJX"
"beschädigen",-0.335,"beschädigen","VVINF"
"beschädigtest",-0.335,"beschädigen","VVINF"
"beschädigten",-0.335,"beschädigen","VVINF"
"beschädige",-0.335,"beschädigen","VVINF"
"beschädigte",-0.335,"beschädigen","VVINF"
"beschädiget",-0.335,"beschädigen","VVINF"
"beschädigt",-0.335,"beschädigen","VVINF"
"beschädigest",-0.335,"beschädigen","VVINF"
"beschädigtet",-0.335,"beschädigen","VVINF"
"beschädigst",-0.335,"beschädigen","VVINF"
"beschädig",-0.335,"beschädigen","VVINF"
"beschäftigungslos",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslosem",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslosen",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungsloses",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslosere",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslose",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungsloser",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslossten",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslosstem",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslosster",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslosste",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslosstes",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungsloseres",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungsloserer",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungslosst",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungsloseren",-0.0048,"beschäftigungslos","ADJX"
"beschäftigungsloserem",-0.0048,"beschäftigungslos","ADJX"
"beschämen",-0.0048,"beschämen","VVINF"
"beschämtest",-0.0048,"beschämen","VVINF"
"beschämt",-0.0048,"beschämen","VVINF"
"beschäme",-0.0048,"beschämen","VVINF"
"beschämtet",-0.0048,"beschämen","VVINF"
"beschämest",-0.0048,"beschämen","VVINF"
"beschämte",-0.0048,"beschämen","VVINF"
"beschämst",-0.0048,"beschämen","VVINF"
"beschämet",-0.0048,"beschämen","VVINF"
"beschäm",-0.0048,"beschämen","VVINF"
"beschämten",-0.0048,"beschämen","VVINF"
"beseitigen",-0.0048,"beseitigen","VVINF"
"beseitigtet",-0.0048,"beseitigen","VVINF"
"beseitig",-0.0048,"beseitigen","VVINF"
"beseitiget",-0.0048,"beseitigen","VVINF"
"beseitigtest",-0.0048,"beseitigen","VVINF"
"beseitigten",-0.0048,"beseitigen","VVINF"
"beseitigt",-0.0048,"beseitigen","VVINF"
"beseitige",-0.0048,"beseitigen","VVINF"
"beseitigst",-0.0048,"beseitigen","VVINF"
"beseitigest",-0.0048,"beseitigen","VVINF"
"beseitigte",-0.0048,"beseitigen","VVINF"
"besorgniserregend",-0.3281,"besorgniserregend","ADJX"
"besorgniserregender",-0.3281,"besorgniserregend","ADJX"
"besorgniserregende",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendere",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendes",-0.3281,"besorgniserregend","ADJX"
"besorgniserregenden",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendem",-0.3281,"besorgniserregend","ADJX"
"besorgniserregenderes",-0.3281,"besorgniserregend","ADJX"
"besorgniserregenderer",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendste",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendstem",-0.3281,"besorgniserregend","ADJX"
"besorgniserregenderem",-0.3281,"besorgniserregend","ADJX"
"besorgniserregenderen",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendsten",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendstes",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendst",-0.3281,"besorgniserregend","ADJX"
"besorgniserregendster",-0.3281,"besorgniserregend","ADJX"
"besorgt",-0.0482,"besorgt","ADJX"
"besorgterem",-0.0482,"besorgt","ADJX"
"besorgtesten",-0.0482,"besorgt","ADJX"
"besorgteren",-0.0482,"besorgt","ADJX"
"besorgtestem",-0.0482,"besorgt","ADJX"
"besorgtest",-0.0482,"besorgt","ADJX"
"besorgterer",-0.0482,"besorgt","ADJX"
"besorgteres",-0.0482,"besorgt","ADJX"
"besorgte",-0.0482,"besorgt","ADJX"
"besorgtere",-0.0482,"besorgt","ADJX"
"besorgtestes",-0.0482,"besorgt","ADJX"
"besorgtem",-0.0482,"besorgt","ADJX"
"besorgten",-0.0482,"besorgt","ADJX"
"besorgtes",-0.0482,"besorgt","ADJX"
"besorgteste",-0.0482,"besorgt","ADJX"
"besorgtester",-0.0482,"besorgt","ADJX"
"besorgter",-0.0482,"besorgt","ADJX"
"bestechen",-0.0048,"bestechen","VVINF"
"besteuern",-0.0048,"besteuern","VVINF"
"besteuertest",-0.0048,"besteuern","VVINF"
"besteuerten",-0.0048,"besteuern","VVINF"
"besteuerte",-0.0048,"besteuern","VVINF"
"besteueren",-0.0048,"besteuern","VVINF"
"besteuerst",-0.0048,"besteuern","VVINF"
"begesteuert",-0.0048,"besteuern","VVINF"
"besteuert",-0.0048,"besteuern","VVINF"
"besteuer",-0.0048,"besteuern","VVINF"
"besteuertet",-0.0048,"besteuern","VVINF"
"besteuere",-0.0048,"besteuern","VVINF"
"bestrafen",-0.4811,"bestrafen","VVINF"
"bestrafet",-0.4811,"bestrafen","VVINF"
"bestrafest",-0.4811,"bestrafen","VVINF"
"bestrafst",-0.4811,"bestrafen","VVINF"
"bestraftet",-0.4811,"bestrafen","VVINF"
"bestrafte",-0.4811,"bestrafen","VVINF"
"bestraft",-0.4811,"bestrafen","VVINF"
"bestrafe",-0.4811,"bestrafen","VVINF"
"bestraften",-0.4811,"bestrafen","VVINF"
"bestraftest",-0.4811,"bestrafen","VVINF"
"bestraf",-0.4811,"bestrafen","VVINF"
"bestürzt",-0.0048,"bestürzt","VVINF"
"bestürztester",-0.0048,"bestürzt","VVINF"
"bestürztes",-0.0048,"bestürzt","VVINF"
"bestürzter",-0.0048,"bestürzt","VVINF"
"bestürztesten",-0.0048,"bestürzt","VVINF"
"bestürztestem",-0.0048,"bestürzt","VVINF"
"bestürztere",-0.0048,"bestürzt","VVINF"
"bestürzte",-0.0048,"bestürzt","VVINF"
"bestürzteste",-0.0048,"bestürzt","VVINF"
"bestürztem",-0.0048,"bestürzt","VVINF"
"bestürzten",-0.0048,"bestürzt","VVINF"
"bestürzteren",-0.0048,"bestürzt","VVINF"
"bestürzterem",-0.0048,"bestürzt","VVINF"
"bestürztestes",-0.0048,"bestürzt","VVINF"
"bestürzteres",-0.0048,"bestürzt","VVINF"
"bestürzterer",-0.0048,"bestürzt","VVINF"
"bestürztest",-0.0048,"bestürzt","VVINF"
"betrunken",-0.172,"betrunken","ADJX"
"betrunkensten",-0.172,"betrunken","ADJX"
"betrunkeneres",-0.172,"betrunken","ADJX"
"betrunkenere",-0.172,"betrunken","ADJX"
"betrunkenerer",-0.172,"betrunken","ADJX"
"betrunkenes",-0.172,"betrunken","ADJX"
"betrunkeneren",-0.172,"betrunken","ADJX"
"betrunkenstem",-0.172,"betrunken","ADJX"
"betrunkenste",-0.172,"betrunken","ADJX"
"betrunkenen",-0.172,"betrunken","ADJX"
"betrunkenem",-0.172,"betrunken","ADJX"
"betrunkenster",-0.172,"betrunken","ADJX"
"betrunkene",-0.172,"betrunken","ADJX"
"betrunkenstes",-0.172,"betrunken","ADJX"
"betrunkener",-0.172,"betrunken","ADJX"
"betrunkenst",-0.172,"betrunken","ADJX"
"betrunkenerem",-0.172,"betrunken","ADJX"
"betrügen",-0.743,"betrügen","VVINF"
"betrügerisch",-0.3163,"betrügerisch","ADJX"
"betrügerische",-0.3163,"betrügerisch","ADJX"
"betrügerischste",-0.3163,"betrügerisch","ADJX"
"betrügerischere",-0.3163,"betrügerisch","ADJX"
"betrügerischst",-0.3163,"betrügerisch","ADJX"
"betrügerischer",-0.3163,"betrügerisch","ADJX"
"betrügerischsten",-0.3163,"betrügerisch","ADJX"
"betrügerischstem",-0.3163,"betrügerisch","ADJX"
"betrügerisches",-0.3163,"betrügerisch","ADJX"
"betrügerischstes",-0.3163,"betrügerisch","ADJX"
"betrügerischen",-0.3163,"betrügerisch","ADJX"
"betrügerischerem",-0.3163,"betrügerisch","ADJX"
"betrügerischster",-0.3163,"betrügerisch","ADJX"
"betrügerischem",-0.3163,"betrügerisch","ADJX"
"betrügerischeres",-0.3163,"betrügerisch","ADJX"
"betrügerischeren",-0.3163,"betrügerisch","ADJX"
"betrügerischerer",-0.3163,"betrügerisch","ADJX"
"betäuben",-0.0048,"betäuben","VVINF"
"betäubten",-0.0048,"betäuben","VVINF"
"betäubst",-0.0048,"betäuben","VVINF"
"betäubte",-0.0048,"betäuben","VVINF"
"betäub",-0.0048,"betäuben","VVINF"
"betäubtest",-0.0048,"betäuben","VVINF"
"betäubt",-0.0048,"betäuben","VVINF"
"betäubest",-0.0048,"betäuben","VVINF"
"betäube",-0.0048,"betäuben","VVINF"
"betäubet",-0.0048,"betäuben","VVINF"
"betäubtet",-0.0048,"betäuben","VVINF"
"beunruhigen",-0.3221,"beunruhigen","VVINF"
"beunruhige",-0.3221,"beunruhigen","VVINF"
"beunruhigtest",-0.3221,"beunruhigen","VVINF"
"beunruhigten",-0.3221,"beunruhigen","VVINF"
"beunruhigst",-0.3221,"beunruhigen","VVINF"
"beunruhigte",-0.3221,"beunruhigen","VVINF"
"beunruhigtet",-0.3221,"beunruhigen","VVINF"
"beunruhigest",-0.3221,"beunruhigen","VVINF"
"beunruhig",-0.3221,"beunruhigen","VVINF"
"beunruhiget",-0.3221,"beunruhigen","VVINF"
"beunruhigend",-0.3264,"beunruhigend","ADJX"
"bevormunden",-0.0048,"bevormunden","VVINF"
"bevormundtest",-0.0048,"bevormunden","VVINF"
"bevormundet",-0.0048,"bevormunden","VVINF"
"bevormund",-0.0048,"bevormunden","VVINF"
"bevormundest",-0.0048,"bevormunden","VVINF"
"bevormundeten",-0.0048,"bevormunden","VVINF"
"bevormundetest",-0.0048,"bevormunden","VVINF"
"bevormundete",-0.0048,"bevormunden","VVINF"
"bevormundten",-0.0048,"bevormunden","VVINF"
"bevormunde",-0.0048,"bevormunden","VVINF"
"bevormundetet",-0.0048,"bevormunden","VVINF"
"bevormundte",-0.0048,"bevormunden","VVINF"
"bevormundtet",-0.0048,"bevormunden","VVINF"
"bewegungslos",-0.0048,"bewegungslos","ADJX"
"bewegungslosstes",-0.0048,"bewegungslos","ADJX"
"bewegungslosste",-0.0048,"bewegungslos","ADJX"
"bewegungslosster",-0.0048,"bewegungslos","ADJX"
"bewegungslosen",-0.0048,"bewegungslos","ADJX"
"bewegungsloserem",-0.0048,"bewegungslos","ADJX"
"bewegungslosem",-0.0048,"bewegungslos","ADJX"
"bewegungsloseren",-0.0048,"bewegungslos","ADJX"
"bewegungsloserer",-0.0048,"bewegungslos","ADJX"
"bewegungsloseres",-0.0048,"bewegungslos","ADJX"
"bewegungslose",-0.0048,"bewegungslos","ADJX"
"bewegungsloses",-0.0048,"bewegungslos","ADJX"
"bewegungsloser",-0.0048,"bewegungslos","ADJX"
"bewegungslosst",-0.0048,"bewegungslos","ADJX"
"bewegungslosere",-0.0048,"bewegungslos","ADJX"
"bewegungslossten",-0.0048,"bewegungslos","ADJX"
"bewegungslosstem",-0.0048,"bewegungslos","ADJX"
"beängstigend",-0.0367,"beängstigend","ADJX"
"billig",-0.2842,"billig","ADJX"
"billigerer",-0.2842,"billig","ADJX"
"billigster",-0.2842,"billig","ADJX"
"billigeres",-0.2842,"billig","ADJX"
"billigeren",-0.2842,"billig","ADJX"
"billigstes",-0.2842,"billig","ADJX"
"billigerem",-0.2842,"billig","ADJX"
"billigere",-0.2842,"billig","ADJX"
"billiges",-0.2842,"billig","ADJX"
"billigste",-0.2842,"billig","ADJX"
"billiger",-0.2842,"billig","ADJX"
"billige",-0.2842,"billig","ADJX"
"billigem",-0.2842,"billig","ADJX"
"billigen",-0.2842,"billig","ADJX"
"billigst",-0.2842,"billig","ADJX"
"billigstem",-0.2842,"billig","ADJX"
"billigsten",-0.2842,"billig","ADJX"
"bitter",-0.3394,"bitter","ADJX"
"bittersten",-0.3394,"bitter","ADJX"
"bitteres",-0.3394,"bitter","ADJX"
"bitterer",-0.3394,"bitter","ADJX"
"bittereres",-0.3394,"bitter","ADJX"
"bitterstem",-0.3394,"bitter","ADJX"
"bittererer",-0.3394,"bitter","ADJX"
"bittererem",-0.3394,"bitter","ADJX"
"bittereren",-0.3394,"bitter","ADJX"
"bittere",-0.3394,"bitter","ADJX"
"bitterster",-0.3394,"bitter","ADJX"
"bitterste",-0.3394,"bitter","ADJX"
"bitterstes",-0.3394,"bitter","ADJX"
"bitterem",-0.3394,"bitter","ADJX"
